compound,nib,quine,vir,similarity,meansim,nas
MLS000583956,0.4845,0.4036,0.4512,-0.4814,0.44643333333333335,0
Zatebradine,0.4838,0.4109,NA,-0.7444,0.44735,1
N9-Isopropylolomoucine,0.4837,0.4152,0.3889,-0.5153,0.4292666666666667,0
Progesterone,0.4837,NA,0.3653,-0.4745,0.4245,1
MLS001163538,0.4834,0.6297,NA,-0.7754,0.55655,1
Metronidazole,0.4819,0.4059,0.3277,-0.4862,0.4051666666666667,0
ML162,0.4815,0.4511,0.5612,-0.5993,0.49793333333333334,0
Sunitinib,0.4814,0.6753,0.587,-0.4856,0.5812333333333333,0
Seliciclib,0.4809,0.5772,0.5848,-0.5407,0.5476333333333333,0
Sorafenib,0.4795,0.5491,0.4689,-0.485,0.49916666666666665,0
AC1Q6JJ5,0.4793,0.5769,0.4549,-0.6337,0.5037,0
Avicin-D,0.4792,0.4173,0.4096,-0.6386,0.4353666666666667,0
Rosiglitazone,0.4792,0.5748,0.6181,-0.4793,0.5573666666666667,0
Pentobarbital,0.4783,0.407,NA,-0.4997,0.44265,1
BSPBIO_001592,0.4774,0.462,NA,-0.504,0.4697,1
CHEMBL2131973,0.4773,0.4247,NA,-0.508,0.451,1
SAN1_004207,0.477,0.3591,NA,-0.5566,0.41805,1
BRD-K84245233,0.4761,0.3372,NA,-0.6143,0.40665,1
O-Demethylated Adapalene,0.4761,0.4075,0.4517,-0.4811,0.4451,0
COL-3,0.476,0.4349,0.4295,-0.6287,0.4468,0
MLS002264433,0.4757,0.4606,0.4587,-0.5944,0.465,0
SMR001318078,0.4755,0.358,NA,-0.6328,0.41674999999999995,1
CHEMBL2333346,0.4752,0.4853,0.4101,-0.5157,0.4568666666666667,0
Momelotinib,0.4752,0.717,0.5892,-0.4791,0.5938,0
Devazepide,0.4751,0.3378,0.4109,-0.5348,0.4079333333333333,0
Azacitidine,0.475,0.6884,0.4289,-0.4749,0.5307666666666666,0
Elesclomol,0.4742,0.5666,0.4977,-0.478,0.5128333333333334,0
CHEMBL1242477,0.4739,0.6161,0.4059,-0.5071,0.4986333333333333,0
SU-11652,0.4736,0.5472,0.3346,-0.4904,0.45180000000000003,0
BX-795,0.4736,0.6082,0.4508,-0.4756,0.5108666666666667,0
Danusertib,0.4733,0.5915,0.416,-0.6092,0.4936,0
KPT-330,0.472,0.3508,0.3642,-0.5353,0.39566666666666667,0
Gallocatechin Gallate,0.4717,0.7118,0.3523,-0.5548,0.5119333333333334,0
Motesanib,0.4716,0.49,0.47,-0.5485,0.4772,0
Anagrelide,0.4713,0.3395,0.3827,-0.6263,0.3978333333333333,0
AB01274770-01,0.4713,0.4695,NA,-0.6857,0.4704,1
Maxacalcitol-D6,0.4713,0.5254,0.3487,-0.5058,0.4484666666666667,0
Floxuridine,0.4696,0.49370000000000003,0.3812,-0.4959,0.44816666666666666,0
Riluzole,0.4695,0.5743,0.4536,-0.4819,0.4991333333333333,0
STK139544,0.4694,0.3424,0.4283,-0.4821,0.41336666666666666,0
WZ3105,0.4692,0.5511,NA,-0.4772,0.51015,1
SMER28,0.4691,0.6451,0.3535,-0.6574,0.48923333333333335,0
Rigosertib,0.4687,0.5986,0.3713,-0.489,0.47953333333333337,0
VX-11E,0.4686,0.6232,0.3372,-0.7351,0.47633333333333333,0
PCI-32765,0.4682,0.601,0.459,-0.5417,0.5094,0
"Apitolisib (gdc-0980, rg7422)",0.4681,0.4266,0.4034,-0.51,0.4327,0
SCHEMBL17497626,0.4681,0.4406,0.3611,-0.6353,0.4232666666666667,0
Buparlisib,0.4676,0.7167,0.5514,-0.4787,0.5785666666666667,0
"Triazolothiadiazine, 6",0.4666,0.3586,NA,-0.5143,0.41259999999999997,1
BRD-A01645196,0.4664,0.4418,0.3374,-0.5162,0.4152,0
QL47,0.4656,0.5018,0.4622,-0.477,0.47653333333333336,0
Closantel,0.4654,0.4284,NA,-0.5442,0.44689999999999996,1
SCHEMBL15422032,0.4651,0.5577,NA,-0.5382,0.5114,1
WZ-3105,0.4648,0.3904,NA,-0.6253,0.4276,1
Lonidamine,0.4645,0.4536,0.4607,-0.6028,0.4596,0
Sulconazole,0.4644,0.6698,NA,-0.4795,0.5670999999999999,1
PF-562271,0.4642,0.6933,0.5012,-0.5128,0.5529,0
SMP2_000249,0.4633,NA,0.3649,-0.6879,0.4141,1
SCHEMBL17378613,0.4626,0.4928,0.4412,-0.4766,0.46553333333333335,0
BRD-K04695623,0.4626,0.4595,NA,-0.555,0.46105,1
AC1OCDAW,0.4625,0.4399,0.4344,-0.5089,0.4456,0
LY 2183240,0.4624,0.5841,0.4156,-0.4744,0.48736666666666667,0
AZD-5438,0.4621,0.5933,0.4998,-0.4987,0.5184,0
Albendazole,0.4618,0.4843,NA,-0.4931,0.47304999999999997,1
CHEMBL3188661,0.4617,0.5116,0.5467,-0.4934,0.5066666666666667,0
CID755673,0.4616,NA,0.3618,-0.7306,0.4117,1
Ponatinib,0.4608,0.5812,0.4451,-0.4788,0.49570000000000003,0
"PD-168,077",0.4607,NA,0.4049,-0.7617,0.43279999999999996,1
C24H25CLFN5O3,0.4606,0.5715,0.3835,-0.5325,0.47186666666666666,0
Inolitazone (dihydrochloride),0.4605,0.7255,0.4108,-0.609,0.5322666666666667,0
Palbociclib,0.4603,0.6062,0.463,-0.5193,0.5098333333333334,0
TL_HRAS26,0.4597,0.7141,0.42,-0.4904,0.5312666666666667,0
Pyrrolidine Dithiocarbamate,0.4597,NA,0.3632,-0.5837,0.41145,1
LY2090314,0.4595,0.4733,0.3969,-0.4938,0.4432333333333333,0
MLS-0258268.0001,0.4595,0.3732,NA,-0.7627,0.41635,1
Desoxymetasone,0.4594,0.4739,0.3929,-0.7506,0.44206666666666666,0
dactinomycin,0.4592,0.4438,0.4513,-0.6939,0.4514333333333333,0
MLS002264463,0.4585,0.4024,NA,-0.4948,0.43045,1
PDK1 Inhibitor,0.4585,0.596,0.5073,-0.5346,0.5206,0
MLS000057540,0.4583,NA,0.3715,-0.6677,0.4149,1
BRD-K16826857,0.4582,0.5327,0.403,-0.8341,0.46463333333333334,0
CHIR-99021,0.4581,0.5526,0.4633,-0.4775,0.49133333333333334,0
BRD-K54343811,0.4573,0.5138,0.3234,-0.6439,0.4315,0
ChEBI91594,0.4571,0.4234,NA,-0.5813,0.44025000000000003,1
CHEMBL1555451,0.4567,0.4969,0.4338,-0.7792,0.4624666666666667,0
Dovitinib,0.4567,0.5311,0.4338,-0.4893,0.47386666666666666,0
Sitagliptin,0.4567,0.3355,NA,-0.6129,0.3961,1
SB590885,0.4564,0.5202,0.6524,-0.4793,0.5429999999999999,0
MLS000583951,0.4561,0.4201,NA,-0.5559,0.4381,1
MK 0893,0.456,NA,0.3432,-0.4774,0.3996,1
Rimexolone,0.4557,0.578,0.4224,-0.6856,0.48536666666666667,0
Pelitinib,0.4557,0.6668,0.4513,-0.4804,0.5246,0
Pifithrin MU,0.4556,0.5103,0.5436,-0.4799,0.5031666666666667,0
Gemcitabine,0.4552,0.6491,0.5174,-0.488,0.5405666666666666,0
Calpain Inhibitor I,0.4552,0.4121,0.3418,-0.477,0.40303333333333335,0
AC1O9EM7,0.4551,0.5715,0.4199,-0.5157,0.4821666666666667,0
CICLESONIDE,0.4549,0.376,NA,-0.4793,0.41545,1
HSCI1_000314,0.4549,0.6202,0.3896,-0.646,0.48823333333333335,0
Minoxidil,0.4547,0.5348,0.3947,-0.6042,0.46140000000000003,0
BAY 61-3606,0.4547,0.6925,0.4461,-0.4766,0.5311,0
SPOX1_000823,0.4536,0.4261,0.4713,-0.6056,0.4503333333333333,0
Tunicamycin From Streptomyces Sp.,0.4533,0.3544,0.4212,-0.4927,0.40963333333333335,0
AM-580,0.4532,0.5078,0.5027,-0.6785,0.4879,0
ST-4062971,0.453,0.4525,0.3906,-0.7392,0.4320333333333333,0
MAYBRIDGE4_003028,0.4528,0.3943,0.3296,-0.6067,0.3922333333333333,0
AZ628,0.4528,0.5912,0.4174,-0.4768,0.4871333333333333,0
RO 90-7501,0.4527,0.3882,NA,-0.5251,0.42045,1
Chaetocin,0.4526,0.5488,0.5917,-0.617,0.5310333333333334,0
Cytarabine,0.4521,0.5545,0.4271,-0.4951,0.4779,0
GP 2A,0.452,0.3284,0.4501,-0.635,0.4101666666666667,0
MLS006011051,0.452,0.5465,0.4519,-0.4972,0.48346666666666666,0
Tosedostat,0.4519,0.5118,0.409,-0.508,0.4575666666666667,0
AS601245,0.4519,0.6459,0.4353,-0.4873,0.5110333333333333,0
AC1O9CBL,0.4517,0.6106,NA,-0.5918,0.53115,1
CP-724714,0.4517,0.5857,0.4425,-0.5199,0.4933,0
JLK-6,0.4515,0.5786,NA,-0.6551,0.51505,1
BAY-117821,0.4512,0.3607,0.3481,-0.483,0.38666666666666666,0
"1,4-Chrysenequinone",0.4508,0.4548,NA,-0.6445,0.4528,1
CAY10585,0.4507,0.4424,0.4323,-0.7676,0.4418,0
Glimepiride,0.4506,0.5568,0.5258,-0.6178,0.5110666666666667,0
Bevirimat,0.4503,0.5532,0.3468,-0.6225,0.4501,0
"376348-65-1, Uk-427857, uk427857",0.4496,0.5784,0.4222,-0.4906,0.4834,0
CP466722,0.4495,0.5333,0.5073,-0.4801,0.4967,0
BRD-A72596465,0.4493,0.4625,NA,-0.7632,0.45589999999999997,1
"Triazolothiadiazine, 9",0.4492,NA,0.3353,-0.5193,0.39225,1
testosterone,0.4486,0.6628,0.356,-0.4831,0.4891333333333333,0
Methoxsalen,0.4484,0.4155,NA,-0.7625,0.43195,1
SMR000206939,0.4482,0.4916,NA,-0.6894,0.4699,1
CHEMBL2144686,0.4481,0.7066,NA,-0.7063,0.57735,1
MLS002473640,0.448,0.4242,NA,-0.5378,0.43610000000000004,1
OTSSP167,0.4477,0.4419,0.3268,-0.605,0.40546666666666664,0
MLS001065845,0.4472,0.3351,NA,-0.6961,0.39115,1
BRD-K00544996,0.4468,0.6223,0.4326,-0.578,0.5005666666666666,0
RO-281675,0.4467,0.3405,0.5038,-0.4776,0.43033333333333335,0
Betamethasone Acetate,0.4467,0.3759,0.3775,-0.6354,0.40003333333333335,0
WYE 125132,0.4463,0.5827,0.3898,-0.4834,0.4729333333333333,0
Phorbol Myristate Acetate,0.4462,0.5217,0.4138,-0.5062,0.4605666666666667,0
PIK-93,0.4461,0.4856,0.4272,-0.5043,0.4529666666666667,0
ACON1_002471,0.446,0.3274,0.3601,-0.7543,0.37783333333333335,0
Oxetane,0.4458,0.3763,0.3244,-0.5241,0.38216666666666665,0
Infigratinib,0.4456,0.53,0.4094,-0.4738,0.46166666666666667,0
Thioguanine,0.4456,0.4346,0.406,-0.5185,0.42873333333333336,0
BRD-K89986699,0.4456,0.4215,NA,-0.8011,0.43355,1
852475-26-4,0.4454,0.6893,0.4431,-0.606,0.5259333333333334,0
Staurosporine,0.4451,0.3611,NA,-0.4983,0.4031,1
UNII-BXU45ZH6LI,0.4451,0.3947,0.4041,-0.5121,0.41463333333333335,0
CHEMBL2137269,0.4447,0.3405,NA,-0.4806,0.3926,1
AC1NWALC,0.4445,0.3907,NA,-0.6384,0.41759999999999997,1
Zileuton,0.444,0.48,NA,-0.4966,0.46199999999999997,1
Carfilzomib (PR-171),0.444,0.4709,0.3714,-0.4923,0.4287666666666667,0
Colchicine,0.4436,0.6255,NA,-0.4801,0.53455,1
MLS000583963,0.4432,0.3462,NA,-0.5876,0.3947,1
CGS-15943,0.443,0.3943,0.3434,-0.4766,0.3935666666666667,0
Glyburide,0.4429,0.5901,0.3643,-0.6317,0.46576666666666666,0
Osimertinib,0.4427,0.3822,0.3448,-0.5059,0.38989999999999997,0
Tyrphostin A9,0.4422,0.4034,0.3646,-0.4814,0.4034,0
CCG-214295,0.4421,0.4425,NA,-0.645,0.4423,1
Teniposide,0.442,0.5883,0.5092,-0.4792,0.5131666666666667,0
SMR000046567,0.4417,NA,0.3651,-0.5033,0.4034,1
Selegiline,0.4409,NA,0.4194,-0.7785,0.43015000000000003,1
Digoxin,0.4409,NA,0.3905,-0.6334,0.4157,1
AC1M52QF,0.4408,0.4492,0.4551,-0.5155,0.4483666666666667,0
BRD-K61175124,0.4407,0.3774,NA,-0.7594,0.40905,1
N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide,0.4406,0.5552,0.5459,-0.6078,0.5139,0
T5715534,0.4402,NA,0.4141,-0.5298,0.42715000000000003,1
Raloxifene,0.4402,0.6791,0.5194,-0.485,0.5462333333333333,0
Dinaciclib,0.44,0.5093,0.3551,-0.612,0.4348,0
SAN1_003817,0.44,0.4345,NA,-0.7858,0.43725,1
Urapidil,0.4396,0.4472,0.3493,-0.613,0.4120333333333333,0
Desoximetasone,0.4393,0.5153,NA,-0.6776,0.4773,1
KX2-391,0.4393,0.7194,NA,-0.4851,0.57935,1
ZINC01045466,0.4391,0.3481,NA,-0.8851,0.3936,1
Lanacordin,0.439,0.3801,NA,-0.6322,0.40954999999999997,1
Bazedoxifene HCl,0.4389,0.5786,0.5329,-0.6024,0.5168,0
GW7647,0.4387,0.4669,0.4325,-0.5435,0.44603333333333334,0
SR-2640,0.4385,0.4246,NA,-0.6204,0.43155,1
L-Sulforaphane,0.4383,0.6276,0.5402,-0.4897,0.5353666666666667,0
Meisoindigo,0.4377,0.7027,NA,-0.6306,0.5702,1
Cilnidipine,0.4374,0.3478,NA,-0.486,0.3926,1
Tyrphostin AG-1478,0.4372,0.5773,0.3957,-0.4974,0.4700666666666667,0
NSC643180,0.437,0.3575,NA,-0.5322,0.39725,1
Ingenol Mebutate,0.4366,0.7036,0.4649,-0.4978,0.5350333333333334,0
NSC25485,0.4364,NA,0.4125,-0.6485,0.42445,1
CC-401,0.4364,0.5864,0.5095,-0.5324,0.5107666666666667,0
Cobimetinib,0.4358,0.4181,0.4275,-0.6168,0.42713333333333336,0
MGCD-265,0.4358,0.4295,0.6625,-0.5408,0.5092666666666666,0
NCGC00170205-01,0.435,0.3791,NA,-0.6582,0.40705,1
SAN1_011387,0.4349,0.4434,NA,-0.4771,0.43915000000000004,1
Bendroflumethiazide,0.4349,0.4943,0.4169,-0.521,0.4487,0
CAY10618,0.4349,0.4123,0.3466,-0.5439,0.39793333333333336,0
VU0404997-2,0.4347,NA,0.3347,-0.5275,0.3847,1
AT-9283,0.4345,0.6479,0.398,-0.6043,0.49346666666666666,0
NSC653260,0.4345,0.4775,NA,-0.4877,0.45599999999999996,1
GSK-3 Inhibitor IX,0.4344,0.5944,0.4662,-0.487,0.49833333333333335,0
Valrubicin,0.4344,0.4735,0.56,-0.4898,0.4893,0
CI-1040,0.4343,0.6251,0.5374,-0.4844,0.5322666666666667,0
Loratadine,0.4341,0.4238,0.3822,-0.4959,0.41336666666666666,0
AZ20,0.434,0.4475,0.3939,-0.5001,0.4251333333333333,0
Ivacaftor (VX-770),0.434,0.4784,0.3912,-0.596,0.4345333333333333,0
STK219801,0.4338,0.5881,0.447,-0.4765,0.4896333333333333,0
Aurora A Inhibitor I,0.4337,0.4608,0.5376,-0.4791,0.47736666666666666,0
BRD-K10916986-001-01-6,0.4334,0.3973,NA,-0.5969,0.41535,1
AP26113,0.4334,0.3864,0.3298,-0.4867,0.3832,0
SCHEMBL15422533,0.4331,0.4814,NA,-0.5207,0.45725,1
BRD-K31830150,0.4331,0.3963,NA,-0.6489,0.41469999999999996,1
Rifapentine,0.4329,0.3237,NA,-0.6281,0.37829999999999997,1
Dipropyldopamine,0.4329,NA,0.3495,-0.7059,0.3912,1
BRD-K70647219,0.4328,0.3882,NA,-0.6687,0.4105,1
RG2833 (RGFP109),0.4324,0.3988,NA,-0.5293,0.41559999999999997,1
brefeldin-a,0.4322,0.4951,0.3675,-0.6669,0.4316,0
BRD-K49669601,0.432,0.4171,NA,-0.6983,0.42455,1
SAN1_000751,0.4319,0.4593,NA,-0.522,0.4456,1
ZK 164015,0.4315,0.4566,0.4153,-0.561,0.43446666666666667,0
MLS002264451,0.4314,0.3295,NA,-0.6071,0.38045,1
Blebbistatin,0.4313,0.3993,0.5059,-0.7098,0.4455,0
Niclosamide,0.43120000000000003,0.439,0.4821,-0.4755,0.45076666666666665,0
Antimycin A,0.4306,0.4319,NA,-0.5397,0.43125,1
"Triazolothiadiazine, 29",0.4302,0.3466,NA,-0.5929,0.3884,1
Pyrazolanthrone,0.4302,0.5552,0.4621,-0.493,0.48250000000000004,0
Pirarubicin,0.43,0.4754,NA,-0.6941,0.4527,1
"PI 3-K/mTOR Inhibitor III, PKI-179",0.4299,0.4599,0.3381,-0.505,0.4093,0
BRD-A82197375,0.4297,0.3618,NA,-0.5412,0.39575000000000005,1
SKF96365,0.4296,0.4307,0.3728,-0.6025,0.41103333333333336,0
HSCI1_000191,0.4295,0.4211,NA,-0.7152,0.4253,1
AGK 2,0.4294,0.5762,0.3435,-0.5143,0.44970000000000004,0
Papaverine,0.4293,0.3457,0.3329,-0.4753,0.3693,0
Benzamil,0.4292,0.5388,0.4543,-0.5573,0.47409999999999997,0
XE991,0.4291,0.4902,NA,-0.6419,0.45965,1
MLN-8054,0.429,0.5025,0.5554,-0.4907,0.4956333333333333,0
Selamectin,0.4289,0.4807,NA,-0.4919,0.4548,1
MLS001207806,0.4288,0.3749,0.3872,-0.6316,0.3969666666666667,0
CHEMBL1434137,0.4287,0.5453,0.5573,-0.4777,0.5104333333333333,0
JNJ-7706621,0.4287,0.415,NA,-0.614,0.42185,1
Menadione,0.4286,0.5258,0.5214,-0.4865,0.49193333333333333,0
EMF-sumo1-1,0.4285,0.4442,0.5568,-0.6192,0.4765,0
IN1541,0.4283,0.4297,0.4681,-0.6231,0.44203333333333333,0
EX-8678,0.4278,0.6242,0.436,-0.4788,0.496,0
MLS001065872,0.4276,0.3889,NA,-0.5364,0.40825,1
Methyl beta-carboline-3 carboxylate,0.4276,NA,0.4062,-0.6874,0.4169,1
1166227-08-2,0.4275,0.4973,0.3832,-0.6017,0.436,0
COT-10B,0.4274,0.512,0.4315,-0.5621,0.4569666666666667,0
MD-II-038,0.4272,0.4682,0.4776,-0.551,0.45766666666666667,0
ZINC6718453,0.4267,0.5452,0.4529,-0.6038,0.4749333333333334,0
S1RA (hydrochloride),0.4261,0.3213,NA,-0.4833,0.3737,1
RS-17053,0.4254,0.4927,0.4762,-0.6531,0.46476666666666666,0
CHEMBL3188944,0.4253,0.7214,NA,-0.507,0.57335,1
Venlafaxine,0.4252,0.4517,0.4081,-0.7112,0.42833333333333334,0
MD-041,0.4248,0.4092,NA,-0.518,0.41700000000000004,1
AZD-1152-HQPA,0.4245,0.6821,0.4649,-0.6223,0.5238333333333334,0
BIBR-1532,0.4243,0.6011,0.5187,-0.5648,0.5147,0
AC1MJ3VH,0.4242,0.4741,0.4261,-0.6308,0.4414666666666667,0
Azithromycin,0.4238,0.5998,NA,-0.6301,0.5118,1
AC1NWALX,0.4235,NA,0.4145,-0.5767,0.419,1
SPECTRUM2_001084,0.4235,0.398,0.355,-0.608,0.39216666666666666,0
CHEMBL567340,0.4235,0.7057,0.508,-0.4819,0.5457333333333333,0
TGX 221,0.4234,0.5935,0.3881,-0.4871,0.4683333333333333,0
Narciclasine,0.4231,0.413,0.425,-0.5011,0.42036666666666667,0
MLS-0435555.0001,0.4231,0.4527,NA,-0.5934,0.43789999999999996,1
Defactinib,0.423,0.4496,0.4702,-0.499,0.4476,0
Proscillaridin A,0.4229,NA,0.3696,-0.4819,0.39625,1
BRD-K96270963,0.4227,0.3545,NA,-0.7317,0.3886,1
PK04_098276,0.4222,0.3319,NA,-0.5104,0.37705,1
Mepivacaine,0.4222,0.3345,NA,-0.4869,0.37835,1
AC1NPD0F,0.4221,0.5108,NA,-0.6312,0.46645000000000003,1
SCHEMBL10028376,0.4221,NA,0.328,-0.4809,0.37505,1
H-9,0.422,0.3254,0.3624,-0.4911,0.36993333333333334,0
WZ 4002,0.4219,0.6752,0.5169,-0.4925,0.538,0
Indirubin-3'monoxime,0.4216,0.4625,0.3652,-0.477,0.4164333333333333,0
BDBM50127227,0.4214,0.416,0.492,-0.4947,0.4431333333333333,0
MY 5445,0.4214,0.3239,NA,-0.654,0.37265000000000004,1
Benzthiazide,0.4213,0.4475,0.4376,-0.7398,0.43546666666666667,0
Nocodazole,0.4211,0.5321,NA,-0.5046,0.4766,1
GW620972X,0.4211,0.5284,0.3921,-0.483,0.4472,0
AG-957,0.421,0.3775,NA,-0.5865,0.39925,1
CHEMBL3188581,0.421,NA,0.4985,-0.5327,0.45975,1
CHEMBL2355513,0.4206,0.6437,0.3401,-0.5856,0.46813333333333335,0
"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.4205,0.3367,0.5525,-0.4795,0.43656666666666666,0
Alpelisib,0.4205,0.634,0.5149,-0.6206,0.5231333333333333,0
Decitabine,0.4205,0.6961,0.472,-0.4847,0.5295333333333333,0
MLS002699818,0.4205,0.5412,0.3249,-0.5194,0.4288666666666667,0
Curcumin,0.4202,0.507,0.47,-0.4797,0.46573333333333333,0
pyrvinium-pamoate,0.42,0.4401,0.4352,-0.479,0.43176666666666663,0
16Beta-bromoandrosterone,0.42,0.453,0.4252,-0.521,0.43273333333333336,0
Zafirlukast,0.4198,0.5261,0.404,-0.5096,0.4499666666666667,0
Benazepril,0.4198,0.4519,0.4254,-0.7175,0.4323666666666667,0
Chlorambucil,0.4197,0.6621,0.4366,-0.4994,0.5061333333333333,0
Tyrphostin AG 879,0.4196,0.3837,0.4416,-0.4966,0.41496666666666665,0
VU-0402605,0.4192,NA,0.4543,-0.5958,0.43674999999999997,1
CHEMBL2360495,0.4192,0.5357,0.3589,-0.5664,0.43793333333333334,0
HG6-64-1,0.4192,0.6097,NA,-0.6045,0.5144500000000001,1
BRD-K98710661,0.4191,0.4944,0.3371,-0.7986,0.41686666666666666,0
SB-202190,0.4189,0.4378,0.4969,-0.5663,0.4512,0
N-[(4-Fluoro-3-methylphenyl)sulfonyl]glycine,0.4189,0.4664,NA,-0.4835,0.44265,1
Ranitidine,0.4188,0.4723,0.4215,-0.505,0.43753333333333333,0
AC1O9BJ3,0.4188,0.6028,NA,-0.4827,0.5108,1
BIIB 021,0.4187,0.5723,NA,-0.4941,0.49550000000000005,1
4-Hydroxy-retinoic acid,0.4179,0.3321,0.4687,-0.6513,0.40623333333333334,0
CGK733,0.4178,0.51,0.4157,-0.5113,0.44783333333333336,0
Elliptecine,0.4177,0.374,0.4026,-0.6868,0.3981,0
TL Aurora 09,0.4175,0.3541,0.3689,-0.7658,0.38016666666666665,0
Pifithrin,0.4175,0.4351,0.3873,-0.5331,0.4133,0
HMN-214,0.4173,0.5759,0.4235,-0.4775,0.47223333333333334,0
BRD-K86149906,0.4172,0.5556,0.3367,-0.6071,0.4365,0
Allitinib,0.4171,0.5925,0.3581,-0.5262,0.4559,0
BRD-K01608965,0.4171,NA,0.3499,-0.7169,0.3835,1
SPECTRUM_000897,0.4171,0.6252,NA,-0.4923,0.52115,1
bupivacaine,0.4171,0.3384,0.4282,-0.6297,0.3945666666666667,0
Enoxacin,0.417,0.5451,0.3379,-0.683,0.43333333333333335,0
MLS000040279,0.4168,0.3444,NA,-0.5611,0.3806,1
metitepine,0.4166,0.5006,NA,-0.4888,0.4586,1
PF750,0.4163,0.4752,0.4863,-0.516,0.45926666666666666,0
Penfluridol,0.4161,0.5968,0.4543,-0.4754,0.48906666666666665,0
CID-2858522,0.4158,0.6286,0.5395,-0.6251,0.5279666666666667,0
PF-3084014,0.4157,0.4974,0.337,-0.4926,0.4167,0
Batimastat,0.4157,0.5751,NA,-0.4789,0.49539999999999995,1
BRL50481,0.4156,NA,0.3222,-0.6667,0.3689,1
SCHEMBL17497408,0.4156,0.4899,NA,-0.6142,0.45275,1
NSC23766,0.415,0.5516,0.4082,-0.5505,0.45826666666666666,0
GR-89696,0.4149,NA,0.4538,-0.6375,0.43435,1
BRD-A43331270-001-01-6,0.4149,0.6241,0.3278,-0.4946,0.4556,0
BRD-K42737417,0.4148,0.4564,NA,-0.6602,0.4356,1
Dequalinium,0.4148,NA,0.4153,-0.4841,0.41505000000000003,1
SPECTRUM_000403,0.4147,0.634,0.4413,-0.5619,0.4966666666666667,0
Dacomitinib,0.4145,0.4941,0.4688,-0.6898,0.45913333333333334,0
CHEMBL2143402,0.4143,0.3736,NA,-0.5594,0.39395,1
ABT737,0.4143,0.6422,0.4284,-0.4752,0.49496666666666667,0
BRN 1087718,0.4139,0.4925,NA,-0.5207,0.4532,1
CHEMBL3183442,0.4137,0.344,NA,-0.6735,0.37885,1
Brazilin,0.4136,0.3676,NA,-0.504,0.3906,1
ZG-10,0.4133,NA,0.3486,-0.6351,0.38095,1
CID 24069689,0.4129,0.4607,0.4161,-0.7763,0.4299,0
Y-39983,0.4127,0.7567,0.4409,-0.4785,0.5367666666666667,0
Navitoclax,0.4127,0.6059,0.3773,-0.5319,0.4653,0
BRD-K10010115,0.4127,0.5831,NA,-0.5076,0.4979,1
CHEMBL3185651,0.4126,0.3424,NA,-0.6847,0.3775,1
AC1NWALF,0.4126,NA,0.4486,-0.477,0.4306,1
PIK 75,0.4126,0.4965,0.4251,-0.6026,0.4447333333333333,0
SNS-314,0.4119,0.4449,NA,-0.6427,0.4284,1
1-(5-Isoquinolinesulfonyl)piperazine,0.4117,0.3664,NA,-0.6283,0.38905,1
SCHEMBL17052537,0.4115,0.5671,0.4267,-0.4933,0.46843333333333337,0
Dabrafenib,0.4114,0.541,0.508,-0.495,0.4868,0
Zardaverine,0.4113,0.5389,0.3398,-0.6993,0.43,0
C30H33N3O5S,0.4113,0.4242,0.4522,-0.483,0.42923333333333336,0
Pipamperone,0.4112,0.4516,NA,-0.4915,0.4314,1
Olmesartan Medoxomil,0.4108,0.5249,NA,-0.5075,0.46785,1
(R)-(-)-Jq1 enantiomer,0.4106,0.6024,0.5115,-0.6184,0.5081666666666667,0
"(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one",0.4105,0.3464,0.3495,-0.6115,0.36879999999999996,0
L-690488,0.4099,0.5201,0.3476,-0.5016,0.42586666666666667,0
MLS002276500,0.4092,NA,0.4422,-0.6472,0.42569999999999997,1
BRD-K01621458,0.4086,0.5168,0.3966,-0.5445,0.4406666666666667,0
BMS-387032,0.4085,0.5029,0.4642,-0.5224,0.45853333333333335,0
AZD 1480,0.4084,0.4428,0.4824,-0.5048,0.44453333333333334,0
SCHEMBL15422156,0.4082,0.3413,0.4355,-0.4784,0.395,0
BRD-A28746609,0.4081,0.6166,NA,-0.4829,0.5123500000000001,1
TG 100801,0.408,0.6997,NA,-0.6032,0.55385,1
MLS002264457,0.4078,0.4363,NA,-0.5282,0.42205000000000004,1
Rebastinib,0.4074,0.6574,NA,-0.4861,0.5324,1
3-Chloro-l-alanine,0.4073,0.467,0.7021,-0.6183,0.5254666666666666,0
BRD-K45842176,0.4071,0.5603,NA,-0.6009,0.4837,1
Mebendazole,0.407,0.4125,0.3449,-0.487,0.38813333333333333,0
Maprotiline,0.407,0.4262,0.3262,-0.479,0.3864666666666667,0
Oxindole I,0.4065,0.3538,NA,-0.6329,0.38015,1
TAK-700 (Orteronel),0.4063,0.552,NA,-0.6841,0.47915,1
Bisoprolol,0.4061,0.4743,0.3796,-0.7639,0.42,0
MLS003370625,0.406,0.5062,NA,-0.6608,0.4561,1
Amiloride,0.4056,0.6704,0.5417,-0.6493,0.5392333333333333,0
Ciglitazone,0.4056,0.4509,0.3743,-0.6038,0.41026666666666667,0
BML-259,0.4053,0.3566,0.3704,-0.6093,0.37743333333333334,0
MLS000095263,0.4046,NA,0.3231,-0.484,0.36385,1
BRD-K03651937,0.4046,0.3283,NA,-0.5015,0.36645,1
