compound,azt,nib,quine,vir,similarity,meansim,nas
Nelfinavir,0.3794,NA,0.4512,0.4128,-0.6143,0.41446666666666665,1
GSK-923295,0.3794,0.5687,0.6388,0.817,-0.503,0.600975,0
SPB02303,0.3792,0.3478,0.4818,0.5076,-0.5035,0.42910000000000004,0
Metaxalone,0.3791,NA,0.6435,NA,-0.8389,0.5113,2
Morin,0.379,NA,0.6,0.5067,-0.5112,0.49523333333333336,1
Rutin,0.3786,NA,0.7506,0.4655,-0.8308,0.5315666666666667,1
Tacrolimus,0.3784,0.4073,0.6397,NA,-0.8741,0.47513333333333335,1
BRD-K88306141,0.3783,NA,0.706,NA,-0.51,0.54215,2
BG-51,0.3781,0.4168,0.6773,0.4959,-0.5013,0.492025,0
Aliskiren,0.3781,0.3483,0.5662,0.7509,-0.4893,0.510875,0
Indirubin-3'monoxime,0.378,0.3999,0.5648,0.5331,-0.477,0.46895,0
BRD-K86755654,0.3779,NA,0.3817,NA,-0.7556,0.3798,2
JTE 013,0.3778,0.3352,NA,NA,-0.6224,0.35650000000000004,2
Tolmetin,0.3777,NA,0.5833,0.3745,-0.6668,0.44516666666666665,1
Skatole,0.3777,NA,0.6929,0.5781,-0.8899,0.5495666666666666,1
BRD-K45371861,0.3775,0.3291,NA,0.4146,-0.6207,0.37373333333333336,1
Pazufloxacin,0.3774,NA,0.4936,0.7386,-0.6062,0.5365333333333333,1
BRD-K04733502,0.3773,NA,0.4118,0.3655,-0.5365,0.3848666666666667,1
Cisatracurium Besylate,0.377,0.3427,0.4394,0.4247,-0.6261,0.39595,0
BRD-K40225343,0.3767,NA,0.6856,NA,-0.6427,0.53115,2
Rottlerin,0.3762,0.5615,0.6287,0.7393,-0.4874,0.576425,0
Betaescin,0.3761,0.3754,NA,0.4643,-0.6395,0.40526666666666666,1
Anamorelin,0.376,0.615,0.4555,0.3647,-0.5659,0.4528,0
MLS002264433,0.3759,0.4047,0.5679,0.5524,-0.5944,0.475225,0
CHEMBL2130971,0.3757,0.3446,0.3877,0.4581,-0.4853,0.391525,0
BRD-K31367750,0.3756,NA,0.6018,NA,-0.5342,0.4887,2
SCHEMBL16980366,0.3756,0.3329,0.6426,0.4973,-0.5324,0.46209999999999996,0
PF-04457845,0.3756,NA,0.5885,0.4549,-0.5052,0.47300000000000003,1
MLS-0390943.0001,0.3754,NA,0.7157,0.3658,-0.7148,0.48563333333333336,1
Enoxacin,0.3748,0.3222,0.5781,0.4789,-0.683,0.4385,0
BRD-K75514176,0.3747,0.3447,0.5621,0.3702,-0.7055,0.412925,0
Naphazoline,0.3743,NA,0.4684,0.4461,-0.5208,0.4296,1
MAYBRIDGE4_003028,0.3743,0.6015,0.6477,0.3436,-0.6067,0.491775,0
BRD-K60002786,0.3742,NA,0.4887,0.3421,-0.8086,0.40166666666666667,1
"MEK162 (ARRY-162, ARRY-438162)",0.3741,0.4239,0.7017,0.4758,-0.6191,0.493875,0
Fumonisin-B1,0.374,NA,0.6706,0.5851,-0.7107,0.5432333333333333,1
BRD-K74842589,0.374,0.667,NA,0.4686,-0.5686,0.5032,1
Terbinafine,0.3739,NA,0.6787,0.5207,-0.603,0.5244333333333333,1
BRD-K65971331,0.3739,NA,0.6698,0.3397,-0.5244,0.46113333333333334,1
Xanthohumol,0.3739,0.3972,NA,0.5594,-0.5028,0.4435,1
BRD-K83155387,0.3739,NA,NA,0.4401,-0.6201,0.40700000000000003,2
Farnesyl Thiotriazole,0.3738,NA,0.7433,NA,-0.6458,0.55855,2
UK 356618,0.3737,0.3952,0.6087,0.6765,-0.4997,0.513525,0
PK04PUR_000067,0.3736,0.3311,0.564,0.3847,-0.6671,0.41335,0
CHEMBL1514777,0.3736,NA,0.6098,0.5378,-0.523,0.5070666666666667,1
Prostoglandin A1,0.3735,NA,0.6093,0.6869,-0.6038,0.5565666666666667,1
Zuclomiphene,0.3733,0.5009,0.754,0.5569,-0.5208,0.546275,0
BRD-K45842176,0.3732,0.4268,0.7594,0.3517,-0.6009,0.477775,0
ST019386,0.3731,NA,NA,0.3725,-0.6435,0.3728,2
KUC104486,0.3731,NA,0.588,0.4725,-0.58,0.47786666666666666,1
ITK Inhibitor,0.373,0.4555,0.4702,0.4124,-0.6373,0.427775,0
SA-89068,0.3729,NA,0.6321,0.3578,-0.5738,0.45426666666666665,1
BRD-K61001510,0.3728,NA,0.6934,0.5847,-0.6158,0.5503,1
ZINC04384996,0.3728,NA,0.7237,NA,-0.6934,0.54825,2
CHEMBL2360967,0.3728,0.5192,0.5158,0.5808,-0.552,0.49715,0
BRD-K70974948,0.3727,NA,0.5302,0.3975,-0.8577,0.43346666666666667,1
CHEMBL41721,0.3726,NA,NA,0.5857,-0.6871,0.47914999999999996,2
Levocetirizine,0.3726,0.3329,0.652,0.5748,-0.5178,0.483075,0
Gliquidone,0.3725,0.3965,0.5908,0.4107,-0.6143,0.442625,0
T091317,0.3725,NA,0.7021,0.3663,-0.4974,0.4803,1
Scriptaid,0.3724,0.4549,NA,0.4603,-0.5067,0.4292,1
tetrahydropalmatine,0.3721,NA,0.5454,0.4544,-0.6455,0.4573,1
CHEMBL490083,0.3718,NA,0.6109,0.4151,-0.7046,0.46593333333333337,1
3-Aminobenzamide,0.3717,NA,0.612,0.5815,-0.7897,0.5217333333333334,1
BRD-K40397365,0.3714,NA,0.5598,0.555,-0.4848,0.4954,1
Nocodazole,0.3711,0.4705,0.5775,0.7288,-0.5046,0.536975,0
(S)-Zearalenone,0.371,NA,0.4405,NA,-0.7477,0.40575,2
Arbutin,0.371,NA,0.5668,NA,-0.7464,0.4689,2
Lenvatinib (E7080),0.371,0.4068,0.6349,0.5114,-0.5215,0.481025,0
TIBOLONE,0.3709,NA,NA,0.5462,-0.6175,0.45855,2
5-Phenethylquinoline-8-ol,0.3703,0.4361,0.6253,0.4223,-0.5034,0.4635,0
MLS003179196,0.3703,0.3267,0.671,0.4631,-0.5609,0.45777500000000004,0
PF-03814735,0.3701,0.4415,0.6648,0.588,-0.5089,0.5161,0
MLS003115428,0.3701,0.3883,0.5812,NA,-0.6606,0.44653333333333334,1
SPECTRUM_000011,0.3701,0.5077,0.657,0.4557,-0.4907,0.497625,0
Pitavastatin Calcium,0.3699,0.5553,0.625,0.3551,-0.6071,0.476325,0
BRD-K89097220,0.3698,NA,0.5989,NA,-0.496,0.48435,2
ARTESUNATE,0.3696,0.4394,NA,NA,-0.4957,0.40449999999999997,2
Prosteride,0.3695,NA,0.6371,0.4415,-0.6947,0.4827,1
CHEMBL2357936,0.3695,0.4153,0.5506,0.5365,-0.5056,0.467975,0
H7,0.3695,NA,0.5662,0.4837,-0.4807,0.47313333333333335,1
T6129388,0.3693,NA,0.7171,0.39,-0.5223,0.4921333333333333,1
Pyrilamine,0.369,0.3849,0.5947,0.5906,-0.5748,0.4848,0
BRD-K55113501-001-01-2,0.369,0.3271,NA,0.5774,-0.5989,0.4245,1
Hydroxyprogesterone Caproate,0.3689,0.4317,0.6731,0.401,-0.5844,0.468675,0
BRD-K66658536,0.36870000000000003,NA,NA,0.4241,-0.5179,0.3964,2
YL-59,0.36870000000000003,NA,0.6075,0.7231,-0.6037,0.5664333333333333,1
CHEMBL566722,0.3686,0.4192,0.7258,0.4605,-0.6497,0.493525,0
CHEMBL1474387,0.3685,0.4655,0.6444,0.4175,-0.5861,0.473975,0
YC1,0.3685,0.3823,0.64,0.385,-0.6836,0.44395,0
"Triazolothiadiazine, 7",0.3683,NA,0.4997,0.5596,-0.5025,0.47586666666666666,1
MLS003271309,0.3682,NA,0.532,0.5474,-0.7059,0.48253333333333337,1
CID 46937243,0.3682,NA,0.6361,NA,-0.5956,0.50215,2
MLS001065861,0.3678,0.3223,0.5923,NA,-0.5653,0.42746666666666666,1
MLS003128874,0.3678,NA,0.6422,NA,-0.7693,0.505,2
K784-3187,0.3677,0.4767,NA,0.6305,-0.5969,0.4916333333333333,1
Diphenyleneiodonium,0.3672,0.5415,NA,0.4808,-0.519,0.46316666666666667,1
RO 04-6790,0.3671,NA,0.7162,0.3679,-0.7025,0.4837333333333333,1
bupivacaine,0.367,0.3374,0.5652,0.4455,-0.6297,0.428775,0
Donitriptan hydrochloride,0.367,0.3864,0.5908,0.6961,-0.5297,0.5100750000000001,0
MEGXP0_001658,0.3669,0.3623,0.3872,0.6028,-0.5087,0.4298,0
Zolpidem,0.3668,0.3759,0.6139,0.4277,-0.5209,0.446075,0
MLS000089581,0.3664,0.4117,0.5774,0.3901,-0.5209,0.4364,0
Calmidazolium,0.3663,0.4048,0.817,0.6168,-0.4873,0.551225,0
AC1OAV9H,0.3662,0.414,0.5336,0.4656,-0.5985,0.44484999999999997,0
BRD-K68522303,0.3661,0.3849,0.605,NA,-0.6883,0.452,1
AC1O9X68,0.3657,0.3587,0.7921,0.3897,-0.4771,0.47655000000000003,0
KPT-330,0.3657,0.491,NA,NA,-0.5353,0.42835,2
2'-Deoxycytidine (hydrochloride),0.3657,0.3419,0.6536,NA,-0.6154,0.4537333333333333,1
Lonafarnib,0.3649,0.3758,0.4169,0.7662,-0.4764,0.48095,0
UNII-BXU45ZH6LI,0.3648,0.5064,0.6337,0.7173,-0.5121,0.55555,0
ZINC04889240,0.3648,0.365,0.7339,0.445,-0.7707,0.477175,0
Perhexiline,0.3647,0.5426,0.6492,0.731,-0.4961,0.571875,0
Idebenone,0.3646,0.3453,0.5912,0.6225,-0.5035,0.4809,0
O-Demethylated Adapalene,0.3644,0.5191,0.6659,0.7256,-0.4811,0.56875,0
STK064652,0.3643,NA,0.6785,0.4748,-0.6306,0.5058666666666667,1
Hinokitiol,0.3643,0.4608,0.6613,NA,-0.5104,0.49546666666666667,1
Racecadotril,0.3641,NA,0.6074,0.4718,-0.6118,0.4811,1
Quiflapon,0.364,0.5303,0.5986,0.522,-0.5846,0.503725,0
MLS-0435542.0001,0.3639,NA,0.7806,0.5335,-0.6717,0.5593333333333333,1
Bicalutamide,0.3638,NA,0.5784,0.5669,-0.489,0.5030333333333333,1
Oxfendazole,0.3637,0.5657,0.6273,0.3459,-0.5091,0.47565,0
Thiorphan,0.3637,NA,0.5714,0.3698,-0.6812,0.43496666666666667,1
MLS002725680,0.3634,NA,0.5839,0.3775,-0.8016,0.4416,1
Tamibarotene,0.3632,0.3293,0.7406,0.5511,-0.5027,0.49605,0
BRD-K24175855,0.363,NA,NA,0.3573,-0.6379,0.36014999999999997,2
Ixabepilone,0.3628,0.5311,0.3863,0.481,-0.4896,0.4403,0
PP 2,0.3627,NA,0.6169,NA,-0.5201,0.4898,2
KF 38789,0.3626,0.4066,0.5352,0.5737,-0.5111,0.46952499999999997,0
cortisone-acetate,0.3626,0.5048,0.4124,0.5041,-0.5137,0.445975,0
Rupatadine Fumarate,0.3626,NA,0.6002,0.5501,-0.5289,0.5043,1
CHEMBL59836,0.3626,NA,0.5484,NA,-0.7188,0.4555,2
BRD-K22862802,0.3626,NA,NA,0.3658,-0.5258,0.36419999999999997,2
CHEMBL2142877,0.3626,0.4513,0.3913,0.5521,-0.4994,0.43932499999999997,0
BRD-K69888333,0.3624,0.4902,0.4179,0.3684,-0.521,0.409725,0
AZD8931 (Sapitinib),0.3624,0.3469,0.6308,0.7098,-0.6245,0.512475,0
AC1MEVG9,0.3624,0.3663,0.6834,0.5045,-0.6476,0.47914999999999996,0
BRD-K13559922,0.3622,NA,0.5686,NA,-0.5854,0.46540000000000004,2
CHEMBL1165368,0.3621,NA,0.7129,NA,-0.6815,0.5375,2
CHEMBL2359886,0.3621,0.4752,0.6347,0.4081,-0.479,0.470025,0
SA-1925996,0.362,NA,0.6148,0.4338,-0.705,0.4702,1
MGCD-265,0.362,0.4103,0.6826,0.5272,-0.5408,0.495525,0
Tolnaftate,0.362,0.5479,0.6215,0.5157,-0.4925,0.5117750000000001,0
Chloroxine,0.3618,0.3591,0.678,0.5514,-0.5116,0.487575,0
NCGC00170205-01,0.3617,0.4879,0.3799,0.4301,-0.6582,0.4149,0
MLS002264449,0.3617,NA,0.3913,0.5248,-0.5331,0.42593333333333333,1
Medrysone,0.3611,0.4825,0.6633,0.4136,-0.641,0.480125,0
Thioguanine,0.3609,0.3423,0.5029,0.413,-0.5185,0.404775,0
Istaroxime (hydrochloride),0.3605,0.4128,0.5615,0.5667,-0.5869,0.475375,0
Lomitapide,0.3605,0.4398,NA,0.4287,-0.5124,0.4096666666666667,1
121083-05-4,0.3603,NA,0.4622,NA,-0.5373,0.41125,2
Irinotecan,0.36,0.5109,0.4259,0.4998,-0.4839,0.44915,0
"Triazolothiadiazine, 9",0.36,0.3267,NA,0.7111,-0.5193,0.4659333333333333,1
Tegaserod,0.3599,0.4752,0.5472,0.7037,-0.5162,0.5215,0
Tyrphostin AG 126,0.3598,NA,0.6162,0.39,-0.6702,0.4553333333333333,1
Ambrisentan,0.3598,0.3457,0.6217,0.783,-0.6197,0.52755,0
KUC104133,0.3596,NA,0.6196,NA,-0.6389,0.48960000000000004,2
Obatoclax,0.3596,0.488,0.4616,0.4388,-0.5269,0.437,0
BRD-K85102293,0.3591,NA,0.5523,0.4807,-0.6362,0.46403333333333335,1
Nitrendipine,0.3589,NA,0.7269,0.4861,-0.7042,0.5239666666666667,1
Corticosterone,0.3589,0.4427,NA,0.5587,-0.5424,0.4534333333333333,1
Practolol,0.3588,NA,0.4765,0.5357,-0.6054,0.45699999999999996,1
MLS000106835,0.3586,0.3738,NA,0.6283,-0.5368,0.4535666666666667,1
Dizocilpine,0.3586,NA,0.5814,0.4031,-0.6975,0.4477,1
SNX-2112 (PF-04928473),0.3584,0.3559,0.5388,0.4287,-0.4887,0.42045,0
BRD-K27151060,0.3584,0.3729,0.564,NA,-0.7317,0.43176666666666663,1
CHEMBL2136858,0.3584,0.3243,0.6147,0.4719,-0.4801,0.44232499999999997,0
Palmitoyl Dopamine,0.3584,0.4383,0.4747,0.3626,-0.5205,0.4085,0
Merck-Ketone,0.3584,0.3547,NA,0.4597,-0.6719,0.39093333333333335,1
BRD-K19914944,0.3584,NA,0.452,NA,-0.5068,0.4052,2
22862-76-6,0.3583,0.3795,NA,0.5804,-0.6953,0.4394,1
AC1MGPVN,0.358,0.5111,0.4716,NA,-0.6061,0.4469,1
LY2874455,0.3579,0.3777,0.6014,0.4631,-0.5404,0.450025,0
GSK-2334470,0.3579,0.4571,0.6885,0.4622,-0.4926,0.491425,0
CAY10577,0.3579,0.3596,0.6298,0.6181,-0.6609,0.49135,0
MFCD00671792,0.3578,0.3452,0.5582,0.3436,-0.4903,0.4012,0
BRD-K58360282,0.3575,NA,NA,0.469,-0.5284,0.41325,2
IWR-1-ENDO,0.3574,NA,0.5796,0.3611,-0.497,0.4327,1
MLS-0435541.0001,0.3574,0.4058,NA,0.4022,-0.6963,0.3884666666666667,1
CID 46937236,0.3573,0.3343,0.4989,0.5483,-0.4819,0.4347,0
Methyllycaconitine,0.3573,NA,0.5053,0.5702,-0.6634,0.4776,1
SA-1921599,0.3573,0.3987,0.6305,0.5305,-0.6098,0.47924999999999995,0
Targinine,0.357,NA,0.6539,0.5487,-0.5955,0.5198666666666667,1
SU14813,0.357,0.4018,0.6591,0.9168,-0.6191,0.5836749999999999,0
CHEMBL1433941,0.3569,NA,0.5845,0.411,-0.5895,0.4508,1
BRD-K72425572,0.3568,NA,0.5698,0.3969,-0.8617,0.44116666666666665,1
Mosapride,0.3567,0.3539,0.7354,0.4338,-0.5135,0.46995000000000003,0
BRD-K00544996,0.3566,NA,0.5426,0.4156,-0.578,0.43826666666666664,1
Urapidil,0.3566,NA,0.5863,0.4614,-0.613,0.4681,1
BRD-M49151292,0.3566,NA,NA,0.3456,-0.6036,0.35109999999999997,2
CGP-37157,0.3566,NA,0.6773,0.3626,-0.5341,0.46549999999999997,1
MLS000094380,0.3566,NA,0.6681,NA,-0.6339,0.51235,2
Piceatannol,0.3564,0.4228,0.5945,0.4785,-0.4766,0.46305,0
PSB 36,0.3564,NA,0.5534,0.3388,-0.4976,0.4162,1
FPL-55712,0.3563,0.3336,0.414,0.4345,-0.9676,0.3846,0
AC1O9ZTN,0.3561,NA,NA,0.5178,-0.649,0.43695000000000006,2
Androstanol,0.356,NA,0.6787,0.3826,-0.742,0.4724333333333333,1
AC1LDAF7,0.356,NA,NA,0.4644,-0.5179,0.4102,2
CHEMBL2355586,0.3559,NA,0.6786,0.3964,-0.4795,0.47696666666666665,1
Fenticonazole Nitrate,0.3559,NA,0.6367,0.4867,-0.6494,0.49310000000000004,1
Chlorpheniramine,0.3559,0.3512,0.6533,0.4761,-0.7168,0.459125,0
BRD-K92801790,0.3556,NA,0.3799,NA,-0.6156,0.36775,2
CID 57083817,0.3554,NA,0.6194,NA,-0.7191,0.48739999999999994,2
Enzalutamide,0.3553,NA,0.6676,0.5877,-0.4919,0.5368666666666666,1
KUC104493,0.3551,0.377,0.6054,0.5037,-0.5234,0.46030000000000004,0
LY2157299,0.3551,0.3988,0.4687,0.4154,-0.7874,0.4095,0
BRD-K67090983,0.355,0.351,0.6531,0.3474,-0.4806,0.426625,0
Aminogenistein,0.355,NA,0.6585,NA,-0.7069,0.50675,2
N6-Methyladenosine,0.355,0.355,0.5935,0.4578,-0.6408,0.44032499999999997,0
CHEMBL1436973,0.3547,NA,0.4792,NA,-0.6748,0.41695000000000004,2
VU0366037-2,0.3545,NA,0.699,0.3575,-0.8082,0.4703333333333333,1
BRD-A01645196,0.3545,0.4911,0.551,0.5305,-0.5162,0.481775,0
Bitopertin,0.3544,NA,0.4346,0.4443,-0.6616,0.41109999999999997,1
JW-7-24-1,0.3544,0.4802,0.5542,0.5218,-0.5132,0.47765,0
WZ-3105,0.3544,NA,0.6322,NA,-0.6253,0.49329999999999996,2
AC1M52QF,0.3544,0.325,0.6523,0.3839,-0.5155,0.4289,0
VU0365118-1,0.3539,NA,NA,0.5984,-0.5222,0.47615,2
Icillin,0.3537,NA,0.5765,0.3508,-0.8282,0.427,1
Entecavir,0.3535,NA,0.6583,0.4264,-0.6297,0.4794,1
SMER28,0.3534,0.3461,NA,0.5229,-0.6574,0.4074666666666667,1
"Triazolothiadiazine, 23",0.3534,0.4187,NA,0.7036,-0.4921,0.4919,1
MLS002264363,0.3534,0.4533,0.6239,0.5017,-0.5521,0.48307500000000003,0
BRD-K16479870,0.3531,NA,0.3979,NA,-0.6454,0.3755,2
Zolantidine,0.3531,NA,0.4909,NA,-0.6087,0.42200000000000004,2
E319,0.353,0.4636,0.4005,0.5188,-0.6294,0.433975,0
16Beta-hydroxydisitoxigenin,0.353,NA,0.5198,0.673,-0.4866,0.5152666666666667,1
"L-755,507",0.3528,NA,0.6178,0.4665,-0.6256,0.47903333333333337,1
Gly-Gly-Palo,0.3528,NA,0.5888,NA,-0.783,0.4708,2
JWH-015,0.3526,NA,0.3908,0.4866,-0.6916,0.41,1
BRD-K70489510,0.3526,0.3606,0.5496,0.4111,-0.5169,0.418475,0
T5820451,0.3525,NA,0.6772,0.3703,-0.7234,0.4666666666666667,1
SPOX1_000823,0.3522,0.4782,0.406,0.3858,-0.6056,0.40555,0
Guggulsterone,0.3521,0.4265,0.6383,0.396,-0.6618,0.453225,0
SPB02137,0.3521,NA,0.5747,0.4237,-0.4856,0.45016666666666666,1
Scopolamine,0.352,NA,0.5375,0.5869,-0.6285,0.4921333333333333,1
Lavendustin C,0.3519,0.5597,0.6036,0.3707,-0.7186,0.471475,0
Defactinib,0.3519,0.4718,0.664,0.5729,-0.499,0.51515,0
Patupilone,0.3519,0.46,NA,0.7591,-0.6787,0.5236666666666667,1
Ivabradine HCl,0.3518,NA,0.5534,0.3572,-0.721,0.4208,1
BRD-K54343811,0.3517,NA,0.708,0.5217,-0.6439,0.5271333333333333,1
GSK962040,0.3516,0.4227,0.7264,0.363,-0.6475,0.46592500000000003,0
SCHEMBL2608041,0.3516,0.3262,NA,0.4009,-0.4767,0.35956666666666665,1
MLS000564806,0.3515,0.4581,0.6821,0.6131,-0.7841,0.5262,0
JZL-184,0.3514,NA,0.6589,0.4325,-0.65,0.4809333333333333,1
SA-84869,0.3513,0.3934,0.6206,0.6693,-0.4873,0.50865,0
LY2090314,0.3513,0.4254,0.6009,0.4534,-0.4938,0.45775,0
Methiazole,0.3512,0.3455,NA,0.4449,-0.5256,0.38053333333333333,1
PD153035 (Hydrochloride),0.3512,0.3907,0.6881,NA,-0.5276,0.4766666666666667,1
"ICI 192,605",0.3511,NA,0.6618,0.5949,-0.6459,0.5359333333333334,1
114798-26-4,0.3509,NA,0.6528,0.4744,-0.5842,0.4927,1
MLS002276507,0.3509,NA,0.5453,NA,-0.7971,0.4481,2
SCHEMBL16892136,0.3509,0.4871,0.5701,0.5793,-0.4911,0.49685,0
Thioguanosine,0.3509,0.4792,0.487,0.4366,-0.4746,0.438425,0
AMG-517,0.3508,NA,0.676,0.512,-0.4916,0.5129333333333334,1
CHEMBL2141850,0.3506,NA,0.6364,0.571,-0.5224,0.5193333333333333,1
BRD-K01621458,0.3502,0.5022,0.6925,0.5444,-0.5445,0.522325,0
83002-04-4,0.3501,NA,NA,0.4944,-0.4908,0.42225,2
Mubritinib (TAK 165),0.3499,NA,0.6433,0.6414,-0.4813,0.5448666666666666,1
Pasireotide (ditrifluoroacetate),0.3498,0.3654,NA,0.4327,-0.5225,0.3826333333333333,1
CHEMBL2381524,0.3498,NA,0.75,0.5759,-0.5547,0.5585666666666667,1
Darifenacin,0.3496,0.3355,0.5438,0.5912,-0.6942,0.455025,0
CHEMBL3185054,0.3494,0.3724,0.661,NA,-0.6279,0.46093333333333336,1
Minoxidil,0.3491,0.4386,0.6461,0.61240000000000006,-0.6042,0.5115500000000001,0
Purvalanola,0.3491,0.4798,0.6306,0.535,-0.4782,0.49862500000000004,0
VER 155008,0.3489,NA,0.7602,NA,-0.6181,0.55455,2
BRD-K65541951,0.3489,0.3632,NA,0.3841,-0.5238,0.3654,1
PAC-1,0.3487,0.4441,0.7322,0.5137,-0.6498,0.509675,0
BRD-K58191509,0.3487,0.357,0.5978,0.5082,-0.6746,0.452925,0
MLS002473639,0.3487,NA,0.5456,0.4726,-0.7298,0.45563333333333333,1
MOXIDECTIN,0.3485,0.3302,0.5447,NA,-0.5937,0.4078,1
Amantadine,0.3483,NA,0.7272,0.5802,-0.5329,0.5519000000000001,1
Novobiocin,0.3482,NA,0.5161,0.3955,-0.4776,0.4199333333333333,1
AM 251,0.348,NA,0.6744,0.4646,-0.4858,0.49566666666666664,1
GSK-3 Inhibitor II,0.348,0.3441,0.6197,0.4981,-0.4763,0.452475,0
Vincamine,0.3478,NA,0.6507,NA,-0.6721,0.49924999999999997,2
BRD-K36333904,0.3478,NA,0.5127,NA,-0.616,0.43025,2
SCHEMBL10028379,0.3477,0.3366,NA,NA,-0.6336,0.34215,2
CX-5461,0.3476,0.7182,0.7887,0.7663,-0.5637,0.6552,0
BRD-K40963620,0.3476,NA,0.4042,0.3898,-0.7301,0.38053333333333333,1
Ercalcitriol,0.3475,0.5738,0.5829,0.455,-0.4848,0.4898,0
Orphenadrine,0.3474,NA,0.5765,0.8392,-0.6068,0.5877,1
BRD-K30640165,0.3474,NA,0.553,0.3573,-0.6365,0.41923333333333335,1
CHEMBL2360650,0.3473,0.3708,0.6308,NA,-0.5001,0.44963333333333333,1
ML141,0.3473,NA,0.5854,0.3617,-0.4789,0.43146666666666667,1
F1061-0166,0.3472,0.5726,0.5803,0.4679,-0.639,0.492,0
PKC Beta Inhibitor,0.347,0.5532,NA,0.4778,-0.487,0.4593333333333333,1
Pilocarpine,0.3465,NA,0.57,0.4847,-0.5372,0.46706666666666663,1
CHEMBL2204241,0.3465,NA,NA,0.3553,-0.6441,0.3509,2
BRD-K43253317,0.3465,NA,NA,0.3955,-0.7968,0.371,2
CHEMBL1456638,0.3465,0.3836,0.61,0.46,-0.4836,0.450025,0
Axitinib,0.3464,0.5004,0.5685,0.4394,-0.6285,0.463675,0
AC1NNAUY,0.3463,NA,NA,0.3538,-0.6651,0.35005,2
BRD-K57836103,0.3462,NA,0.6307,NA,-0.7496,0.48845000000000005,2
DOCETAXEL,0.3459,0.5934,0.4815,0.554,-0.5119,0.49370000000000003,0
IPRATROPIUM BROMIDE,0.3459,NA,0.5073,0.5706,-0.631,0.47459999999999997,1
Proadifen,0.3458,NA,0.5384,0.506,-0.6968,0.4634,1
PCL2_000121,0.3458,NA,0.628,0.4208,-0.6102,0.46486666666666665,1
GW501516,0.3457,0.388,0.7136,0.4364,-0.6375,0.47092500000000004,0
Colforsin,0.3457,NA,0.5942,0.6906,-0.4954,0.5435,1
BRD-K47407883,0.3456,NA,NA,0.3493,-0.6549,0.34745000000000004,2
RS-17053,0.3455,0.4356,0.7772,0.3691,-0.6531,0.48185,0
10-{3-[4-(2-Chloroethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-phenothiazine,0.3455,0.416,0.4536,0.3733,-0.723,0.3971,0
HE044657,0.3453,0.3737,0.6938,NA,-0.6176,0.4709333333333333,1
SCHEMBL14177979,0.3453,0.4501,0.5489,0.6609,-0.5066,0.5013000000000001,0
BRD-K33936059,0.3453,0.3427,0.5488,0.4213,-0.6899,0.414525,0
MLS002264454,0.3452,0.5911,0.6588,0.445,-0.5352,0.510025,0
MLS002264454,0.3452,0.5911,0.6588,0.445,-0.5352,0.510025,0
Aloisine,0.3451,NA,0.6577,0.5369,-0.6923,0.5132333333333333,1
Cyclosporine,0.3449,0.516,0.5978,0.4496,-0.4802,0.477075,0
10-DEBC,0.3447,0.3378,0.6803,0.8187,-0.6388,0.5453749999999999,0
Isoflupredone Acetate,0.3446,0.3381,0.6752,0.4856,-0.639,0.46087500000000003,0
Arachidonyl Trifluoromethylketone,0.3446,0.538,0.7084,0.4369,-0.4791,0.5069750000000001,0
Amiloride,0.3445,0.3719,0.5602,0.5282,-0.6493,0.4512,0
Baricitinib,0.3445,NA,0.5899,0.421,-0.6454,0.4518,1
BRD-K43550773,0.3444,NA,0.6231,NA,-0.8261,0.48375,2
Fidaxomicin,0.3443,0.4801,0.6545,0.4102,-0.5699,0.472275,0
BRD-K47105324,0.3441,NA,0.6197,NA,-0.6246,0.4819,2
AC1O52TR,0.3441,NA,NA,0.4377,-0.6483,0.3909,2
CGP71683A,0.3441,0.4618,0.5551,NA,-0.5093,0.45366666666666666,1
TCB2,0.344,0.3445,0.5739,0.4285,-0.6239,0.42272499999999996,0
DY131,0.3437,0.5308,0.5492,0.6303,-0.5474,0.5135000000000001,0
Tipiracil (hydrochloride),0.3435,0.4141,0.5527,0.6413,-0.7179,0.4879,0
HSCI1_000314,0.3434,NA,0.5771,0.379,-0.646,0.43316666666666664,1
SUGA1_016079,0.3434,NA,0.6534,0.4781,-0.7212,0.4916333333333333,1
SKF-83959,0.3433,NA,0.5802,0.5654,-0.4756,0.4963,1
Masitinib,0.3433,0.4478,0.6273,0.5505,-0.4897,0.49222499999999997,0
NSC23766,0.3433,0.3939,0.7237,0.3922,-0.5505,0.463275,0
BML-259,0.3433,0.6321,0.5923,0.3857,-0.6093,0.48835,0
Lasalocid,0.3432,0.4363,0.477,NA,-0.6804,0.41883333333333334,1
BRD-K46692335,0.3431,NA,0.5576,0.3704,-0.7315,0.4237,1
SMR000623171,0.3428,NA,0.4348,NA,-0.7216,0.38880000000000003,2
Auranofin,0.3428,0.4324,0.6959,0.4923,-0.6191,0.49085,0
BRD-K84238725,0.3427,NA,NA,0.4741,-0.7513,0.4084,2
Tacrine,0.3426,0.5384,0.6291,0.4889,-0.6173,0.49975,0
CHEMBL2361224,0.3426,0.3537,NA,0.3907,-0.6617,0.36233333333333334,1
CHEMBL1474834,0.3425,0.3324,0.4327,0.4206,-0.6803,0.38205,0
CHEMBL461194,0.3423,0.5404,NA,0.5202,-0.6355,0.46763333333333335,1
