compound,nib,quine,vir,similarity,meansim,nas
WZ-3105,0.4648,0.3904,NA,-0.4887,0.4276,1
Lonidamine,0.4645,0.4536,0.4607,-0.3312,0.4596,0
Sulconazole,0.4644,0.6698,NA,-0.4171,0.5670999999999999,1
Cilengitide,0.4642,0.5557,NA,-0.3439,0.50995,1
PF-562271,0.4642,0.6933,0.5012,-0.3218,0.5529,0
SMP2_000249,0.4633,NA,0.3649,-0.4088,0.4141,1
SCHEMBL17378613,0.4626,0.4928,0.4412,-0.3945,0.46553333333333335,0
BRD-K04695623,0.4626,0.4595,NA,-0.323,0.46105,1
AC1OCDAW,0.4625,0.4399,0.4344,-0.3533,0.4456,0
LY 2183240,0.4624,0.5841,0.4156,-0.4232,0.48736666666666667,0
AZD-5438,0.4621,0.5933,0.4998,-0.324,0.5184,0
CHEMBL3188661,0.4617,0.5116,0.5467,-0.338,0.5066666666666667,0
CID755673,0.4616,NA,0.3618,-0.3413,0.4117,1
Ponatinib,0.4608,0.5812,0.4451,-0.3334,0.49570000000000003,0
"PD-168,077",0.4607,NA,0.4049,-0.4129,0.43279999999999996,1
C24H25CLFN5O3,0.4606,0.5715,0.3835,-0.3249,0.47186666666666666,0
Inolitazone (dihydrochloride),0.4605,0.7255,0.4108,-0.4287,0.5322666666666667,0
Palbociclib,0.4603,0.6062,0.463,-0.321,0.5098333333333334,0
TL_HRAS26,0.4597,0.7141,0.42,-0.3745,0.5312666666666667,0
Pyrrolidine Dithiocarbamate,0.4597,NA,0.3632,-0.3375,0.41145,1
LY2090314,0.4595,0.4733,0.3969,-0.3322,0.4432333333333333,0
MLS-0258268.0001,0.4595,0.3732,NA,-0.5126,0.41635,1
Desoxymetasone,0.4594,0.4739,0.3929,-0.3652,0.44206666666666666,0
C23H24CLN3O5,0.4593,NA,0.4545,-0.3263,0.4569,1
dactinomycin,0.4592,0.4438,0.4513,-0.4428,0.4514333333333333,0
PDK1 Inhibitor,0.4585,0.596,0.5073,-0.4053,0.5206,0
MLS000057540,0.4583,NA,0.3715,-0.4629,0.4149,1
CHIR-99021,0.4581,0.5526,0.4633,-0.3258,0.49133333333333334,0
BRD-K54343811,0.4573,0.5138,0.3234,-0.3373,0.4315,0
ChEBI91594,0.4571,0.4234,NA,-0.4226,0.44025000000000003,1
CHEMBL1555451,0.4567,0.4969,0.4338,-0.3852,0.4624666666666667,0
Dovitinib,0.4567,0.5311,0.4338,-0.3325,0.47386666666666666,0
Sitagliptin,0.4567,0.3355,NA,-0.6558,0.3961,1
SB590885,0.4564,0.5202,0.6524,-0.3523,0.5429999999999999,0
MLS000583951,0.4561,0.4201,NA,-0.3517,0.4381,1
MK 0893,0.456,NA,0.3432,-0.5715,0.3996,1
Pelitinib,0.4557,0.6668,0.4513,-0.3266,0.5246,0
Pifithrin MU,0.4556,0.5103,0.5436,-0.3812,0.5031666666666667,0
Gemcitabine,0.4552,0.6491,0.5174,-0.3305,0.5405666666666666,0
AC1O9EM7,0.4551,0.5715,0.4199,-0.3326,0.4821666666666667,0
CICLESONIDE,0.4549,0.376,NA,-0.3847,0.41545,1
HSCI1_000314,0.4549,0.6202,0.3896,-0.3267,0.48823333333333335,0
Minoxidil,0.4547,0.5348,0.3947,-0.5403,0.46140000000000003,0
BAY 61-3606,0.4547,0.6925,0.4461,-0.3259,0.5311,0
SPOX1_000823,0.4536,0.4261,0.4713,-0.3425,0.4503333333333333,0
LY 278584,0.4535,0.5913,0.3978,-0.5394,0.48086666666666666,0
Tunicamycin From Streptomyces Sp.,0.4533,0.3544,0.4212,-0.3379,0.40963333333333335,0
AM-580,0.4532,0.5078,0.5027,-0.4368,0.4879,0
ST-4062971,0.453,0.4525,0.3906,-0.3382,0.4320333333333333,0
MAYBRIDGE4_003028,0.4528,0.3943,0.3296,-0.4285,0.3922333333333333,0
AZ628,0.4528,0.5912,0.4174,-0.3297,0.4871333333333333,0
RO 90-7501,0.4527,0.3882,NA,-0.365,0.42045,1
Chaetocin,0.4526,0.5488,0.5917,-0.3566,0.5310333333333334,0
Cytarabine,0.4521,0.5545,0.4271,-0.4513,0.4779,0
GP 2A,0.452,0.3284,0.4501,-0.4344,0.4101666666666667,0
MLS006011051,0.452,0.5465,0.4519,-0.3567,0.48346666666666666,0
Tosedostat,0.4519,0.5118,0.409,-0.332,0.4575666666666667,0
AS601245,0.4519,0.6459,0.4353,-0.339,0.5110333333333333,0
AC1O9CBL,0.4517,0.6106,NA,-0.4232,0.53115,1
CP-724714,0.4517,0.5857,0.4425,-0.3216,0.4933,0
Glimepiride,0.4506,0.5568,0.5258,-0.3927,0.5110666666666667,0
Bevirimat,0.4503,0.5532,0.3468,-0.4762,0.4501,0
MLS003129701,0.4502,0.3441,NA,-0.33,0.39715,1
BRD-K74162965,0.4502,NA,0.3486,-0.4091,0.3994,1
"376348-65-1, Uk-427857, uk427857",0.4496,0.5784,0.4222,-0.4774,0.4834,0
CP466722,0.4495,0.5333,0.5073,-0.3458,0.4967,0
BRD-A72596465,0.4493,0.4625,NA,-0.4233,0.45589999999999997,1
"Triazolothiadiazine, 9",0.4492,NA,0.3353,-0.4393,0.39225,1
testosterone,0.4486,0.6628,0.356,-0.3775,0.4891333333333333,0
Methoxsalen,0.4484,0.4155,NA,-0.5686,0.43195,1
NNC 26-9100,0.4483,0.3324,0.3327,-0.3382,0.3711333333333333,0
SMR000206939,0.4482,0.4916,NA,-0.3696,0.4699,1
CHEMBL2144686,0.4481,0.7066,NA,-0.7227,0.57735,1
OTSSP167,0.4477,0.4419,0.3268,-0.3378,0.40546666666666664,0
BRD-K00544996,0.4468,0.6223,0.4326,-0.46,0.5005666666666666,0
RO-281675,0.4467,0.3405,0.5038,-0.3527,0.43033333333333335,0
WYE 125132,0.4463,0.5827,0.3898,-0.3278,0.4729333333333333,0
Phorbol Myristate Acetate,0.4462,0.5217,0.4138,-0.3335,0.4605666666666667,0
PIK-93,0.4461,0.4856,0.4272,-0.3344,0.4529666666666667,0
Oxetane,0.4458,0.3763,0.3244,-0.3295,0.38216666666666665,0
Infigratinib,0.4456,0.53,0.4094,-0.3479,0.46166666666666667,0
Thioguanine,0.4456,0.4346,0.406,-0.3255,0.42873333333333336,0
BRD-K89986699,0.4456,0.4215,NA,-0.3324,0.43355,1
852475-26-4,0.4454,0.6893,0.4431,-0.4136,0.5259333333333334,0
Genz-644282,0.4451,0.5142,NA,-0.3251,0.47965,1
Staurosporine,0.4451,0.3611,NA,-0.3345,0.4031,1
UNII-BXU45ZH6LI,0.4451,0.3947,0.4041,-0.3891,0.41463333333333335,0
CHEMBL2137269,0.4447,0.3405,NA,-0.3446,0.3926,1
AC1NWALC,0.4445,0.3907,NA,-0.454,0.41759999999999997,1
(+)-Camptothecin,0.4443,NA,0.3645,-0.4583,0.4044,1
Zileuton,0.444,0.48,NA,-0.3217,0.46199999999999997,1
Carfilzomib (PR-171),0.444,0.4709,0.3714,-0.3827,0.4287666666666667,0
Colchicine,0.4436,0.6255,NA,-0.605,0.53455,1
CGS-15943,0.443,0.3943,0.3434,-0.321,0.3935666666666667,0
Glyburide,0.4429,0.5901,0.3643,-0.4,0.46576666666666666,0
Osimertinib,0.4427,0.3822,0.3448,-0.3537,0.38989999999999997,0
Tyrphostin A9,0.4422,0.4034,0.3646,-0.3458,0.4034,0
CCG-214295,0.4421,0.4425,NA,-0.3625,0.4423,1
BRD-K68211814,0.442,0.324,0.4571,-0.4595,0.4077,0
Teniposide,0.442,0.5883,0.5092,-0.323,0.5131666666666667,0
Digoxin,0.4409,NA,0.3905,-0.4188,0.4157,1
AC1M52QF,0.4408,0.4492,0.4551,-0.5053,0.4483666666666667,0
BRD-K61175124,0.4407,0.3774,NA,-0.3281,0.40905,1
N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide,0.4406,0.5552,0.5459,-0.4345,0.5139,0
T5715534,0.4402,NA,0.4141,-0.4416,0.42715000000000003,1
Raloxifene,0.4402,0.6791,0.5194,-0.3289,0.5462333333333333,0
Dinaciclib,0.44,0.5093,0.3551,-0.4244,0.4348,0
SAN1_003817,0.44,0.4345,NA,-0.4182,0.43725,1
Urapidil,0.4396,0.4472,0.3493,-0.4651,0.4120333333333333,0
Desoximetasone,0.4393,0.5153,NA,-0.4959,0.4773,1
KX2-391,0.4393,0.7194,NA,-0.4353,0.57935,1
AC1L2X6Z,0.4393,0.4728,0.3695,-0.412,0.4272,0
Lanacordin,0.439,0.3801,NA,-0.4784,0.40954999999999997,1
Bazedoxifene HCl,0.4389,0.5786,0.5329,-0.3473,0.5168,0
SMR000076922,0.4387,0.3428,0.394,-0.4401,0.3918333333333333,0
GW7647,0.4387,0.4669,0.4325,-0.508,0.44603333333333334,0
SR-2640,0.4385,0.4246,NA,-0.4289,0.43155,1
L-Sulforaphane,0.4383,0.6276,0.5402,-0.4433,0.5353666666666667,0
Meisoindigo,0.4377,0.7027,NA,-0.3308,0.5702,1
Cilnidipine,0.4374,0.3478,NA,-0.3309,0.3926,1
Tyrphostin AG-1478,0.4372,0.5773,0.3957,-0.3476,0.4700666666666667,0
Ingenol Mebutate,0.4366,0.7036,0.4649,-0.3259,0.5350333333333334,0
NSC25485,0.4364,NA,0.4125,-0.4129,0.42445,1
CC-401,0.4364,0.5864,0.5095,-0.3367,0.5107666666666667,0
Cobimetinib,0.4358,0.4181,0.4275,-0.4011,0.42713333333333336,0
MGCD-265,0.4358,0.4295,0.6625,-0.3684,0.5092666666666666,0
NCGC00170205-01,0.435,0.3791,NA,-0.4185,0.40705,1
SAN1_011387,0.4349,0.4434,NA,-0.4271,0.43915000000000004,1
Bendroflumethiazide,0.4349,0.4943,0.4169,-0.3815,0.4487,0
CAY10618,0.4349,0.4123,0.3466,-0.3581,0.39793333333333336,0
NSC141540,0.4348,NA,0.4664,-0.3228,0.4506,1
VU0404997-2,0.4347,NA,0.3347,-0.3486,0.3847,1
AT-9283,0.4345,0.6479,0.398,-0.3428,0.49346666666666666,0
NSC653260,0.4345,0.4775,NA,-0.3297,0.45599999999999996,1
GSK-3 Inhibitor IX,0.4344,0.5944,0.4662,-0.3224,0.49833333333333335,0
Valrubicin,0.4344,0.4735,0.56,-0.3524,0.4893,0
CI-1040,0.4343,0.6251,0.5374,-0.3426,0.5322666666666667,0
AZ20,0.434,0.4475,0.3939,-0.3367,0.4251333333333333,0
STK219801,0.4338,0.5881,0.447,-0.3293,0.4896333333333333,0
Aurora A Inhibitor I,0.4337,0.4608,0.5376,-0.4369,0.47736666666666666,0
Mbcq,0.4336,0.3476,NA,-0.4209,0.3906,1
BRD-K10916986-001-01-6,0.4334,0.3973,NA,-0.3253,0.41535,1
AP26113,0.4334,0.3864,0.3298,-0.3314,0.3832,0
SCHEMBL15422533,0.4331,0.4814,NA,-0.3779,0.45725,1
BRD-K31830150,0.4331,0.3963,NA,-0.5064,0.41469999999999996,1
Dipropyldopamine,0.4329,NA,0.3495,-0.4241,0.3912,1
RG2833 (RGFP109),0.4324,0.3988,NA,-0.3511,0.41559999999999997,1
BRD-K49669601,0.432,0.4171,NA,-0.4612,0.42455,1
SAN1_000751,0.4319,0.4593,NA,-0.3695,0.4456,1
ZK 164015,0.4315,0.4566,0.4153,-0.3366,0.43446666666666667,0
MLS002264451,0.4314,0.3295,NA,-0.3236,0.38045,1
Blebbistatin,0.4313,0.3993,0.5059,-0.4393,0.4455,0
Niclosamide,0.43120000000000003,0.439,0.4821,-0.3234,0.45076666666666665,0
Antimycin A,0.4306,0.4319,NA,-0.3331,0.43125,1
"Triazolothiadiazine, 29",0.4302,0.3466,NA,-0.4096,0.3884,1
Pyrazolanthrone,0.4302,0.5552,0.4621,-0.3342,0.48250000000000004,0
Pirarubicin,0.43,0.4754,NA,-0.4423,0.4527,1
"PI 3-K/mTOR Inhibitor III, PKI-179",0.4299,0.4599,0.3381,-0.3405,0.4093,0
BRD-A82197375,0.4297,0.3618,NA,-0.375,0.39575000000000005,1
SKF96365,0.4296,0.4307,0.3728,-0.4113,0.41103333333333336,0
HSCI1_000191,0.4295,0.4211,NA,-0.3251,0.4253,1
AGK 2,0.4294,0.5762,0.3435,-0.4132,0.44970000000000004,0
Papaverine,0.4293,0.3457,0.3329,-0.4094,0.3693,0
Benzamil,0.4292,0.5388,0.4543,-0.4304,0.47409999999999997,0
MLN-8054,0.429,0.5025,0.5554,-0.336,0.4956333333333333,0
Selamectin,0.4289,0.4807,NA,-0.3332,0.4548,1
MLS001207806,0.4288,0.3749,0.3872,-0.5669,0.3969666666666667,0
BRD-K70115829,0.4287,0.433,NA,-0.3397,0.43085,1
CHEMBL1434137,0.4287,0.5453,0.5573,-0.3219,0.5104333333333333,0
JNJ-7706621,0.4287,0.415,NA,-0.3596,0.42185,1
Menadione,0.4286,0.5258,0.5214,-0.3254,0.49193333333333333,0
EMF-sumo1-1,0.4285,0.4442,0.5568,-0.3419,0.4765,0
AO-343/41780842,0.4284,NA,0.3258,-0.4772,0.3771,1
IN1541,0.4283,0.4297,0.4681,-0.5747,0.44203333333333333,0
EX-8678,0.4278,0.6242,0.436,-0.3395,0.496,0
L 2167,0.4278,0.442,0.3224,-0.59,0.39740000000000003,0
1166227-08-2,0.4275,0.4973,0.3832,-0.3463,0.436,0
COT-10B,0.4274,0.512,0.4315,-0.3315,0.4569666666666667,0
ZINC6718453,0.4267,0.5452,0.4529,-0.3617,0.4749333333333334,0
NSC169534,0.4265,0.4249,NA,-0.5056,0.42569999999999997,1
RS-17053,0.4254,0.4927,0.4762,-0.3675,0.46476666666666666,0
CHEMBL3188944,0.4253,0.7214,NA,-0.4344,0.57335,1
Venlafaxine,0.4252,0.4517,0.4081,-0.4499,0.42833333333333334,0
AZD-1152-HQPA,0.4245,0.6821,0.4649,-0.3375,0.5238333333333334,0
BIBR-1532,0.4243,0.6011,0.5187,-0.3304,0.5147,0
AC1MJ3VH,0.4242,0.4741,0.4261,-0.3601,0.4414666666666667,0
AC1NWALX,0.4235,NA,0.4145,-0.4286,0.419,1
SPECTRUM2_001084,0.4235,0.398,0.355,-0.419,0.39216666666666666,0
TGX 221,0.4234,0.5935,0.3881,-0.4099,0.4683333333333333,0
Narciclasine,0.4231,0.413,0.425,-0.3383,0.42036666666666667,0
MLS-0435555.0001,0.4231,0.4527,NA,-0.4776,0.43789999999999996,1
Defactinib,0.423,0.4496,0.4702,-0.3282,0.4476,0
Proscillaridin A,0.4229,NA,0.3696,-0.4167,0.39625,1
BRD-K96270963,0.4227,0.3545,NA,-0.4313,0.3886,1
CHEMBL2057940,0.4225,0.4183,0.3362,-0.3791,0.3923333333333333,0
PK04_098276,0.4222,0.3319,NA,-0.3638,0.37705,1
CHEMBL210901,0.4222,0.4328,NA,-0.3373,0.4275,1
Mepivacaine,0.4222,0.3345,NA,-0.3329,0.37835,1
AC1NPD0F,0.4221,0.5108,NA,-0.4382,0.46645000000000003,1
SCHEMBL10028376,0.4221,NA,0.328,-0.3232,0.37505,1
H-9,0.422,0.3254,0.3624,-0.4144,0.36993333333333334,0
WZ 4002,0.4219,0.6752,0.5169,-0.3719,0.538,0
Indirubin-3'monoxime,0.4216,0.4625,0.3652,-0.3238,0.4164333333333333,0
BDBM50127227,0.4214,0.416,0.492,-0.3238,0.4431333333333333,0
MY 5445,0.4214,0.3239,NA,-0.4256,0.37265000000000004,1
Nocodazole,0.4211,0.5321,NA,-0.4717,0.4766,1
GW620972X,0.4211,0.5284,0.3921,-0.3248,0.4472,0
CHEMBL3188581,0.421,NA,0.4985,-0.3519,0.45975,1
CHEMBL2355513,0.4206,0.6437,0.3401,-0.409,0.46813333333333335,0
"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.4205,0.3367,0.5525,-0.4847,0.43656666666666666,0
Alpelisib,0.4205,0.634,0.5149,-0.3319,0.5231333333333333,0
Decitabine,0.4205,0.6961,0.472,-0.4007,0.5295333333333333,0
Curcumin,0.4202,0.507,0.47,-0.3261,0.46573333333333333,0
pyrvinium-pamoate,0.42,0.4401,0.4352,-0.3247,0.43176666666666663,0
Zafirlukast,0.4198,0.5261,0.404,-0.4371,0.4499666666666667,0
Benazepril,0.4198,0.4519,0.4254,-0.4705,0.4323666666666667,0
Chlorambucil,0.4197,0.6621,0.4366,-0.3356,0.5061333333333333,0
Tyrphostin AG 879,0.4196,0.3837,0.4416,-0.3351,0.41496666666666665,0
Fenoterol,0.4193,0.4746,0.4761,-0.4366,0.45666666666666667,0
CHEMBL2360495,0.4192,0.5357,0.3589,-0.4336,0.43793333333333334,0
HG6-64-1,0.4192,0.6097,NA,-0.3405,0.5144500000000001,1
SB-202190,0.4189,0.4378,0.4969,-0.483,0.4512,0
AC1O9BJ3,0.4188,0.6028,NA,-0.3421,0.5108,1
BIIB 021,0.4187,0.5723,NA,-0.4159,0.49550000000000005,1
4-Hydroxy-retinoic acid,0.4179,0.3321,0.4687,-0.4095,0.40623333333333334,0
CGK733,0.4178,0.51,0.4157,-0.3243,0.44783333333333336,0
Elliptecine,0.4177,0.374,0.4026,-0.33,0.3981,0
TL Aurora 09,0.4175,0.3541,0.3689,-0.4547,0.38016666666666665,0
Pifithrin,0.4175,0.4351,0.3873,-0.4108,0.4133,0
HMN-214,0.4173,0.5759,0.4235,-0.4346,0.47223333333333334,0
Allitinib,0.4171,0.5925,0.3581,-0.4307,0.4559,0
BRD-K01608965,0.4171,NA,0.3499,-0.4161,0.3835,1
SPECTRUM_000897,0.4171,0.6252,NA,-0.4578,0.52115,1
MLS000040279,0.4168,0.3444,NA,-0.43120000000000003,0.3806,1
metitepine,0.4166,0.5006,NA,-0.419,0.4586,1
PF750,0.4163,0.4752,0.4863,-0.3318,0.45926666666666666,0
Penfluridol,0.4161,0.5968,0.4543,-0.3477,0.48906666666666665,0
CID-2858522,0.4158,0.6286,0.5395,-0.3577,0.5279666666666667,0
Batimastat,0.4157,0.5751,NA,-0.4489,0.49539999999999995,1
BRL50481,0.4156,NA,0.3222,-0.442,0.3689,1
SCHEMBL17497408,0.4156,0.4899,NA,-0.43120000000000003,0.45275,1
NSC23766,0.415,0.5516,0.4082,-0.3237,0.45826666666666666,0
GR-89696,0.4149,NA,0.4538,-0.4094,0.43435,1
BRD-A43331270-001-01-6,0.4149,0.6241,0.3278,-0.3282,0.4556,0
SPECTRUM_000403,0.4147,0.634,0.4413,-0.3939,0.4966666666666667,0
Dacomitinib,0.4145,0.4941,0.4688,-0.3343,0.45913333333333334,0
ABT737,0.4143,0.6422,0.4284,-0.3474,0.49496666666666667,0
BRN 1087718,0.4139,0.4925,NA,-0.3221,0.4532,1
Brazilin,0.4136,0.3676,NA,-0.3313,0.3906,1
VRT752271,0.4134,0.607,0.349,-0.3695,0.45646666666666663,0
ZG-10,0.4133,NA,0.3486,-0.4129,0.38095,1
PD-160170,0.4132,0.4249,NA,-0.4285,0.41905000000000003,1
CID 24069689,0.4129,0.4607,0.4161,-0.5551,0.4299,0
Y-39983,0.4127,0.7567,0.4409,-0.4129,0.5367666666666667,0
Navitoclax,0.4127,0.6059,0.3773,-0.4273,0.4653,0
BRD-K10010115,0.4127,0.5831,NA,-0.3584,0.4979,1
CHEMBL3185651,0.4126,0.3424,NA,-0.4764,0.3775,1
AC1NWALF,0.4126,NA,0.4486,-0.4205,0.4306,1
PIK 75,0.4126,0.4965,0.4251,-0.3249,0.4447333333333333,0
SNS-314,0.4119,0.4449,NA,-0.3333,0.4284,1
Lamotrigine,0.4117,NA,0.605,-0.4532,0.50835,1
1-(5-Isoquinolinesulfonyl)piperazine,0.4117,0.3664,NA,-0.4262,0.38905,1
BRD-K01335708,0.4116,0.7217,NA,-0.4108,0.56665,1
SCHEMBL17052537,0.4115,0.5671,0.4267,-0.3227,0.46843333333333337,0
Dabrafenib,0.4114,0.541,0.508,-0.3236,0.4868,0
Simeprevir,0.4114,NA,0.4969,-0.341,0.45415,1
Zardaverine,0.4113,0.5389,0.3398,-0.3299,0.43,0
C30H33N3O5S,0.4113,0.4242,0.4522,-0.3545,0.42923333333333336,0
Pipamperone,0.4112,0.4516,NA,-0.4036,0.4314,1
Olmesartan Medoxomil,0.4108,0.5249,NA,-0.4697,0.46785,1
(R)-(-)-Jq1 enantiomer,0.4106,0.6024,0.5115,-0.4542,0.5081666666666667,0
"(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one",0.4105,0.3464,0.3495,-0.3391,0.36879999999999996,0
L-690488,0.4099,0.5201,0.3476,-0.336,0.42586666666666667,0
Oxybenzone,0.4093,0.4643,0.3483,-0.5741,0.4073,0
MLS002276500,0.4092,NA,0.4422,-0.3425,0.42569999999999997,1
BRD-K01621458,0.4086,0.5168,0.3966,-0.3567,0.4406666666666667,0
BMS-387032,0.4085,0.5029,0.4642,-0.33,0.45853333333333335,0
AZD 1480,0.4084,0.4428,0.4824,-0.4094,0.44453333333333334,0
SCHEMBL15422156,0.4082,0.3413,0.4355,-0.3353,0.395,0
BRD-A28746609,0.4081,0.6166,NA,-0.4754,0.5123500000000001,1
TG 100801,0.408,0.6997,NA,-0.4575,0.55385,1
Rebastinib,0.4074,0.6574,NA,-0.3248,0.5324,1
Rebastinib,0.4074,0.6574,NA,-0.3248,0.5324,1
3-Chloro-l-alanine,0.4073,0.467,0.7021,-0.4365,0.5254666666666666,0
AVL-292,0.4071,0.3268,0.4064,-0.3358,0.3801,0
BRD-K45842176,0.4071,0.5603,NA,-0.3839,0.4837,1
Mebendazole,0.407,0.4125,0.3449,-0.4143,0.38813333333333333,0
Maprotiline,0.407,0.4262,0.3262,-0.3945,0.3864666666666667,0
Oxindole I,0.4065,0.3538,NA,-0.3489,0.38015,1
Dactinomycin,0.4064,0.4315,0.3893,-0.4113,0.40906666666666663,0
TAK-700 (Orteronel),0.4063,0.552,NA,-0.6043,0.47915,1
Amiloride,0.4056,0.6704,0.5417,-0.6259,0.5392333333333333,0
Ciglitazone,0.4056,0.4509,0.3743,-0.4733,0.41026666666666667,0
BML-259,0.4053,0.3566,0.3704,-0.3324,0.37743333333333334,0
Nullscript,0.405,0.3322,NA,-0.5214,0.36860000000000004,1
BRD-K03651937,0.4046,0.3283,NA,-0.3883,0.36645,1
MLS003329222,0.4046,0.3815,NA,-0.461,0.39305,1
KUC103884,0.4045,NA,0.3739,-0.4118,0.3892,1
Hoechst 33258,0.4045,0.5788,NA,-0.4027,0.49165000000000003,1
Pterostilbene,0.4045,0.6586,0.412,-0.3899,0.49169999999999997,0
SCHEMBL14177979,0.4044,0.4967,0.4843,-0.477,0.4618,0
"Ingenol 3,20-dibenzoate",0.4044,0.3649,0.4976,-0.3682,0.4223,0
Phorbol 12-myristate-13-acetate,0.404,0.4828,NA,-0.3639,0.4434,1
BMS-345541,0.4037,0.8527,0.5547,-0.3229,0.6037,0
BRD-K65148580,0.4036,0.5762,NA,-0.5185,0.4899,1
25-Hydroxycholecalciferol,0.4035,0.4884,NA,-0.4442,0.44595,1
U0126,0.4034,0.5763,NA,-0.4634,0.48985,1
Ganaxolone,0.4034,0.5542,0.4557,-0.4459,0.4711,0
Ipatasertib,0.4032,0.496,0.457,-0.475,0.45206666666666667,0
CHEMBL1515144,0.4032,0.6549,0.3386,-0.5408,0.4655666666666667,0
Leflunomide,0.403,0.4474,0.3716,-0.4816,0.4073333333333333,0
Tranylcypromine,0.4024,0.6552,0.3641,-0.4605,0.4739,0
sorafenib,0.4022,0.5136,0.4146,-0.3269,0.4434666666666667,0
Lomitapide,0.4022,0.3942,NA,-0.3279,0.3982,1
CX-5461,0.4022,0.7512,0.4036,-0.3668,0.519,0
NCGC00172397-01,0.402,0.3285,NA,-0.3672,0.36525,1
CHEMBL323994,0.4019,0.3623,0.3691,-0.3291,0.37776666666666664,0
SN-38,0.4015,0.4607,0.329,-0.3383,0.3970666666666667,0
Purmorphamine,0.4014,0.4287,0.3214,-0.5238,0.38383333333333336,0
Amonafide,0.4014,0.3527,0.3473,-0.3339,0.3671333333333333,0
Equilin,0.4014,0.4272,NA,-0.534,0.4143,1
AC1LGCD9,0.4013,0.3741,0.5567,-0.3237,0.44403333333333334,0
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.4005,0.6908,0.4513,-0.3506,0.5142,0
SA-1973507,0.4001,0.3961,NA,-0.3262,0.3981,1
KUC111774N,0.4,0.4016,0.4064,-0.3332,0.4026666666666667,0
MLS001116157,0.3997,0.413,0.3486,-0.3422,0.3871,0
BRD-K78014537,0.3996,NA,0.4132,-0.4334,0.4064,1
Phenformin,0.3994,0.612,0.4226,-0.5247,0.478,0
3-(4-Pyridyl)indole,0.3993,0.6621,0.5427,-0.3922,0.5347,0
UNC 669,0.3992,0.6222,0.4617,-0.4152,0.4943666666666667,0
Bufalin,0.3989,0.3767,0.4469,-0.4457,0.4075,0
ETOPOSIDE,0.3987,0.6765,0.3636,-0.3229,0.47959999999999997,0
ICG-001,0.3987,0.3712,0.3629,-0.3434,0.3776,0
Pyrimethamine,0.3983,0.5732,0.4379,-0.3605,0.4698,0
ST001903,0.3981,0.3325,NA,-0.5252,0.3653,1
Cabazitaxel,0.3981,0.7161,NA,-0.4095,0.5570999999999999,1
BRD-K95545045,0.3978,0.3551,NA,-0.4099,0.37645,1
TWS 119,0.3978,0.5524,0.4531,-0.4093,0.46776666666666666,0
Flufenamic acid,0.3976,0.422,0.36870000000000003,-0.5686,0.3961,0
Ethylbeta-carboline-3-carboxylate,0.3976,0.3631,0.3706,-0.4499,0.3771,0
Diflunisal,0.3975,0.3792,0.4396,-0.332,0.4054333333333333,0
TAK-715,0.3971,0.6929,0.5548,-0.4107,0.5482666666666667,0
AT-7519,0.397,0.8718,0.4392,-0.3223,0.5693333333333334,0
CHEMBL2139070,0.397,0.3647,0.401,-0.3661,0.38756666666666667,0
Ivermectin,0.3968,0.5101,0.4502,-0.3336,0.45236666666666664,0
CHEMBL2133926,0.3965,0.4149,NA,-0.4454,0.4057,1
Bifemelane,0.3963,0.3383,NA,-0.4553,0.36729999999999996,1
BRD-K99756483,0.3961,0.4478,NA,-0.4703,0.42195,1
MLS-0315803.0001,0.396,NA,0.3692,-0.4272,0.3826,1
SCHEMBL3954849,0.3957,0.623,0.4807,-0.3308,0.4998,0
UNC-0321,0.3956,0.3577,0.4061,-0.6619,0.3864666666666667,0
Tyrphostin AG 825,0.3952,NA,0.351,-0.3228,0.3731,1
GSK-2334470,0.3948,0.5004,0.4424,-0.3248,0.44586666666666663,0
Epirubicin HCl,0.3948,0.4767,0.4154,-0.3706,0.42896666666666666,0
Ibudilast,0.3947,0.3413,0.392,-0.3543,0.376,0
2-Bromo-.alpha.-ergocryptine,0.3945,0.6963,NA,-0.4124,0.5454,1
TORIN1,0.3942,0.5982,0.4007,-0.3374,0.46436666666666665,0
CHEMBL2356537,0.3939,NA,0.3285,-0.397,0.36119999999999997,1
Bardoxolone Methyl,0.3937,0.4893,0.3221,-0.458,0.4017,0
GW305074X,0.3936,0.3975,NA,-0.3505,0.39555,1
OSI-027,0.3936,0.3946,0.3537,-0.4167,0.3806333333333333,0
"Triazolothiadiazine, 23",0.3935,NA,0.4743,-0.4379,0.4339,1
Solifenacin succinate,0.3928,0.4078,NA,-0.4174,0.4003,1
Brompheniramine,0.3928,0.3645,0.3356,-0.4286,0.3643,0
R547,0.3926,0.3872,0.3283,-0.3223,0.3693666666666667,0
PF-04217903,0.3925,0.6715,0.4205,-0.4166,0.49483333333333335,0
Irsogladine,0.3923,NA,0.3599,-0.6002,0.3761,1
Dictamnine,0.3919,0.513,0.3672,-0.4885,0.4240333333333334,0
AO-081/42496550,0.3914,0.4342,NA,-0.4122,0.4128,1
