compound,azt,nib,quine,vir,similarity,meansim,nas
BRD-K74842589,0.374,0.667,NA,0.4686,-0.5111,0.5032,1
Terbinafine,0.3739,NA,0.6787,0.5207,-0.4091,0.5244333333333333,1
BRD-K65971331,0.3739,NA,0.6698,0.3397,-0.3298,0.46113333333333334,1
Xanthohumol,0.3739,0.3972,NA,0.5594,-0.4886,0.4435,1
BRD-K83155387,0.3739,NA,NA,0.4401,-0.4697,0.40700000000000003,2
Farnesyl Thiotriazole,0.3738,NA,0.7433,NA,-0.4137,0.55855,2
Celecoxib,0.3738,0.7057,0.633,0.7828,-0.4439,0.6238250000000001,0
UK 356618,0.3737,0.3952,0.6087,0.6765,-0.3373,0.513525,0
Prostoglandin A1,0.3735,NA,0.6093,0.6869,-0.3563,0.5565666666666667,1
Zuclomiphene,0.3733,0.5009,0.754,0.5569,-0.3404,0.546275,0
BRD-K45842176,0.3732,0.4268,0.7594,0.3517,-0.3839,0.477775,0
KUC104486,0.3731,NA,0.588,0.4725,-0.327,0.47786666666666666,1
ITK Inhibitor,0.373,0.4555,0.4702,0.4124,-0.3233,0.427775,0
SA-89068,0.3729,NA,0.6321,0.3578,-0.5289,0.45426666666666665,1
BRD-K61001510,0.3728,NA,0.6934,0.5847,-0.5344,0.5503,1
ZINC04384996,0.3728,NA,0.7237,NA,-0.42,0.54825,2
CHEMBL2360967,0.3728,0.5192,0.5158,0.5808,-0.3999,0.49715,0
Methotrexate,0.3727,0.522,0.6553,0.4464,-0.3542,0.4991,0
CHEMBL41721,0.3726,NA,NA,0.5857,-0.4779,0.47914999999999996,2
Levocetirizine,0.3726,0.3329,0.652,0.5748,-0.6229,0.483075,0
Gliquidone,0.3725,0.3965,0.5908,0.4107,-0.5377,0.442625,0
T091317,0.3725,NA,0.7021,0.3663,-0.5355,0.4803,1
Scriptaid,0.3724,0.4549,NA,0.4603,-0.3448,0.4292,1
tetrahydropalmatine,0.3721,NA,0.5454,0.4544,-0.419,0.4573,1
Oxprenolol,0.3721,NA,0.5472,NA,-0.415,0.45965,2
3-Aminobenzamide,0.3717,NA,0.612,0.5815,-0.4223,0.5217333333333334,1
BRD-K96609736,0.3716,0.3696,0.5689,NA,-0.4581,0.4367,1
MLS-0315871.0001,0.3712,NA,NA,0.5157,-0.3234,0.44345,2
Rofecoxib,0.3711,NA,NA,0.3952,-0.4371,0.38315,2
Nocodazole,0.3711,0.4705,0.5775,0.7288,-0.4717,0.536975,0
Lenvatinib (E7080),0.371,0.4068,0.6349,0.5114,-0.4251,0.481025,0
MLS003179196,0.3703,0.3267,0.671,0.4631,-0.35,0.45777500000000004,0
BRD-K25164076,0.3702,NA,0.5479,0.6105,-0.4394,0.5095333333333334,1
PF-03814735,0.3701,0.4415,0.6648,0.588,-0.3231,0.5161,0
SPECTRUM_000011,0.3701,0.5077,0.657,0.4557,-0.3469,0.497625,0
ZINC01792951,0.37,0.4238,NA,0.4525,-0.6574,0.4154333333333333,1
Pitavastatin Calcium,0.3699,0.5553,0.625,0.3551,-0.357,0.476325,0
BRD-K89097220,0.3698,NA,0.5989,NA,-0.3882,0.48435,2
ARTESUNATE,0.3696,0.4394,NA,NA,-0.3448,0.40449999999999997,2
Ganetespib (STA-9090),0.3696,NA,0.5703,0.5122,-0.4539,0.4840333333333333,1
Prosteride,0.3695,NA,0.6371,0.4415,-0.5442,0.4827,1
H7,0.3695,NA,0.5662,0.4837,-0.485,0.47313333333333335,1
BRD-K55113501-001-01-2,0.369,0.3271,NA,0.5774,-0.4414,0.4245,1
Aloisine A,0.3689,0.4881,0.6009,0.4468,-0.3619,0.476175,0
YL-59,0.36870000000000003,NA,0.6075,0.7231,-0.4921,0.5664333333333333,1
CHEMBL566722,0.3686,0.4192,0.7258,0.4605,-0.3726,0.493525,0
CHEMBL1474387,0.3685,0.4655,0.6444,0.4175,-0.3365,0.473975,0
YC1,0.3685,0.3823,0.64,0.385,-0.321,0.44395,0
VRT752271,0.3684,0.426,0.6989,0.4875,-0.3695,0.4952,0
"Triazolothiadiazine, 7",0.3683,NA,0.4997,0.5596,-0.326,0.47586666666666666,1
K784-3187,0.3677,0.4767,NA,0.6305,-0.6414,0.4916333333333333,1
NCGC00170421-01,0.3676,0.5852,0.4298,0.3585,-0.3695,0.435275,0
Diphenyleneiodonium,0.3672,0.5415,NA,0.4808,-0.3703,0.46316666666666667,1
Carprofen,0.3672,NA,NA,0.4439,-0.5367,0.40555,2
RO 04-6790,0.3671,NA,0.7162,0.3679,-0.4374,0.4837333333333333,1
Donitriptan hydrochloride,0.367,0.3864,0.5908,0.6961,-0.4279,0.5100750000000001,0
Zolpidem,0.3668,0.3759,0.6139,0.4277,-0.6395,0.446075,0
3-Deazaadenosine,0.3666,NA,0.6546,0.3889,-0.4099,0.4700333333333333,1
MLS000089581,0.3664,0.4117,0.5774,0.3901,-0.4135,0.4364,0
Calmidazolium,0.3663,0.4048,0.817,0.6168,-0.5434,0.551225,0
AC1OAV9H,0.3662,0.414,0.5336,0.4656,-0.3297,0.44484999999999997,0
BRD-K68522303,0.3661,0.3849,0.605,NA,-0.5477,0.452,1
AC1O9X68,0.3657,0.3587,0.7921,0.3897,-0.3568,0.47655000000000003,0
KPT-330,0.3657,0.491,NA,NA,-0.3892,0.42835,2
2'-Deoxycytidine (hydrochloride),0.3657,0.3419,0.6536,NA,-0.4222,0.4537333333333333,1
"ethyl 6-(2,3-dihydro-1H-indol-1-ylmethyl)-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate",0.3653,0.3912,0.5597,0.4648,-0.3343,0.44525,0
SA-1922659,0.365,0.4783,0.6871,0.3846,-0.4216,0.47875,0
AZD-1480,0.365,NA,0.4279,0.7165,-0.5963,0.5031333333333333,1
Lonafarnib,0.3649,0.3758,0.4169,0.7662,-0.3557,0.48095,0
UNII-BXU45ZH6LI,0.3648,0.5064,0.6337,0.7173,-0.3891,0.55555,0
ZINC04889240,0.3648,0.365,0.7339,0.445,-0.3872,0.477175,0
Perhexiline,0.3647,0.5426,0.6492,0.731,-0.3227,0.571875,0
SB 242235,0.3647,0.5125,0.6156,0.4732,-0.4117,0.4915,0
Idebenone,0.3646,0.3453,0.5912,0.6225,-0.4366,0.4809,0
O-Demethylated Adapalene,0.3644,0.5191,0.6659,0.7256,-0.3314,0.56875,0
"7-Bromo-1,2,3,9-tetrahydropyrrolo[2,1-b]quinazoline",0.3644,NA,0.3826,NA,-0.3398,0.3735,2
CHEMBL2361177,0.3643,0.3927,0.6271,NA,-0.3406,0.46136666666666665,1
STK064652,0.3643,NA,0.6785,0.4748,-0.4675,0.5058666666666667,1
Hinokitiol,0.3643,0.4608,0.6613,NA,-0.3251,0.49546666666666667,1
BRD-K47071092,0.3643,NA,NA,0.4198,-0.4307,0.39205,2
Racecadotril,0.3641,NA,0.6074,0.4718,-0.4753,0.4811,1
Quiflapon,0.364,0.5303,0.5986,0.522,-0.3572,0.503725,0
MLS-0435542.0001,0.3639,NA,0.7806,0.5335,-0.4216,0.5593333333333333,1
Bicalutamide,0.3638,NA,0.5784,0.5669,-0.4873,0.5030333333333333,1
Oxfendazole,0.3637,0.5657,0.6273,0.3459,-0.5237,0.47565,0
Thiorphan,0.3637,NA,0.5714,0.3698,-0.5175,0.43496666666666667,1
MLS002725680,0.3634,NA,0.5839,0.3775,-0.3566,0.4416,1
Tamibarotene,0.3632,0.3293,0.7406,0.5511,-0.4048,0.49605,0
Ixabepilone,0.3628,0.5311,0.3863,0.481,-0.3909,0.4403,0
PP 2,0.3627,NA,0.6169,NA,-0.3247,0.4898,2
KF 38789,0.3626,0.4066,0.5352,0.5737,-0.5516,0.46952499999999997,0
cortisone-acetate,0.3626,0.5048,0.4124,0.5041,-0.4153,0.445975,0
Rupatadine Fumarate,0.3626,NA,0.6002,0.5501,-0.4057,0.5043,1
CHEMBL59836,0.3626,NA,0.5484,NA,-0.4547,0.4555,2
BRD-K22862802,0.3626,NA,NA,0.3658,-0.4302,0.36419999999999997,2
CHEMBL2142877,0.3626,0.4513,0.3913,0.5521,-0.4524,0.43932499999999997,0
BRD-K69888333,0.3624,0.4902,0.4179,0.3684,-0.3316,0.409725,0
AZD8931 (Sapitinib),0.3624,0.3469,0.6308,0.7098,-0.4213,0.512475,0
AC1MEVG9,0.3624,0.3663,0.6834,0.5045,-0.563,0.47914999999999996,0
CHEMBL1165368,0.3621,NA,0.7129,NA,-0.4984,0.5375,2
CHEMBL2359886,0.3621,0.4752,0.6347,0.4081,-0.5908,0.470025,0
SA-1925996,0.362,NA,0.6148,0.4338,-0.4498,0.4702,1
MGCD-265,0.362,0.4103,0.6826,0.5272,-0.3684,0.495525,0
Tolnaftate,0.362,0.5479,0.6215,0.5157,-0.8361,0.5117750000000001,0
Chloroxine,0.3618,0.3591,0.678,0.5514,-0.349,0.487575,0
NCGC00170205-01,0.3617,0.4879,0.3799,0.4301,-0.4185,0.4149,0
CHEMBL2136392,0.3614,0.4036,0.5379,NA,-0.4126,0.4343,1
Ethosuximide,0.3613,NA,0.5346,NA,-0.4126,0.44794999999999996,2
Medrysone,0.3611,0.4825,0.6633,0.4136,-0.4906,0.480125,0
Thioguanine,0.3609,0.3423,0.5029,0.413,-0.3255,0.404775,0
Lomitapide,0.3605,0.4398,NA,0.4287,-0.3279,0.4096666666666667,1
Irinotecan,0.36,0.5109,0.4259,0.4998,-0.3518,0.44915,0
"Triazolothiadiazine, 9",0.36,0.3267,NA,0.7111,-0.4393,0.4659333333333333,1
Tegaserod,0.3599,0.4752,0.5472,0.7037,-0.4659,0.5215,0
Tyrphostin AG 126,0.3598,NA,0.6162,0.39,-0.4223,0.4553333333333333,1
Ambrisentan,0.3598,0.3457,0.6217,0.783,-0.4467,0.52755,0
CHEMBL1552755,0.3596,NA,0.6267,NA,-0.3394,0.49315,2
Obatoclax,0.3596,0.488,0.4616,0.4388,-0.3885,0.437,0
Nitrendipine,0.3589,NA,0.7269,0.4861,-0.5233,0.5239666666666667,1
Dapsone,0.3589,NA,0.5915,0.461,-0.4384,0.4704666666666667,1
Lomifylline,0.3589,NA,0.6451,NA,-0.4389,0.502,2
Practolol,0.3588,NA,0.4765,0.5357,-0.341,0.45699999999999996,1
102649-78-5,0.3588,NA,0.5672,NA,-0.638,0.463,2
(+)-Camptothecin,0.3586,0.5305,0.6152,0.4827,-0.4583,0.49674999999999997,0
GNF-PF-2272,0.3585,0.3767,0.6036,0.4826,-0.4828,0.45535,0
SNX-2112 (PF-04928473),0.3584,0.3559,0.5388,0.4287,-0.331,0.42045,0
BRD-K27151060,0.3584,0.3729,0.564,NA,-0.3364,0.43176666666666663,1
CHEMBL2136858,0.3584,0.3243,0.6147,0.4719,-0.3219,0.44232499999999997,0
Palmitoyl Dopamine,0.3584,0.4383,0.4747,0.3626,-0.3297,0.4085,0
Merck-Ketone,0.3584,0.3547,NA,0.4597,-0.3229,0.39093333333333335,1
BRD-K19914944,0.3584,NA,0.452,NA,-0.4095,0.4052,2
LY2874455,0.3579,0.3777,0.6014,0.4631,-0.3369,0.450025,0
GSK-2334470,0.3579,0.4571,0.6885,0.4622,-0.3248,0.491425,0
MFCD00671792,0.3578,0.3452,0.5582,0.3436,-0.3818,0.4012,0
IWR-1-ENDO,0.3574,NA,0.5796,0.3611,-0.411,0.4327,1
Methyllycaconitine,0.3573,NA,0.5053,0.5702,-0.5643,0.4776,1
SA-1921599,0.3573,0.3987,0.6305,0.5305,-0.5017,0.47924999999999995,0
Targinine,0.357,NA,0.6539,0.5487,-0.4249,0.5198666666666667,1
SU14813,0.357,0.4018,0.6591,0.9168,-0.3422,0.5836749999999999,0
Mosapride,0.3567,0.3539,0.7354,0.4338,-0.3339,0.46995000000000003,0
BRD-K00544996,0.3566,NA,0.5426,0.4156,-0.46,0.43826666666666664,1
Urapidil,0.3566,NA,0.5863,0.4614,-0.4651,0.4681,1
CGP-37157,0.3566,NA,0.6773,0.3626,-0.444,0.46549999999999997,1
Piceatannol,0.3564,0.4228,0.5945,0.4785,-0.3445,0.46305,0
FPL-55712,0.3563,0.3336,0.414,0.4345,-0.5125,0.3846,0
AC1O9ZTN,0.3561,NA,NA,0.5178,-0.6199,0.43695000000000006,2
Androstanol,0.356,NA,0.6787,0.3826,-0.4835,0.4724333333333333,1
AC1LDAF7,0.356,NA,NA,0.4644,-0.3316,0.4102,2
SMR000200744,0.3559,0.3803,0.718,0.4704,-0.4211,0.48114999999999997,0
CHEMBL2355586,0.3559,NA,0.6786,0.3964,-0.4023,0.47696666666666665,1
Fenticonazole Nitrate,0.3559,NA,0.6367,0.4867,-0.4315,0.49310000000000004,1
Chlorpheniramine,0.3559,0.3512,0.6533,0.4761,-0.4401,0.459125,0
Enzalutamide,0.3553,NA,0.6676,0.5877,-0.4132,0.5368666666666666,1
KUC104493,0.3551,0.377,0.6054,0.5037,-0.3995,0.46030000000000004,0
BRD-K67090983,0.355,0.351,0.6531,0.3474,-0.3983,0.426625,0
Aminogenistein,0.355,NA,0.6585,NA,-0.6276,0.50675,2
N6-Methyladenosine,0.355,0.355,0.5935,0.4578,-0.5336,0.44032499999999997,0
"Triazolothiadiazine, 30",0.3549,NA,0.5777,NA,-0.4251,0.4663,2
CHEMBL1436973,0.3547,NA,0.4792,NA,-0.3688,0.41695000000000004,2
VU0366037-2,0.3545,NA,0.699,0.3575,-0.6102,0.4703333333333333,1
BRD-A01645196,0.3545,0.4911,0.551,0.5305,-0.3569,0.481775,0
Bitopertin,0.3544,NA,0.4346,0.4443,-0.4157,0.41109999999999997,1
WZ-3105,0.3544,NA,0.6322,NA,-0.4887,0.49329999999999996,2
AC1M52QF,0.3544,0.325,0.6523,0.3839,-0.5053,0.4289,0
Icillin,0.3537,NA,0.5765,0.3508,-0.4852,0.427,1
Entecavir,0.3535,NA,0.6583,0.4264,-0.4166,0.4794,1
SMER28,0.3534,0.3461,NA,0.5229,-0.3688,0.4074666666666667,1
"Triazolothiadiazine, 23",0.3534,0.4187,NA,0.7036,-0.4379,0.4919,1
MLS002264363,0.3534,0.4533,0.6239,0.5017,-0.433,0.48307500000000003,0
E319,0.353,0.4636,0.4005,0.5188,-0.3718,0.433975,0
16Beta-hydroxydisitoxigenin,0.353,NA,0.5198,0.673,-0.3285,0.5152666666666667,1
"L-755,507",0.3528,NA,0.6178,0.4665,-0.4703,0.47903333333333337,1
Gly-Gly-Palo,0.3528,NA,0.5888,NA,-0.3308,0.4708,2
JWH-015,0.3526,NA,0.3908,0.4866,-0.4453,0.41,1
T5820451,0.3525,NA,0.6772,0.3703,-0.5261,0.4666666666666667,1
SPOX1_000823,0.3522,0.4782,0.406,0.3858,-0.3425,0.40555,0
Guggulsterone,0.3521,0.4265,0.6383,0.396,-0.5096,0.453225,0
SPB02137,0.3521,NA,0.5747,0.4237,-0.4208,0.45016666666666666,1
Scopolamine,0.352,NA,0.5375,0.5869,-0.41,0.4921333333333333,1
Lavendustin C,0.3519,0.5597,0.6036,0.3707,-0.7575,0.471475,0
Defactinib,0.3519,0.4718,0.664,0.5729,-0.3282,0.51515,0
Patupilone,0.3519,0.46,NA,0.7591,-0.4417,0.5236666666666667,1
Ivabradine HCl,0.3518,NA,0.5534,0.3572,-0.421,0.4208,1
BRD-K54343811,0.3517,NA,0.708,0.5217,-0.3373,0.5271333333333333,1
SCHEMBL2608041,0.3516,0.3262,NA,0.4009,-0.5389,0.35956666666666665,1
JZL-184,0.3514,NA,0.6589,0.4325,-0.4856,0.4809333333333333,1
LY2090314,0.3513,0.4254,0.6009,0.4534,-0.3322,0.45775,0
Methiazole,0.3512,0.3455,NA,0.4449,-0.4143,0.38053333333333333,1
PD153035 (Hydrochloride),0.3512,0.3907,0.6881,NA,-0.3718,0.4766666666666667,1
"ICI 192,605",0.3511,NA,0.6618,0.5949,-0.4124,0.5359333333333334,1
AC1L1E8W,0.3511,NA,0.5467,0.4528,-0.5027,0.4502,1
114798-26-4,0.3509,NA,0.6528,0.4744,-0.516,0.4927,1
MLS002276507,0.3509,NA,0.5453,NA,-0.5662,0.4481,2
SCHEMBL16892136,0.3509,0.4871,0.5701,0.5793,-0.3261,0.49685,0
Thioguanosine,0.3509,0.4792,0.487,0.4366,-0.3329,0.438425,0
AMG-517,0.3508,NA,0.676,0.512,-0.3424,0.5129333333333334,1
MLS001176107,0.3505,0.3377,NA,0.4457,-0.5114,0.3779666666666667,1
Sertaconazole,0.3505,0.3361,0.5939,0.6218,-0.4464,0.47557499999999997,0
Glycocholic acid,0.3503,NA,NA,0.364,-0.4955,0.35714999999999997,2
BRD-K01621458,0.3502,0.5022,0.6925,0.5444,-0.3567,0.522325,0
83002-04-4,0.3501,NA,NA,0.4944,-0.478,0.42225,2
Amphotericin-B,0.35,NA,0.5983,0.5135,-0.4387,0.4872666666666667,1
Mubritinib (TAK 165),0.3499,NA,0.6433,0.6414,-0.4322,0.5448666666666666,1
Pasireotide (ditrifluoroacetate),0.3498,0.3654,NA,0.4327,-0.4345,0.3826333333333333,1
CHEMBL2381524,0.3498,NA,0.75,0.5759,-0.4476,0.5585666666666667,1
CHEMBL3185054,0.3494,0.3724,0.661,NA,-0.3455,0.46093333333333336,1
Minoxidil,0.3491,0.4386,0.6461,0.61240000000000006,-0.5403,0.5115500000000001,0
Purvalanola,0.3491,0.4798,0.6306,0.535,-0.3546,0.49862500000000004,0
Iodoacetic acid,0.3491,0.4421,0.6133,0.4485,-0.3304,0.46325,0
SMR000076922,0.349,0.3595,0.6472,0.3844,-0.4401,0.435025,0
PAC-1,0.3487,0.4441,0.7322,0.5137,-0.3252,0.509675,0
MLS002473639,0.3487,NA,0.5456,0.4726,-0.4394,0.45563333333333333,1
MOXIDECTIN,0.3485,0.3302,0.5447,NA,-0.3213,0.4078,1
Amantadine,0.3483,NA,0.7272,0.5802,-0.4164,0.5519000000000001,1
Novobiocin,0.3482,NA,0.5161,0.3955,-0.4152,0.4199333333333333,1
AM 251,0.348,NA,0.6744,0.4646,-0.4819,0.49566666666666664,1
GSK-3 Inhibitor II,0.348,0.3441,0.6197,0.4981,-0.3958,0.452475,0
MLS-0208612.0001,0.348,0.4528,0.5868,NA,-0.4103,0.4625333333333333,1
Vincamine,0.3478,NA,0.6507,NA,-0.4144,0.49924999999999997,2
BRD-K36333904,0.3478,NA,0.5127,NA,-0.3236,0.43025,2
SCHEMBL10028379,0.3477,0.3366,NA,NA,-0.3298,0.34215,2
CX-5461,0.3476,0.7182,0.7887,0.7663,-0.3668,0.6552,0
BRD-K40963620,0.3476,NA,0.4042,0.3898,-0.4094,0.38053333333333333,1
BRD-K30640165,0.3474,NA,0.553,0.3573,-0.4473,0.41923333333333335,1
ML141,0.3473,NA,0.5854,0.3617,-0.4418,0.43146666666666667,1
F1061-0166,0.3472,0.5726,0.5803,0.4679,-0.321,0.492,0
PKC Beta Inhibitor,0.347,0.5532,NA,0.4778,-0.4222,0.4593333333333333,1
Pilocarpine,0.3465,NA,0.57,0.4847,-0.5043,0.46706666666666663,1
CHEMBL2204241,0.3465,NA,NA,0.3553,-0.5383,0.3509,2
Lidocaine,0.3464,NA,NA,0.4383,-0.4871,0.39235,2
Axitinib,0.3464,0.5004,0.5685,0.4394,-0.413,0.463675,0
BRD-K57836103,0.3462,NA,0.6307,NA,-0.5846,0.48845000000000005,2
DOCETAXEL,0.3459,0.5934,0.4815,0.554,-0.4324,0.49370000000000003,0
PCL2_000121,0.3458,NA,0.628,0.4208,-0.4269,0.46486666666666665,1
GW501516,0.3457,0.388,0.7136,0.4364,-0.378,0.47092500000000004,0
Colforsin,0.3457,NA,0.5942,0.6906,-0.4122,0.5435,1
BRD-K47407883,0.3456,NA,NA,0.3493,-0.4447,0.34745000000000004,2
BRD-K27732957,0.3456,0.4867,NA,NA,-0.4489,0.41615,2
RS-17053,0.3455,0.4356,0.7772,0.3691,-0.3675,0.48185,0
ZD 7114 hydrochloride,0.3455,0.3419,0.5387,0.3622,-0.5656,0.39707499999999996,0
10-{3-[4-(2-Chloroethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-phenothiazine,0.3455,0.416,0.4536,0.3733,-0.4221,0.3971,0
Tasquinimod,0.3453,0.4036,0.5652,0.7934,-0.6104,0.526875,0
HE044657,0.3453,0.3737,0.6938,NA,-0.4273,0.4709333333333333,1
SCHEMBL14177979,0.3453,0.4501,0.5489,0.6609,-0.477,0.5013000000000001,0
Aloisine,0.3451,NA,0.6577,0.5369,-0.3941,0.5132333333333333,1
Cyclosporine,0.3449,0.516,0.5978,0.4496,-0.3904,0.477075,0
10-DEBC,0.3447,0.3378,0.6803,0.8187,-0.4703,0.5453749999999999,0
Isoflupredone Acetate,0.3446,0.3381,0.6752,0.4856,-0.3234,0.46087500000000003,0
Arachidonyl Trifluoromethylketone,0.3446,0.538,0.7084,0.4369,-0.3312,0.5069750000000001,0
Amiloride,0.3445,0.3719,0.5602,0.5282,-0.6259,0.4512,0
Baricitinib,0.3445,NA,0.5899,0.421,-0.4998,0.4518,1
Fidaxomicin,0.3443,0.4801,0.6545,0.4102,-0.3334,0.472275,0
BRD-K26684619,0.3442,NA,NA,0.3726,-0.4239,0.3584,2
TCB2,0.344,0.3445,0.5739,0.4285,-0.4313,0.42272499999999996,0
DY131,0.3437,0.5308,0.5492,0.6303,-0.4397,0.5135000000000001,0
Tipiracil (hydrochloride),0.3435,0.4141,0.5527,0.6413,-0.5054,0.4879,0
HSCI1_000314,0.3434,NA,0.5771,0.379,-0.3267,0.43316666666666664,1
SKF-83959,0.3433,NA,0.5802,0.5654,-0.7335,0.4963,1
Masitinib,0.3433,0.4478,0.6273,0.5505,-0.4093,0.49222499999999997,0
NSC23766,0.3433,0.3939,0.7237,0.3922,-0.3237,0.463275,0
BML-259,0.3433,0.6321,0.5923,0.3857,-0.3324,0.48835,0
Lasalocid,0.3432,0.4363,0.477,NA,-0.3845,0.41883333333333334,1
Auranofin,0.3428,0.4324,0.6959,0.4923,-0.4271,0.49085,0
Tacrine,0.3426,0.5384,0.6291,0.4889,-0.478,0.49975,0
BRD-K16172779,0.3424,NA,NA,0.403,-0.4431,0.37270000000000003,2
MLS002264458,0.3422,0.4556,0.6467,0.5196,-0.3375,0.491025,0
Diethylstilbestrol,0.3419,0.4301,0.4568,0.5009,-0.4677,0.432425,0
Enoxolone,0.3419,NA,0.6091,0.456,-0.537,0.469,1
BRD-K60067222,0.3417,0.3431,0.5994,0.3756,-0.4083,0.41495000000000004,0
BRD-K35577141,0.3416,0.3532,0.5424,NA,-0.3944,0.4124,1
OSI-906 (Linsitinib),0.3415,0.347,0.7015,0.5206,-0.3247,0.47765,0
Oxotremorine,0.3415,NA,NA,0.5422,-0.3335,0.44185,2
CVF-SUMO-14,0.3414,0.4872,0.43,0.4817,-0.3249,0.435075,0
BRD-K75035820,0.3414,0.3614,0.5582,NA,-0.438,0.42033333333333334,1
BDBM50127227,0.3414,0.4221,0.7593,0.5018,-0.3238,0.50615,0
Levomethorphan,0.3411,NA,0.6287,NA,-0.4457,0.4849,2
CID 6167421,0.341,0.4917,0.676,0.368,-0.3241,0.469175,0
BRD-K37299375,0.3407,NA,NA,0.4784,-0.5559,0.40954999999999997,2
BRD-K25198488,0.3407,NA,NA,0.4536,-0.5544,0.39715,2
RG7090,0.3405,0.3435,0.5244,NA,-0.3301,0.4028,1
CHEMBL1511856,0.3403,0.4271,NA,NA,-0.3297,0.3837,2
Nafamostat Mesylate,0.3402,0.6812,0.5326,0.8208,-0.4327,0.5937,0
Perampanel,0.3401,0.421,0.4674,NA,-0.4538,0.4095,1
BRD-K71585907,0.34,0.3319,0.6461,NA,-0.4494,0.43933333333333335,1
Antimycin A,0.3399,0.3765,0.6804,0.3747,-0.3331,0.442875,0
Maxacalcitol-D6,0.3397,0.6274,0.6653,NA,-0.6095,0.5441333333333334,1
Licochalcone A,0.3396,NA,0.5977,0.6095,-0.3839,0.5156000000000001,1
SCHEMBL16980379,0.3396,0.3332,NA,0.5505,-0.336,0.40776666666666667,1
CHEMBL2359857,0.3395,0.3273,0.6394,0.3811,-0.5671,0.421825,0
Methoxsalen,0.3394,NA,0.5447,0.6105,-0.5686,0.4982,1
BRD-K76938712,0.3393,0.3628,0.6206,0.4054,-0.5686,0.432025,0
1991-52-2,0.3392,0.3628,0.6198,0.3784,-0.5239,0.42505000000000004,0
AZD3514,0.3391,0.5067,0.5401,0.5778,-0.3268,0.490925,0
MLS002607675,0.3391,NA,0.5226,NA,-0.4555,0.43084999999999996,2
HG-5-113-01,0.3391,0.411,0.6081,NA,-0.3236,0.4527333333333333,1
Atorvastatin,0.3388,0.4655,0.6076,0.4341,-0.3272,0.4615,0
11K-629S,0.3388,NA,0.5818,0.4669,-0.4431,0.46249999999999997,1
etoposide,0.3387,0.5282,0.5757,NA,-0.3226,0.48086666666666666,1
CHEMBL493153,0.3387,NA,0.551,0.3931,-0.3374,0.42760000000000004,1
Aminosalicylic acid,0.3385,0.3484,0.4587,0.4583,-0.4094,0.40097499999999997,0
K858,0.3384,0.4246,0.5354,0.5305,-0.5125,0.457225,0
AC1MSUFC,0.3378,0.369,0.6342,0.5315,-0.6245,0.468125,0
AC1L1IKY,0.3377,0.4605,0.6339,0.3738,-0.5027,0.451475,0
NVP-BHG712,0.3377,0.5136,0.617,0.6216,-0.325,0.522475,0
CHEMBL323994,0.3375,0.4438,0.6597,0.4231,-0.3291,0.46602499999999997,0
Isocycloheximide,0.3373,0.4637,NA,0.432,-0.3615,0.411,1
Hesperidin,0.3372,NA,0.6717,0.3584,-0.6192,0.45576666666666665,1
R428,0.3371,0.5749,0.7037,0.4797,-0.4262,0.52385,0
KUC104545N,0.337,0.3302,0.6242,0.3479,-0.444,0.409825,0
NNC 26-9100,0.3362,NA,0.6724,0.5807,-0.3382,0.5297666666666667,1
Amethopterin,0.336,0.4004,0.6666,NA,-0.3455,0.4676666666666667,1
CHEMBL2138962,0.336,0.3792,0.6596,0.3874,-0.3266,0.44055,0
CHEMBL2135649,0.3358,NA,0.629,0.3753,-0.3543,0.4467,1
AC1NPD0F,0.3357,NA,0.5661,0.4586,-0.4382,0.4534666666666667,1
Carmofur,0.3356,0.3718,0.6748,0.4939,-0.3327,0.469025,0
BRD-K26484692,0.3356,NA,0.3884,NA,-0.3336,0.362,2
DG-041,0.3355,0.528,0.5918,0.541,-0.3693,0.49907500000000005,0
Nifedipine,0.3354,0.4388,0.6382,0.8262,-0.3404,0.55965,0
Nalbufina [Dcit],0.3353,0.3248,0.659,0.4243,-0.4101,0.43585,0
Nortriptyline,0.335,0.4473,0.6679,0.5443,-0.3791,0.498625,0
Acetaminophen,0.3349,NA,0.6231,0.4867,-0.6415,0.48156666666666664,1
BRD-K70880645,0.3349,0.4807,0.5854,0.3406,-0.6158,0.4354,0
CHEMBL1939094,0.3349,NA,0.5876,0.3653,-0.4247,0.4292666666666667,1
AC1NWAOX,0.3347,0.4348,0.6175,0.4539,-0.3488,0.460225,0
Nimesulide,0.3344,NA,0.6269,0.5429,-0.4477,0.5014000000000001,1
"2-[(2,6-Dimethylphenyl)amino]-n,n-diethyl-n-methyl-2-oxoethanaminium",0.3343,NA,0.6201,0.3728,-0.4477,0.4424,1
CHEMBL2130568,0.3339,0.4551,0.4083,0.4072,-0.3341,0.401125,0
Apigenin,0.3337,0.4028,0.5965,0.377,-0.3494,0.4275,0
AC1MCK5A,0.3336,0.322,0.5764,0.633,-0.4837,0.46625,0
Valsartan,0.3336,0.3793,0.6065,0.5734,-0.4089,0.4732,0
BRD-K79260832,0.3335,0.3325,NA,NA,-0.3884,0.333,2
BRD-K78603557,0.3335,NA,0.4336,NA,-0.575,0.38355,2
BRD-K64106162,0.3335,0.4222,0.4902,0.5182,-0.4252,0.441025,0
