threshold,fda_status,compound,num
0.5,non_fda,BRD-K94781393,1
0.5,non_fda,BRD-K94797630,1
0.5,non_fda,BRD-K95021846,1
0.5,non_fda,BRD-K95042038,1
0.5,non_fda,BRD-K95047050,1
0.5,non_fda,BRD-K95047072,1
0.5,non_fda,BRD-K95096346,1
0.5,non_fda,BRD-K95208083,1
0.5,non_fda,BRD-K95285735,1
0.5,non_fda,BRD-K95367721,1
0.5,non_fda,BRD-K95391106-001-01-5,1
0.5,non_fda,BRD-K95419055,1
0.5,non_fda,BRD-K95488738,1
0.5,non_fda,BRD-K95517054-001-01-7,1
0.5,non_fda,BRD-K95545045,1
0.5,non_fda,BRD-K95582125,1
0.5,non_fda,BRD-K95593113,1
0.5,non_fda,BRD-K95631838,1
0.5,non_fda,BRD-K95647562,1
0.5,non_fda,BRD-K95786246,1
0.5,non_fda,BRD-K95842463,1
0.5,non_fda,BRD-K95899688,1
0.5,non_fda,BRD-K95976153,1
0.5,non_fda,BRD-K95985487-001-01-3,1
0.5,non_fda,BRD-K96005107,1
0.5,non_fda,BRD-K96157570,1
0.5,non_fda,BRD-K96170115,1
0.5,non_fda,BRD-K96269157,1
0.5,non_fda,BRD-K96270963,1
0.5,non_fda,BRD-K96285502,1
0.5,non_fda,BRD-K96329791,1
0.5,non_fda,BRD-K96385755,1
0.5,non_fda,BRD-K96396151,1
0.5,non_fda,BRD-K96403486,1
0.5,non_fda,BRD-K96433222-001-01-3,1
0.5,non_fda,BRD-K96534186,1
0.5,non_fda,BRD-K96539190,1
0.5,non_fda,BRD-K96612346,1
0.5,non_fda,BRD-K96659448,1
0.5,non_fda,BRD-K96694631,1
0.5,non_fda,BRD-K96697180,1
0.5,non_fda,BRD-K96745884,1
0.5,non_fda,BRD-K96752633,1
0.5,non_fda,BRD-K96797558,1
0.5,non_fda,BRD-K96933023,1
0.5,non_fda,BRD-K96952717,1
0.5,non_fda,BRD-K96957785,1
0.5,non_fda,BRD-K96989541,1
0.5,non_fda,BRD-K97024014,1
0.5,non_fda,BRD-K97029281,1
0.5,non_fda,BRD-K97101742,1
0.5,non_fda,BRD-K97149069,1
0.5,non_fda,BRD-K97318829,1
0.5,non_fda,BRD-K97614198,1
0.5,non_fda,BRD-K97633445,1
0.5,non_fda,BRD-K97758158,1
0.5,non_fda,BRD-K97829610,1
0.5,non_fda,BRD-K97863769,1
0.5,non_fda,BRD-K97955841,1
0.5,non_fda,BRD-K97972197,1
0.5,non_fda,BRD-K98004941,1
0.5,non_fda,BRD-K98005081,1
0.5,non_fda,BRD-K98062568,1
0.5,non_fda,BRD-K98123586,1
0.5,non_fda,BRD-K98196975,1
0.5,non_fda,BRD-K98240084,1
0.5,non_fda,BRD-K98328967,1
0.5,non_fda,BRD-K98437249,1
0.5,non_fda,BRD-K98471960,1
0.5,non_fda,BRD-K98622504,1
0.5,non_fda,BRD-K98630904-001-01-7,1
0.5,non_fda,BRD-K98634983,1
0.5,non_fda,BRD-K98668154,1
0.5,non_fda,BRD-K98710661,1
0.5,non_fda,BRD-K98716460,1
0.5,non_fda,BRD-K98803880,1
0.5,non_fda,BRD-K98832591,1
0.5,non_fda,BRD-K98850601,1
0.5,non_fda,BRD-K98945308,1
0.5,non_fda,BRD-K98990727,1
0.5,non_fda,BRD-K99017327,1
0.5,non_fda,BRD-K99115033,1
0.5,non_fda,BRD-K99191181,1
0.5,non_fda,BRD-K99303177,1
0.5,non_fda,BRD-K99335646,1
0.5,non_fda,BRD-K99349510,1
0.5,non_fda,BRD-K99380810-001-01-1,1
0.5,non_fda,BRD-K99395085,1
0.5,non_fda,BRD-K99433267,1
0.5,non_fda,BRD-K99447056,1
0.5,non_fda,BRD-K99567611,1
0.5,non_fda,BRD-K99597257,1
0.5,non_fda,BRD-K99712306-003-01-2,1
0.5,non_fda,BRD-K99718824,1
0.5,non_fda,BRD-K99750636,1
0.5,non_fda,BRD-K99756483,1
0.5,non_fda,BRD-K99763083,1
0.5,non_fda,BRD-K99874282,1
0.5,non_fda,BRD-K99902401,1
0.5,non_fda,BRD-K99913693,1
0.5,non_fda,BRD-K99999497,1
0.5,non_fda,BRD-M04224464,1
0.5,non_fda,BRD-M15189060,1
0.5,non_fda,BRD-M18093923,1
0.5,non_fda,BRD-M32495507,1
0.5,non_fda,BRD-M32778103,1
0.5,non_fda,BRD-M33077182,1
0.5,non_fda,BRD-M39727370,1
0.5,non_fda,BRD-M49151292,1
0.5,non_fda,BRD-M54407015,1
0.5,non_fda,BRD-M82627054,1
0.5,non_fda,BRD-M87776818,1
0.5,non_fda,BRD-M91342002,1
0.5,non_fda,BRD-M91803535,1
0.5,non_fda,BRD-M91876180,1
0.5,non_fda,BRD-M94512770,1
0.5,non_fda,BRD-M98484762,1
0.5,non_fda,BRD-U32049204,1
0.5,non_fda,BRD-U71399930,1
0.5,non_fda,BRD-U88878891,1
0.5,non_fda,BRD4770,1
0.5,non_fda,BRL-37344,1
0.5,non_fda,BRL50481,1
0.5,non_fda,BRL54443,1
0.5,non_fda,BRN 0893050,1
0.5,non_fda,BRN 1086272,1
0.5,non_fda,BRN 1087718,1
0.5,non_fda,BRN 1088757,1
0.5,non_fda,BRN 1549781,1
0.5,non_fda,BRN 1601185,1
0.5,non_fda,Broad-Sai-045,1
0.5,non_fda,Broad-Sai-296,1
0.5,non_fda,Broad-Sai-370,1
0.5,non_fda,Broad-Sai-424,1
0.5,non_fda,Broad-Sai-443,1
0.5,non_fda,Broad-Sai-560,1
0.5,non_fda,Broad-Sai-595,1
0.5,non_fda,Broad-Sai-609,1
0.5,non_fda,Broad-Sai-686,1
0.5,non_fda,BSPBIO_001542,1
0.5,non_fda,BSPBIO_001592,1
0.5,non_fda,BW-723C86,1
0.5,non_fda,C-Fms Inhibitor,1
0.5,non_fda,C19H19FN4O3,1
0.5,non_fda,C23H24CLN3O5,1
0.5,non_fda,CAM-9-021,1
0.5,non_fda,CAM-9-026,1
0.5,non_fda,CAY-10594,1
0.5,non_fda,CAY10577,1
0.5,non_fda,CAY10578,1
0.5,non_fda,CAY10585,1
0.5,non_fda,CAY10603,1
0.5,non_fda,CAY10618,1
0.5,non_fda,CC-930,1
0.5,non_fda,CCG-208021,1
0.5,non_fda,CCG-208038,1
0.5,non_fda,CCG-208137,1
0.5,non_fda,CCG-214295,1
0.5,non_fda,CCT 018159,1
0.5,non_fda,CCT036477,1
0.5,non_fda,CDK9 Inhibitor,1
0.5,non_fda,CEP-18770 (Delanzomib),1
0.5,non_fda,CEP-37440,1
0.5,non_fda,CG-930,1
0.5,non_fda,CGP 57380,1
0.5,non_fda,CGP-12177,1
0.5,non_fda,CGP-37157,1
0.5,non_fda,CGP-52432,1
0.5,non_fda,CGP-53353,1
0.5,non_fda,CGP55845,1
0.5,non_fda,CGP71683A,1
0.5,non_fda,CGS 20625,1
0.5,non_fda,CGS-12066A,1
0.5,non_fda,CGS-15943,1
0.5,non_fda,ChEBI91594,1
0.5,non_fda,CHEMBL105897,1
0.5,non_fda,CHEMBL1085587,1
0.5,non_fda,CHEMBL1165368,1
0.5,non_fda,CHEMBL1172402,1
0.5,non_fda,CHEMBL1173694,1
0.5,non_fda,CHEMBL1201939,1
0.5,non_fda,CHEMBL1208118,1
0.5,non_fda,CHEMBL1222381,1
0.5,non_fda,CHEMBL1242477,1
0.5,non_fda,CHEMBL1270608,1
0.5,non_fda,CHEMBL1270705,1
0.5,non_fda,CHEMBL1271012,1
0.5,non_fda,CHEMBL1271119,1
0.5,non_fda,CHEMBL1271221,1
0.5,non_fda,CHEMBL1271322,1
0.5,non_fda,CHEMBL1271429,1
0.5,non_fda,CHEMBL12760,1
0.5,non_fda,CHEMBL1290246,1
0.5,non_fda,CHEMBL1311880,1
0.5,non_fda,CHEMBL1316687,1
0.5,non_fda,CHEMBL1327417,1
0.5,non_fda,CHEMBL1332325,1
0.5,non_fda,CHEMBL1367741,1
0.5,non_fda,CHEMBL1374544,1
0.5,non_fda,CHEMBL1394028,1
0.5,non_fda,CHEMBL1394132,1
0.5,non_fda,CHEMBL1398049,1
0.5,non_fda,CHEMBL1406616,1
0.5,non_fda,CHEMBL1433941,1
0.5,non_fda,CHEMBL1434137,1
0.5,non_fda,CHEMBL1435542,1
0.5,non_fda,CHEMBL1436585,1
0.5,non_fda,CHEMBL1436973,1
0.5,non_fda,CHEMBL1456638,1
0.5,non_fda,CHEMBL1456973,1
0.5,non_fda,CHEMBL1474387,1
0.5,non_fda,CHEMBL1474834,1
0.5,non_fda,CHEMBL1513361,1
0.5,non_fda,CHEMBL1514777,1
0.5,non_fda,CHEMBL1515144,1
0.5,non_fda,CHEMBL1520057,1
0.5,non_fda,CHEMBL1521288,1
0.5,non_fda,CHEMBL1521956,1
0.5,non_fda,CHEMBL153158,1
0.5,non_fda,CHEMBL1531854,1
0.5,non_fda,CHEMBL1551506,1
0.5,non_fda,CHEMBL1555138,1
0.5,non_fda,CHEMBL1555451,1
0.5,non_fda,CHEMBL1593913,1
0.5,non_fda,CHEMBL1617726,1
0.5,non_fda,CHEMBL1619263,1
0.5,non_fda,CHEMBL1624052,1
0.5,non_fda,CHEMBL168972,1
0.5,non_fda,CHEMBL1698064,1
0.5,non_fda,CHEMBL1700271,1
0.5,non_fda,CHEMBL1700681,1
0.5,non_fda,CHEMBL1716096,1
0.5,non_fda,CHEMBL1718102,1
0.5,non_fda,CHEMBL1731235,1
0.5,non_fda,CHEMBL1788383,1
0.5,non_fda,CHEMBL179288,1
0.5,non_fda,CHEMBL1868011,1
0.5,non_fda,CHEMBL1886242,1
0.5,non_fda,CHEMBL1890309,1
0.5,non_fda,CHEMBL1903707,1
0.5,non_fda,CHEMBL1910803,1
0.5,non_fda,CHEMBL1938917,1
0.5,non_fda,CHEMBL1939080,1
0.5,non_fda,CHEMBL1950303,1
0.5,non_fda,CHEMBL1965031,1
0.5,non_fda,CHEMBL1982510,1
0.5,non_fda,CHEMBL1984778,1
0.5,non_fda,CHEMBL1986318,1
0.5,non_fda,CHEMBL1991045,1
0.5,non_fda,CHEMBL1992500,1
0.5,non_fda,CHEMBL2001494,1
0.5,non_fda,CHEMBL2002074,1
0.5,non_fda,CHEMBL2017783,1
0.5,non_fda,CHEMBL2057940,1
0.5,non_fda,CHEMBL212197,1
0.5,non_fda,CHEMBL2130683,1
0.5,non_fda,CHEMBL2130935,1
0.5,non_fda,CHEMBL2130971,1
0.5,non_fda,CHEMBL2131454,1
0.5,non_fda,CHEMBL2131671,1
0.5,non_fda,CHEMBL2131775,1
0.5,non_fda,CHEMBL2131904,1
0.5,non_fda,CHEMBL2132134,1
0.5,non_fda,CHEMBL2132570,1
0.5,non_fda,CHEMBL2132717,1
0.5,non_fda,CHEMBL2133868,1
0.5,non_fda,CHEMBL2133950,1
0.5,non_fda,CHEMBL2133997,1
0.5,non_fda,CHEMBL2134104,1
0.5,non_fda,CHEMBL2134189,1
0.5,non_fda,CHEMBL2135125,1
0.5,non_fda,CHEMBL2135159,1
0.5,non_fda,CHEMBL2135279,1
0.5,non_fda,CHEMBL2135417,1
0.5,non_fda,CHEMBL2135524,1
0.5,non_fda,CHEMBL2135537,1
0.5,non_fda,CHEMBL2137151,1
0.5,non_fda,CHEMBL2137269,1
0.5,non_fda,CHEMBL2137726,1
0.5,non_fda,CHEMBL2138246,1
0.5,non_fda,CHEMBL2138292,1
0.5,non_fda,CHEMBL2138369,1
0.5,non_fda,CHEMBL2138407,1
0.5,non_fda,CHEMBL2138898,1
0.5,non_fda,CHEMBL2138962,1
0.5,non_fda,CHEMBL2139002,1
0.5,non_fda,CHEMBL2139070,1
0.5,non_fda,CHEMBL2139823,1
0.5,non_fda,CHEMBL2140107,1
0.5,non_fda,CHEMBL2140128,1
0.5,non_fda,CHEMBL2140189,1
0.5,non_fda,CHEMBL2140610,1
0.5,non_fda,CHEMBL2140612,1
0.5,non_fda,CHEMBL2140651,1
0.5,non_fda,CHEMBL2140791,1
0.5,non_fda,CHEMBL2140880,1
0.5,non_fda,CHEMBL2140960,1
0.5,non_fda,CHEMBL2141330,1
0.5,non_fda,CHEMBL2141850,1
0.5,non_fda,CHEMBL2142072,1
0.5,non_fda,CHEMBL2142358,1
0.5,non_fda,CHEMBL2142524,1
0.5,non_fda,CHEMBL2142684,1
0.5,non_fda,CHEMBL2142739,1
0.5,non_fda,CHEMBL2142935,1
0.5,non_fda,CHEMBL2143402,1
0.5,non_fda,CHEMBL2143415,1
0.5,non_fda,CHEMBL2143628,1
0.5,non_fda,CHEMBL2143638,1
0.5,non_fda,CHEMBL2143684,1
0.5,non_fda,CHEMBL2143694,1
0.5,non_fda,CHEMBL214378,1
0.5,non_fda,CHEMBL2143784,1
0.5,non_fda,CHEMBL2143936,1
0.5,non_fda,CHEMBL2144686,1
0.5,non_fda,CHEMBL2145183,1
0.5,non_fda,CHEMBL2145339,1
0.5,non_fda,CHEMBL2152358,1
0.5,non_fda,CHEMBL2152359,1
0.5,non_fda,CHEMBL2152380,1
0.5,non_fda,CHEMBL2180814,1
0.5,non_fda,CHEMBL2181097,1
0.5,non_fda,CHEMBL2203528,1
0.5,non_fda,CHEMBL2204241,1
0.5,non_fda,CHEMBL2326701,1
0.5,non_fda,CHEMBL2333339,1
0.5,non_fda,CHEMBL2333346,1
0.5,non_fda,CHEMBL2354516,1
0.5,non_fda,CHEMBL2354536,1
0.5,non_fda,CHEMBL2354737,1
0.5,non_fda,CHEMBL2354888,1
0.5,non_fda,CHEMBL2354897,1
0.5,non_fda,CHEMBL2355034,1
0.5,non_fda,CHEMBL2355186,1
0.5,non_fda,CHEMBL2355308,1
0.5,non_fda,CHEMBL2355346,1
0.5,non_fda,CHEMBL2355356,1
0.5,non_fda,CHEMBL2355391,1
0.5,non_fda,CHEMBL2355432,1
0.5,non_fda,CHEMBL2355494,1
0.5,non_fda,CHEMBL2355554,1
0.5,non_fda,CHEMBL2355586,1
0.5,non_fda,CHEMBL2355600,1
0.5,non_fda,CHEMBL2355630,1
0.5,non_fda,CHEMBL2355647,1
0.5,non_fda,CHEMBL2355693,1
0.5,non_fda,CHEMBL2355890,1
0.5,non_fda,CHEMBL2356076,1
0.5,non_fda,CHEMBL2356228,1
0.5,non_fda,CHEMBL2356381,1
0.5,non_fda,CHEMBL2356468,1
0.5,non_fda,CHEMBL2356492,1
0.5,non_fda,CHEMBL2356562,1
0.5,non_fda,CHEMBL2356693,1
0.5,non_fda,CHEMBL2356733,1
0.5,non_fda,CHEMBL2356746,1
0.5,non_fda,CHEMBL2356872,1
0.5,non_fda,CHEMBL2356998,1
0.5,non_fda,CHEMBL2357005,1
0.5,non_fda,CHEMBL2357067,1
0.5,non_fda,CHEMBL2357096,1
0.5,non_fda,CHEMBL2357246,1
0.5,non_fda,CHEMBL2357518,1
0.5,non_fda,CHEMBL2357745,1
0.5,non_fda,CHEMBL2357852,1
0.5,non_fda,CHEMBL2357936,1
0.5,non_fda,CHEMBL2358056,1
0.5,non_fda,CHEMBL2358082,1
0.5,non_fda,CHEMBL2358136,1
0.5,non_fda,CHEMBL2358156,1
0.5,non_fda,CHEMBL2358216,1
0.5,non_fda,CHEMBL2358276,1
0.5,non_fda,CHEMBL2358392,1
0.5,non_fda,CHEMBL2358397,1
0.5,non_fda,CHEMBL2358781,1
0.5,non_fda,CHEMBL2358826,1
0.5,non_fda,CHEMBL2358849,1
0.5,non_fda,CHEMBL2358923,1
0.5,non_fda,CHEMBL2358962,1
0.5,non_fda,CHEMBL2359007,1
0.5,non_fda,CHEMBL2359109,1
0.5,non_fda,CHEMBL2359288,1
0.5,non_fda,CHEMBL2359362,1
0.5,non_fda,CHEMBL2359418,1
0.5,non_fda,CHEMBL2359475,1
0.5,non_fda,CHEMBL2359502,1
0.5,non_fda,CHEMBL2359633,1
0.5,non_fda,CHEMBL2359657,1
0.5,non_fda,CHEMBL2359857,1
0.5,non_fda,CHEMBL2359949,1
0.5,non_fda,CHEMBL2360006,1
0.5,non_fda,CHEMBL2360064,1
0.5,non_fda,CHEMBL2360276,1
0.5,non_fda,CHEMBL2360348,1
0.5,non_fda,CHEMBL2360376,1
0.5,non_fda,CHEMBL2360382,1
0.5,non_fda,CHEMBL2360603,1
0.5,non_fda,CHEMBL2360650,1
0.5,non_fda,CHEMBL2360750,1
0.5,non_fda,CHEMBL2360848,1
0.5,non_fda,CHEMBL2360924,1
0.5,non_fda,CHEMBL2360967,1
0.5,non_fda,CHEMBL2361021,1
0.5,non_fda,CHEMBL2361061,1
0.5,non_fda,CHEMBL2361224,1
0.5,non_fda,CHEMBL2361379,1
0.5,non_fda,CHEMBL2361406,1
0.5,non_fda,CHEMBL2361545,1
0.5,non_fda,CHEMBL2361743,1
0.5,non_fda,CHEMBL2361748,1
0.5,non_fda,CHEMBL2361787,1
0.5,non_fda,CHEMBL2361829,1
0.5,non_fda,CHEMBL2362024,1
0.5,non_fda,CHEMBL2362080,1
0.5,non_fda,CHEMBL2362282,1
0.5,non_fda,CHEMBL2362317,1
0.5,non_fda,CHEMBL2362357,1
0.5,non_fda,CHEMBL2362360,1
0.5,non_fda,CHEMBL2362396,1
0.5,non_fda,CHEMBL2362456,1
0.5,non_fda,CHEMBL2362635,1
0.5,non_fda,CHEMBL2362782,1
0.5,non_fda,CHEMBL2362834,1
0.5,non_fda,CHEMBL2362931,1
0.5,non_fda,CHEMBL2381524,1
0.5,non_fda,CHEMBL258148,1
0.5,non_fda,CHEMBL259628,1
0.5,non_fda,CHEMBL262079,1
0.5,non_fda,CHEMBL288096,1
0.5,non_fda,CHEMBL299879,1
0.5,non_fda,CHEMBL300780,1
0.5,non_fda,CHEMBL306319,1
0.5,non_fda,CHEMBL3109370,1
0.5,non_fda,CHEMBL318111,1
0.5,non_fda,CHEMBL3181961,1
0.5,non_fda,CHEMBL3182128,1
0.5,non_fda,CHEMBL3182137,1
0.5,non_fda,CHEMBL3182260,1
0.5,non_fda,CHEMBL3182318,1
0.5,non_fda,CHEMBL3182405,1
0.5,non_fda,CHEMBL3182510,1
0.5,non_fda,CHEMBL3182585,1
0.5,non_fda,CHEMBL3183425,1
0.5,non_fda,CHEMBL3183442,1
0.5,non_fda,CHEMBL3183893,1
0.5,non_fda,CHEMBL3184317,1
0.5,non_fda,CHEMBL3184324,1
0.5,non_fda,CHEMBL3184441,1
0.5,non_fda,CHEMBL3184446,1
0.5,non_fda,CHEMBL3184674,1
0.5,non_fda,CHEMBL3184905,1
0.5,non_fda,CHEMBL3185054,1
0.5,non_fda,CHEMBL3185277,1
0.5,non_fda,CHEMBL3185534,1
0.5,non_fda,CHEMBL3185651,1
0.5,non_fda,CHEMBL3185697,1
0.5,non_fda,CHEMBL3185699,1
0.5,non_fda,CHEMBL3186197,1
0.5,non_fda,CHEMBL3186245,1
0.5,non_fda,CHEMBL3186722,1
0.5,non_fda,CHEMBL3186769,1
0.5,non_fda,CHEMBL3187124,1
0.5,non_fda,CHEMBL3187421,1
0.5,non_fda,CHEMBL3188539,1
0.5,non_fda,CHEMBL3188581,1
0.5,non_fda,CHEMBL3188797,1
0.5,non_fda,CHEMBL3188944,1
0.5,non_fda,CHEMBL3188986,1
0.5,non_fda,CHEMBL323994,1
0.5,non_fda,CHEMBL3260979,1
0.5,non_fda,CHEMBL3348993,1
0.5,non_fda,CHEMBL34095,1
0.5,non_fda,CHEMBL3605602,1
0.5,non_fda,CHEMBL372631,1
0.5,non_fda,CHEMBL397100,1
0.5,non_fda,CHEMBL399379,1
0.5,non_fda,CHEMBL404099,1
0.5,non_fda,CHEMBL416418,1
0.5,non_fda,CHEMBL41721,1
0.5,non_fda,CHEMBL436817,1
0.5,non_fda,CHEMBL453376,1
0.5,non_fda,CHEMBL461194,1
0.5,non_fda,CHEMBL475341,1
0.5,non_fda,CHEMBL489621,1
0.5,non_fda,CHEMBL490083,1
0.5,non_fda,CHEMBL552425,1
0.5,non_fda,CHEMBL566283,1
0.5,non_fda,CHEMBL566501,1
0.5,non_fda,CHEMBL566687,1
0.5,non_fda,CHEMBL566722,1
0.5,non_fda,CHEMBL567331,1
0.5,non_fda,CHEMBL567340,1
0.5,non_fda,CHEMBL567341,1
0.5,non_fda,CHEMBL568614,1
0.5,non_fda,CHEMBL586058,1
0.5,non_fda,CHEMBL593506,1
0.5,non_fda,CHEMBL59836,1
0.5,non_fda,CHEMBL602850,1
0.5,non_fda,CHEMBL607856,1
0.5,non_fda,CHEMBL610781,1
0.5,non_fda,CHEMBL78012,1
0.5,non_fda,CHEMBL81330,1
0.5,non_fda,CHEMDIV1_009700,1
0.5,non_fda,CHEMDIV3_000020,1
0.5,non_fda,CHEMDIV3_001301,1
0.5,non_fda,CHEMDIV3_005068,1
0.5,non_fda,CHEMDIV3_007230,1
0.5,non_fda,CHEMDIV3_007362,1
0.5,non_fda,CHIR-265,1
0.5,non_fda,CHIR-99021,1
0.5,non_fda,CI-218872,1
0.5,non_fda,CI-966,1
0.5,non_fda,CID 24069689,1
0.5,non_fda,CID 45006067,1
0.5,non_fda,CID 45259133,1
0.5,non_fda,CID 45259135,1
0.5,non_fda,CID 46937231,1
0.5,non_fda,CID 46937236,1
0.5,non_fda,CID 46937243,1
0.5,non_fda,CID 57083817,1
0.5,non_fda,CID 6167421,1
0.5,non_fda,CID 73707469,1
0.5,non_fda,CID 74180475,1
0.5,non_fda,CID 75060880,1
0.5,non_fda,CID 75060947,1
0.5,non_fda,CID 75577922,1
0.5,non_fda,CID 78435479,1
0.5,non_fda,CID 91122153,1
0.5,non_fda,CID 91522200,1
0.5,non_fda,CID-2858522,1
0.5,non_fda,CID755673,1
0.5,non_fda,Cis-2-Methoxycinnamic Acid,1
0.5,non_fda,CL-976,1
0.5,non_fda,CO-1686 (AVL-301),1
0.5,non_fda,COT Inhibitor-2,1
0.5,non_fda,CP466722,1
0.5,non_fda,CP93129,1
0.5,non_fda,CPI-613,1
0.5,non_fda,CTK8H3236,1
0.5,non_fda,CYM5938,1
0.5,non_fda,CYM5951,1
0.5,non_fda,CYTO7H11,1
0.5,non_fda,D-64131,1
0.5,non_fda,D-64406,1
0.5,non_fda,Dantrolene-13C3,1
0.5,non_fda,DG-041,1
0.5,non_fda,DH 97,1
0.5,non_fda,DHPC1_000782,1
0.5,non_fda,DHPC9-T_000028,1
0.5,non_fda,DM163,1
0.5,non_fda,DMP-543,1
0.5,non_fda,DR 2313,1
0.5,non_fda,E 2012,1
0.5,non_fda,E-3810,1
0.5,non_fda,EI-346-ERLOTINIB-ANALOG,1
0.5,non_fda,EMD-1214063,1
0.5,non_fda,EMD-41000,1
0.5,non_fda,EMD-66684,1
0.5,non_fda,"Ethyl 3-[(5-mercapto-1,3,4-thiadiazol-2-yl)thio]propanoate",1
0.5,non_fda,EVP-6124 (hydrochloride),1
0.5,non_fda,EX-527,1
0.5,non_fda,EX-8678,1
0.5,non_fda,EX527,1
0.5,non_fda,EXO-1,1
0.5,non_fda,F0014-0057,1
0.5,non_fda,F0605-0375,1
0.5,non_fda,F0919-7914,1
0.5,non_fda,F1298-0937,1
0.5,non_fda,F1396-0210,1
0.5,non_fda,F1566-0341,1
0.5,non_fda,F1679-0128,1
0.5,non_fda,F1743-0035,1
0.5,non_fda,F3098-7034,1
0.5,non_fda,F3284-4453,1
0.5,non_fda,FG7142,1
0.5,non_fda,FGIN1-27,1
0.5,non_fda,FK 866,1
0.5,non_fda,FPA1_000112,1
0.5,non_fda,FPA1_000218,1
0.5,non_fda,FPA1_000251,1
0.5,non_fda,FPA1_000301,1
0.5,non_fda,FPA1_000311,1
0.5,non_fda,FPA1_000317,1
0.5,non_fda,FPL-55712,1
0.5,non_fda,FPL64176,1
0.5,non_fda,FTI276,1
0.5,non_fda,GANT58,1
0.5,non_fda,GDC-0068,1
0.5,non_fda,GDC-0834 (Racemate),1
0.5,non_fda,Genz-644282,1
0.5,non_fda,GF-109203,1
0.5,non_fda,GMX1778,1
0.5,non_fda,GP 1A,1
0.5,non_fda,GP 2A,1
0.5,non_fda,GR 159897,1
0.5,non_fda,GR-103691,1
0.5,non_fda,GR-127935,1
0.5,non_fda,GR-144053,1
0.5,non_fda,GR-55562,1
0.5,non_fda,GR-89696,1
0.5,non_fda,GS-39783,1
0.5,non_fda,GSK 1059615,1
0.5,non_fda,GSK 3BETA Inhibitor VIII,1
0.5,non_fda,GSK-0660,1
0.5,non_fda,GSK-319347A,1
0.5,non_fda,GSK-923295,1
0.5,non_fda,GSK1292263,1
0.5,non_fda,GSK256066,1
0.5,non_fda,GSK962040,1
0.5,non_fda,GTP 14564,1
0.5,non_fda,GW 405833,1
0.5,non_fda,GW-0742,1
0.5,non_fda,GW-9662,1
0.5,non_fda,GW305074X,1
0.5,non_fda,GW441756X,1
0.5,non_fda,GW501516,1
0.5,non_fda,GW7647,1
0.5,non_fda,GW9508,1
0.5,non_fda,GYKI-52466,1
0.5,non_fda,H-9,1
0.5,non_fda,H7,1
0.5,non_fda,H89,1
0.5,non_fda,H9,1
0.5,non_fda,HA 1004,1
0.5,non_fda,HA 14-1,1
0.5,non_fda,HC-030031,1
0.5,non_fda,"HDACi1,2+3_mix",1
0.5,non_fda,HEMICHOLINIUM-3,1
0.5,non_fda,HG-5-88-01,1
0.5,non_fda,HG-6-64-01,1
0.5,non_fda,HG6-64-1,1
0.5,non_fda,HMS1476K01,1
0.5,non_fda,HMS1484F20,1
0.5,non_fda,HMS3264J07,1
0.5,non_fda,HSCI1_000191,1
0.5,non_fda,HSCI1_000313,1
0.5,non_fda,I-212148,1
0.5,non_fda,IC 261,1
0.5,non_fda,IC-87114,1
0.5,non_fda,ICI 162846,1
0.5,non_fda,"ICI 182,780",1
0.5,non_fda,"ICI 192,605",1
0.5,non_fda,"ICI182, 780",1
0.5,non_fda,IKK Inhibitor VII,1
0.5,non_fda,IMD-0354,1
0.5,non_fda,IN1054,1
0.5,non_fda,IN1092,1
0.5,non_fda,IN1152,1
0.5,non_fda,IN1304,1
0.5,non_fda,IN1345,1
0.5,non_fda,IN1434,1
0.5,non_fda,IN1436,1
0.5,non_fda,IN1541,1
0.5,non_fda,INCA-6,1
0.5,non_fda,IOX1,1
0.5,non_fda,IOX2,1
0.5,non_fda,IWP 2,1
0.5,non_fda,IWR-1-ENDO,1
0.5,non_fda,JLK-6,1
0.5,non_fda,JNJ-38877605,1
0.5,non_fda,JTE 013,1
0.5,non_fda,JW 55,1
0.5,non_fda,JW-7-24-1,1
0.5,non_fda,JWH-015,1
0.5,non_fda,K-115,1
0.5,non_fda,K784-3187,1
0.5,non_fda,K858,1
0.5,non_fda,KBIO2_001961,1
0.5,non_fda,KBIO2_003002,1
0.5,non_fda,KDM-103,1
0.5,non_fda,KI-16425,1
0.5,non_fda,KI8751,1
0.5,non_fda,KM01366,1
0.5,non_fda,KM04501,1
0.5,non_fda,KN 62,1
0.5,non_fda,KN93,1
0.5,non_fda,KO143,1
0.5,non_fda,KS-1136,1
0.5,non_fda,KU-55933,1
0.5,non_fda,KUC103424N,1
0.5,non_fda,KUC103428N,1
0.5,non_fda,KUC103676,1
0.5,non_fda,KUC103881,1
0.5,non_fda,KUC103884,1
0.5,non_fda,KUC103885,1
0.5,non_fda,KUC103898N,1
0.5,non_fda,KUC103903N,1
0.5,non_fda,KUC104126N,1
0.5,non_fda,KUC104129,1
0.5,non_fda,KUC104133,1
0.5,non_fda,KUC104135,1
0.5,non_fda,KUC104140,1
0.5,non_fda,KUC104219,1
0.5,non_fda,KUC104223,1
0.5,non_fda,KUC104227,1
0.5,non_fda,KUC104228,1
0.5,non_fda,KUC104236N,1
0.5,non_fda,KUC104254,1
0.5,non_fda,KUC104255,1
0.5,non_fda,KUC104486,1
0.5,non_fda,KUC104488,1
0.5,non_fda,KUC104493,1
0.5,non_fda,KUC105208 KUC105208N,1
0.5,non_fda,KUC105998N,1
