compound,a5491,a5492,ha1e2,ht29,mcf72,pc3,vcap1,vcap2
BG-51,0.46972,0.3944,0.416675,0.4961,0.40826666666666667,0.492025,0.53068,0.502
Gemfibrozil,0.43953333333333333,0.3846,0.43274999999999997,0.45006666666666667,0.41146666666666665,0.47150000000000003,0.5459499999999999,0.4296
ITK Inhibitor,0.53302,0.42225999999999997,0.50072,0.531775,0.47396666666666665,0.427775,0.58204,0.4543
GW620972X,0.48972,0.48828,0.5296,0.49912500000000004,0.4472,0.579025,0.56572,0.4485
Thiabendazole,0.39362,0.41815,0.4857,0.4533,0.38944999999999996,0.44949999999999996,0.4991,0.4548
Rosiglitazone,0.50258,0.38846,0.47548,0.65705,0.5573666666666667,0.488525,0.54282,0.49972
SCHEMBL1564574,0.46278,0.48522,0.4822,0.58495,0.4877666666666667,0.61695,0.60632,0.4465
NVP-AUY922,0.5038199999999999,0.50834,0.59432,0.485975,0.5135666666666667,0.6015,0.58782,0.683425
Sunitinib,0.46326,0.45005,0.4488,0.5366,0.5812333333333333,0.5539000000000001,0.51666,0.52765
Thiostrepton,0.44777500000000003,0.39405,0.41916,0.463275,0.44645,0.5219,0.57626,0.5225333333333333
BIX01294,0.53506,0.462675,0.47234,0.5337,0.5544333333333333,0.559025,0.6904,0.48512
PD-173074,0.51522,0.4088,0.52584,0.5246,0.5679,0.5476,0.63672,0.46468
Pazopanib,0.47934,0.4577,0.45412,0.4881333333333333,0.4796666666666667,0.574975,0.61944,0.530675
Lapatinib,0.5208200000000001,0.5482400000000001,0.5077,0.570675,0.5393,0.49465,0.5912,0.44202
NU-7441,0.46565999999999996,0.43062500000000004,0.48848,0.52475,0.5184666666666666,0.549525,0.5834,0.46576
Glyburide,0.39897499999999997,0.450225,0.4468,0.48186666666666667,0.46576666666666666,0.6055,0.548,0.71975
SB-203580,0.43172,0.40478000000000003,0.51074,0.5897,0.5357333333333333,0.6487666666666666,0.50486,0.4361
CHEMBL2131973,0.4823,0.3841333333333333,0.40647500000000003,0.446725,0.451,0.513125,0.5668,0.5647
NVP-AEW541,0.45126,0.35936666666666667,0.420825,0.5308999999999999,0.445,0.4767,0.49774,0.430525
"THR1 Inhibitor, 2",0.413425,0.40826666666666667,0.42623999999999995,0.5037333333333334,0.43046666666666666,0.47602500000000003,0.51888,0.354925
Iniparib,0.475075,0.37116,0.44730000000000003,0.475425,0.5022,0.47802500000000003,0.46048,0.47190000000000004
C30H33N3O5S,0.53524,0.4019,0.49734,0.55485,0.42923333333333336,0.503325,0.57074,0.5260750000000001
ZINC6718453,0.44254,0.42294,0.4850666666666667,0.52505,0.4749333333333334,0.48895,0.5111600000000001,0.64945
Ursolic acid,0.54022,0.45793333333333336,0.52364,0.505625,0.4051,0.6485333333333333,0.68845,0.4526
PF431396,0.50952,0.52922,0.45698,0.532375,0.5759666666666667,0.5293,0.62022,0.44594999999999996
AC1Q6JJ5,0.54686,0.53164,0.5255,0.553375,0.5037,0.6083000000000001,0.57908,0.48838
LY 2183240,0.48172,0.47415999999999997,0.48044,0.496175,0.48736666666666667,0.550825,0.60464,0.6685
M3M3FBS,0.549375,0.434925,0.51408,0.6203,0.5093,0.5935333333333334,0.51536,0.41012
MLS000038113,0.481175,0.39992,0.39866666666666667,0.438,0.4198,0.5817666666666667,0.6102000000000001,0.4588
"5,6-Dichlorobenzimidazole riboside",0.403,0.55785,0.39252,0.4748666666666667,0.41305000000000003,0.5105,0.48919999999999997,0.37593333333333334
FPL64176,0.45965,0.39236666666666664,0.4800666666666667,0.441075,0.3685333333333333,0.4679333333333333,0.47431999999999996,0.46803333333333336
Tacedinaline,0.46922,0.4597,0.53134,0.501375,0.4909,0.650675,0.58784,0.5146
4LY1,0.40655,0.389775,0.3718666666666667,0.43143333333333334,0.4558333333333333,0.514375,0.47614,0.41746666666666665
"N-(3-Fluoro-4-((7-methoxyquinolin-4-yl)oxy)phenyl)-1-(2-hydroxy-2-methylpropyl)-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxamide",0.44618,0.46264,0.4326,0.5272333333333333,0.5192333333333333,0.572425,0.51302,0.573875
Fentiazac,0.4218,0.3756333333333333,0.58205,0.4243,0.38175000000000003,0.6027,0.42366,0.39339999999999997
Prostoglandin A1,0.44813333333333333,0.41415,0.45117999999999997,0.5302333333333333,0.55995,0.5565666666666667,0.48746,0.4656666666666666
Parthenolide,0.44486,0.50632,0.42966,0.46346666666666664,0.4437666666666667,0.513525,0.57588,0.553175
GSK-1070916,0.55742,0.49576,0.57348,0.606825,0.5751000000000001,0.65105,0.6489,0.64075
AZ628,0.47164,0.4435,0.57494,0.55295,0.4871333333333333,0.620425,0.54318,0.53426
Netupitant,0.4839,0.36465000000000003,0.3867,0.559175,0.38649999999999995,0.4488,0.46647500000000003,0.4549
BRD-K54343811,0.41622499999999996,0.35333333333333333,0.44525,0.4996,0.4315,0.5271333333333333,0.535075,0.46586666666666665
AZD-2014,0.48056666666666664,0.37556666666666666,0.44243333333333335,0.5431,0.38703333333333334,0.487225,0.5726333333333333,0.4955
Rabusertib,0.4245,0.475325,0.46312,0.52185,0.43593333333333334,0.523875,0.52164,0.43553333333333333
Etodolac,0.416825,0.4164,0.4938,0.49756666666666666,0.4182,0.4764333333333333,0.52066,0.5376000000000001
amcinonide,0.47892,0.3943,0.5123800000000001,0.43535,0.5529666666666666,0.5517500000000001,0.60022,0.5048
SCHEMBL3954849,0.47812,0.510575,0.4681,0.5346333333333333,0.4998,0.5807,0.5476,0.4635
Cabozantinib,0.54166,0.47919999999999996,0.565375,0.5418499999999999,0.47653333333333336,0.533825,0.51398,0.5102
Pifithrin,0.42482000000000003,0.38392499999999996,0.519375,0.5227333333333333,0.4133,0.5629500000000001,0.439975,0.5047999999999999
AS-605240,0.55692,0.50708,0.53322,0.559325,0.5636333333333333,0.57875,0.62696,0.5485666666666666
AZD4547,0.485,0.3896,0.5055999999999999,0.57895,0.4851,0.57085,0.60458,0.5409999999999999
Etazolate,0.4145333333333333,0.34345,0.5046333333333334,0.4598,0.39444999999999997,0.46265,0.52055,0.46309999999999996
"AKT Inhibitor V, Triciribine",0.54274,0.37916666666666665,0.409025,0.4655333333333333,0.5218666666666667,0.516475,0.46458,0.5070250000000001
Simvastatin,0.47575,0.505775,0.53485,0.4687,0.51915,0.5008,0.61442,0.42885
Genistein,0.44928,0.48578,0.48466,0.5327500000000001,0.5182,0.55495,0.57018,0.5394666666666666
BX 912,0.47616000000000003,0.47766,0.52568,0.489675,0.50005,0.508025,0.5494600000000001,0.495625
MLS002222336,0.4661666666666667,0.4108,0.5100666666666667,0.5075666666666667,0.376,0.5284,0.456,0.47185
AZD-5438,0.50766,0.41605000000000003,0.40224,0.5595333333333333,0.5184,0.5566,0.5574600000000001,0.5395666666666666
Tamatinib,0.51552,0.4748,0.54304,0.533475,0.5411,0.5313749999999999,0.58154,0.45848
Bosutinib,0.48628,0.51895,0.5587,0.51185,0.5521333333333334,0.501575,0.64624,0.513525
Altrenogest,0.426925,0.43875,0.410875,0.461875,0.3726,0.5618000000000001,0.4771,0.41394000000000003
rifampicin,0.48578,0.5376,0.48916,0.565825,0.4711,0.605275,0.5214799999999999,0.49175
Apigenin,0.399025,0.45915,0.35505,0.44706666666666667,0.48386666666666667,0.4275,0.439975,0.41596666666666665
Digoxigenin,0.47519999999999996,0.43775,0.5196000000000001,0.4568333333333333,0.42474999999999996,0.513,0.4475,0.3928666666666667
ALDA 1,0.3985,0.394,0.41955,0.36319999999999997,0.51305,0.43925000000000003,0.5177666666666667,0.33930000000000005
PAC-1,0.5145,0.37920000000000004,0.5177333333333334,0.424025,0.5412333333333333,0.509675,0.58946,0.5082
SPECTRUM_001092,0.41166,0.3575,0.5719666666666666,0.48586666666666667,0.4336,0.620175,0.67175,0.44215000000000004
Buparlisib,0.50088,0.43572500000000003,0.55578,0.5535666666666667,0.5785666666666667,0.5898,0.62608,0.6005333333333334
Phorbol Myristate Acetate,0.40262000000000003,0.4569,0.535875,0.5534333333333333,0.4605666666666667,0.546125,0.5217,0.46557499999999996
Taranabant,0.413925,0.4619333333333333,0.43116666666666664,0.5332,0.46435000000000004,0.6151249999999999,0.619375,0.47100000000000003
Pioglitazone,0.45106,0.41383333333333333,0.4111666666666667,0.543075,0.5067,0.5529000000000001,0.453175,0.4177
CGS-15943,0.49062,0.498925,0.4701,0.464125,0.3935666666666667,0.642325,0.51278,0.54888
Tretinoin,0.50108,0.40402,0.46334,0.59405,0.5916333333333333,0.50095,0.56072,0.46526
Levonorgestrel,0.40508,0.4310333333333333,0.4434,0.483375,0.46965,0.535175,0.50902,0.43922
ZSTK 474,0.50352,0.461,0.49574,0.52505,0.4954,0.5911,0.52716,0.592
Fluspirilene,0.5512,0.450925,0.50376,0.599775,0.40246666666666664,0.51545,0.5906399999999999,0.579775
Momelotinib,0.5138750000000001,0.44546,0.47628,0.49929999999999997,0.5938,0.551575,0.59326,0.43876
PLX-4720,0.45894,0.53952,0.4753,0.513975,0.4523,0.596225,0.60378,0.453525
GW7647,0.37839999999999996,0.3428,0.42593333333333333,0.4815,0.44603333333333334,0.5466333333333333,0.46509999999999996,0.68855
TGX 221,0.5522199999999999,0.46453333333333335,0.46786,0.5128,0.4683333333333333,0.621625,0.52736,0.46309999999999996
AC1O9EM7,0.5573,0.3902333333333333,0.5237,0.4976,0.4821666666666667,0.49770000000000003,0.4812,0.60875
Etravirine (TMC125),0.4259,0.439975,0.436625,0.6013,0.4555,0.4646,0.5613250000000001,0.4624333333333333
Dexniguldipine,0.46075,0.39225,0.4448,0.5301,0.3802,0.501975,0.48526,0.5136499999999999
Amoxapine,0.4882,0.3856,0.478225,0.5609,0.4711666666666667,0.6192666666666666,0.56586,0.451875
CHEMBL2136735,0.59316,0.49526,0.48174,0.5825,0.5934,0.517425,0.6017,0.47076
Cucurbitacin-I,0.42672,0.43204,0.507325,0.4731,0.4311333333333333,0.520025,0.5976400000000001,0.45747499999999997
BRD-K76938712,0.4573333333333333,0.35165,0.43815,0.4114333333333333,0.389,0.432025,0.4854,0.44045
Pomalidomide,0.40116666666666667,0.4459666666666667,0.45766,0.4326,0.5048,0.5803,0.549425,0.393
PF-03758309,0.47426,0.44756,0.47954,0.512,0.4649333333333333,0.58655,0.54738,0.61605
DC-45-A2,0.37585,0.48805,0.40263333333333334,0.5967,0.45155,0.52885,0.4812,0.40700000000000003
Fumonisin-B1,0.4165,0.3758,0.3804666666666667,0.5102666666666666,0.50235,0.5432333333333333,0.5167666666666667,0.47154999999999997
O-Demethylated Adapalene,0.48094,0.53945,0.55655,0.46115,0.4451,0.56875,0.6525,0.5229
FK 866,0.4734,0.379425,0.49665000000000004,0.480575,0.55405,0.5586,0.5292,0.52195
Quiflapon,0.47928,0.41918,0.395975,0.41935,0.49233333333333335,0.503725,0.48452,0.445525
U0126,0.39397499999999996,0.35050000000000003,0.37755,0.43645,0.48985,0.47613333333333335,0.445475,0.45885
FGIN1-27,0.417825,0.38636666666666664,0.42105000000000004,0.482725,0.48686666666666667,0.5634666666666667,0.5008,0.501125
Flutamide,0.5087,0.4211,0.497375,0.6257333333333334,0.5569999999999999,0.59165,0.51724,0.555675
Chlorambucil,0.44495,0.50844,0.4305,0.48745,0.5061333333333333,0.58695,0.565,0.4624
SPECTRUM_001048,0.43548,0.41300000000000003,0.42210000000000003,0.4823,0.36726666666666663,0.574425,0.5201,0.4896
AC1MEVG9,0.4323666666666667,0.430475,0.4774,0.5540499999999999,0.4445,0.47914999999999996,0.4644,0.450675
PF-3084014,0.425075,0.38839999999999997,0.460325,0.5169666666666667,0.4167,0.480025,0.49265,0.57125
Linifanib,0.48329999999999995,0.46402,0.58738,0.4341,0.4617,0.608875,0.66144,0.507575
79966-13-5,0.381425,0.407575,0.48260000000000003,0.52295,0.4439,0.588175,0.46104,0.5082
MLS003179196,0.4386,0.394,0.40605,0.45436666666666664,0.39590000000000003,0.45777500000000004,0.44937499999999997,0.37834999999999996
Tolazamide,0.42362,0.475825,0.521925,0.492625,0.45016666666666666,0.501075,0.57042,0.488175
SMR000162699,0.40396,0.3624,0.42305,0.5633666666666667,0.4145,0.44506666666666667,0.43872,0.4497666666666667
PDK1 Inhibitor,0.458,0.42622499999999997,0.5027,0.5407666666666666,0.5206,0.56225,0.5058199999999999,0.5563333333333333
STK009254,0.46695,0.3771333333333333,0.464775,0.6299333333333333,0.511,0.49195,0.503575,0.4144
Phenytoin,0.42076,0.4215666666666667,0.4792,0.4787,0.39105,0.528,0.48155,0.4633333333333333
Ozagrel,0.41826,0.37748000000000004,0.4668333333333333,0.5006333333333334,0.63635,0.5279666666666667,0.5796,0.5157666666666667
AC1O9X68,0.4299,0.5197,0.4429,0.4696,0.46786666666666665,0.47655000000000003,0.5105,0.48660000000000003
SAR245409,0.4153,0.373925,0.5349,0.4739,0.4635666666666667,0.5243,0.44272,0.47555000000000003
Paroxetine,0.45346000000000003,0.3914333333333333,0.40918,0.528,0.5324333333333333,0.485675,0.57806,0.65545
CBIOL_001848,0.505125,0.46035000000000004,0.45366666666666666,0.516525,0.4245,0.5616,0.49743333333333334,0.4958666666666667
869288-64-2,0.46784,0.50015,0.50136,0.544475,0.5317000000000001,0.533175,0.64754,0.6145333333333334
Enclomiphene,0.49412,0.3814,0.45144,0.455075,0.41533333333333333,0.5182333333333333,0.54416,0.56565
Tonabersat,0.3853,0.3929,0.437,0.371,0.6010666666666666,0.7412,0.69385,0.46543333333333337
Mesoridazine,0.4006,0.49329999999999996,0.497125,0.536975,0.39165,0.5604666666666667,0.5050250000000001,0.436225
Nitrendipine,0.3867333333333333,0.414475,0.4098,0.5356666666666667,0.46895,0.5239666666666667,0.47936,0.48265
423735-93-7,0.39766666666666667,0.49219999999999997,0.4481,0.5846,0.5769500000000001,0.6203000000000001,0.50442,0.4411333333333334
MLS000860958,0.36846,0.4128,0.35196666666666665,0.4595666666666667,0.3544,0.5631333333333334,0.5251,0.5446
Quinoclamine,0.45366,0.430825,0.463,0.491475,0.35415,0.49825,0.56012,0.46484
AC1NWAML,0.442825,0.39635,0.4823,0.48473333333333335,0.5109333333333334,0.611175,0.583125,0.4982
SCHEMBL17497408,0.38506,0.44855,0.48233333333333334,0.48635,0.45275,0.52325,0.493575,0.4139
"3,5-Bis(4-methylbenzylidene)piperidin-4-one",0.41093999999999997,0.40984,0.5801,0.58865,0.5579,0.483375,0.5726,0.589225
SPECTRUM_000886,0.426775,0.4750666666666667,0.48407500000000003,0.61535,0.5244,0.5505,0.46838,0.41455
Ponatinib,0.45794,0.3879666666666667,0.45804,0.5611333333333333,0.49570000000000003,0.538375,0.61468,0.5193
PCI-32765,0.5200400000000001,0.39846,0.453525,0.502425,0.5094,0.57385,0.52264,0.502175
Sulfadoxine,0.40135,0.39125,0.492875,0.5191333333333333,0.37856666666666666,0.55835,0.48346666666666666,0.3982
CHEMBL2355586,0.43753333333333333,0.4203,0.4032,0.4179,0.3746,0.47696666666666665,0.4792333333333333,0.4341
FR-180204,0.44718,0.44292,0.5484,0.5661333333333333,0.6103999999999999,0.49424999999999997,0.49742000000000003,0.485625
SCHEMBL1670775,0.3956,0.44356666666666666,0.440175,0.5235000000000001,0.3538,0.51345,0.3542,0.45399999999999996
AC1L2X6Z,0.426675,0.43620000000000003,0.475125,0.522,0.4272,0.464825,0.5484,0.5808
Ammonium Glycyrrhizinate,0.42810000000000004,0.41195,0.5408999999999999,0.5939666666666666,0.5957,0.6958500000000001,0.43795,0.46755
Alectinib,0.4159,0.37896,0.48642,0.4501,0.4582,0.5335,0.51306,0.4899
C-Fms Inhibitor,0.3817,0.395,0.45845,0.5327999999999999,0.54165,0.5425333333333333,0.5301400000000001,0.5179
OSI-027,0.45378,0.36134,0.49085,0.534,0.3806333333333333,0.497225,0.49416,0.5004666666666666
Flufenamic acid,0.415975,0.44125000000000003,0.4772,0.4149333333333333,0.3961,0.5403,0.563,0.44694999999999996
SMR001317659,0.45725000000000005,0.40884,0.46736,0.5005333333333333,0.43893333333333334,0.5411,0.50396,0.49672499999999997
MLS002703105,0.43579999999999997,0.3764,0.42445,0.528,0.33830000000000005,0.6131,0.5219,0.49656666666666666
Quinine,0.41200000000000003,0.4179,0.39337500000000003,0.5597,0.5729500000000001,0.5585666666666667,0.41676,0.48057500000000003
SCHEMBL6874948,0.55498,0.432375,0.52376,0.519,0.4923,0.5671,0.56964,0.5632
MLS001210968,0.465025,0.3842,0.3962,0.45305,0.3469333333333333,0.3969,0.39895,0.5084
Teniposide,0.48958,0.5703,0.46775,0.5034,0.5131666666666667,0.531725,0.63662,0.45415
EX-8678,0.45994,0.4332,0.5393249999999999,0.51965,0.496,0.557075,0.58,0.5613
TL_HRAS26,0.4827,0.53984,0.57276,0.503425,0.5312666666666667,0.629925,0.65092,0.47718
Dacomitinib,0.5069,0.458,0.47914,0.4952,0.45913333333333334,0.510725,0.55122,0.47018
Milrinone,0.40826666666666667,0.398,0.53105,0.49529999999999996,0.4981,0.5542666666666667,0.5840666666666666,0.5583
7-Nitroindazole,0.4045,0.446525,0.46695000000000003,0.5393666666666667,0.4086666666666667,0.6008333333333333,0.56155,0.43476666666666663
CHIR-265,0.45402,0.41266,0.52474,0.493925,0.5098,0.55225,0.52352,0.444
"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.45362500000000006,0.43420000000000003,0.46924,0.48306666666666664,0.43656666666666666,0.487975,0.51856,0.542
ML239,0.4447,0.3745,0.400125,0.453675,0.49365000000000003,0.5603666666666667,0.55194,0.42510000000000003
Istaroxime (hydrochloride),0.362,0.409575,0.4897,0.5361,0.5214333333333333,0.475375,0.47422000000000003,0.4377666666666667
Gibberellin A3,0.501525,0.37444999999999995,0.434675,0.6245333333333334,0.3942,0.50215,0.4535,0.419
Bicalutamide,0.4609,0.39999999999999997,0.4334,0.441375,0.525,0.5030333333333333,0.4625,0.5261666666666667
Everolimus,0.43514,0.45730000000000004,0.40352,0.46685,0.6065499999999999,0.49815,0.562175,0.4481
BAY 61-3606,0.45074000000000003,0.45218,0.565225,0.502425,0.5311,0.5761499999999999,0.52704,0.57225
HG-14-10-04,0.5168200000000001,0.41550000000000004,0.4373,0.5331,0.5357666666666666,0.55705,0.62468,0.5759
Cucurbitacin I,0.4256,0.366025,0.45072,0.45909999999999995,0.3692,0.48162499999999997,0.60732,0.49545
Estriol,0.38894,0.3681,0.407675,0.5529999999999999,0.4194333333333333,0.5796666666666667,0.50642,0.43125
COL-3,0.47618,0.40044,0.54392,0.50105,0.4468,0.61855,0.60066,0.39495
Papp,0.5363,0.361,0.38430000000000003,0.50115,0.36065,0.539,0.45524,0.5509
BMS-536924,0.44266,0.40090000000000003,0.6539666666666667,0.51775,0.5376,0.54565,0.6626,0.51655
"6-(7-Hydroxy-6,7-dihydro-5H-pyrrolo[1,2-c]imidazol-7-yl)-n-methyl-2-naphthamide",0.46845000000000003,0.4471333333333333,0.47976,0.39990000000000003,0.49556666666666666,0.4768,0.6983999999999999,0.48112
Rucaparib,0.49416,0.49724999999999997,0.6739333333333334,0.54575,0.45286666666666664,0.48815000000000003,0.57672,0.45987500000000003
Penitrem A,0.467275,0.51715,0.406775,0.5338333333333334,0.37553333333333333,0.48396666666666666,0.5128,0.4255
noscapine,0.47912,0.439425,0.45122,0.47535,0.43626666666666664,0.4842,0.5663400000000001,0.4236
Benzylpenicillin,0.484575,0.4487333333333333,0.46077500000000005,0.49493333333333334,0.37639999999999996,0.6151333333333333,0.5140750000000001,0.47225000000000006
QL47,0.48656,0.41342,0.53095,0.47967499999999996,0.47653333333333336,0.544075,0.5892999999999999,0.51832
Zileuton,0.41735,0.4174333333333333,0.4749,0.5242,0.46199999999999997,0.619175,0.53215,0.48160000000000003
WH-4-025,0.52046,0.45705,0.48716,0.54095,0.5252,0.49217500000000003,0.5877,0.5305333333333333
Ingenol Mebutate,0.399125,0.41213333333333335,0.48738,0.470475,0.5350333333333334,0.51565,0.50702,0.49543333333333334
L-690488,0.50444,0.4351,0.437,0.542375,0.42586666666666667,0.536,0.58734,0.444625
SPOX1_002925,0.48165,0.40123333333333333,0.44279999999999997,0.5240333333333334,0.45899999999999996,0.473925,0.49025,0.7375
Metolazone,0.40096666666666664,0.5082,0.35195,0.36819999999999997,0.41054999999999997,0.47886666666666666,0.47153333333333336,0.4317
Iguratimod,0.3721,0.521,0.490575,0.48219999999999996,0.5042,0.642,0.45278,0.5388
Refametinib,0.39665,0.424,0.4026666666666667,0.4402333333333333,0.41359999999999997,0.50265,0.47636,0.40813333333333335
PHA-767491,0.46638,0.38045,0.48555000000000004,0.4728,0.5345666666666666,0.511625,0.4931,0.51635
SGX-523,0.429225,0.41282,0.5186,0.5183333333333333,0.49356666666666665,0.5489666666666666,0.49729999999999996,0.5622333333333334
KU-55933,0.536775,0.379025,0.514175,0.5189250000000001,0.4986666666666667,0.5383,0.61012,0.50278
1228746-78-8,0.42145,0.4794,0.38334999999999997,0.49317500000000003,0.50315,0.60515,0.5222,0.39285000000000003
AC1L1IKY,0.38375,0.47409999999999997,0.456925,0.5365333333333333,0.3988,0.451475,0.4675,0.43115
Chlorthalidone,0.3889,0.38505,0.44526666666666664,0.511,0.3825,0.5306333333333333,0.47435,0.43626666666666664
Haloperidol,0.48055,0.35255000000000003,0.42648,0.5817666666666667,0.4546,0.4598,0.576975,0.5023
Reserpine,0.45928,0.394,0.5688,0.495925,0.4649,0.48173333333333335,0.60122,0.4016
CHEMBL2132717,0.43593333333333334,0.48425,0.3389,0.42469999999999997,0.4579,0.561375,0.6170333333333333,0.443575
SCHEMBL618594,0.52402,0.41265999999999997,0.4379,0.49012500000000003,0.4703,0.54525,0.5088,0.495975
Temozolomide,0.41804,0.40885,0.484925,0.435,0.48850000000000005,0.5283666666666667,0.540525,0.4535666666666666
INCA-6,0.45965,0.3724,0.4411,0.5042333333333333,0.39,0.5078,0.39563333333333334,0.5574333333333333
DG-041,0.47578,0.48179999999999995,0.5449333333333333,0.46865,0.47645,0.49907500000000005,0.54212,0.464925
CHEMBL3182395,0.47215,0.4251,0.442,0.477275,0.5333,0.6144000000000001,0.59612,0.44165
CC-401,0.459225,0.6009,0.52236,0.479625,0.5107666666666667,0.487225,0.56946,0.48773333333333335
TL Aurora 09,0.38870000000000005,0.43685,0.3853,0.47419999999999995,0.38016666666666665,0.4932,0.5119,0.46424999999999994
MLS001207806,0.36876,0.38418,0.46693999999999997,0.43823333333333336,0.3969666666666667,0.43305,0.55424,0.382
ANISODAMINE HYDROBROMIDE,0.3781333333333333,0.3913,0.39765,0.57655,0.4367,0.5645,0.461975,0.3952
Linezolid,0.39,0.404,0.460675,0.43150000000000005,0.42490000000000006,0.4891,0.49805,0.4413
Ipatasertib,0.43585,0.3907,0.49338,0.449825,0.45206666666666667,0.48625,0.61385,0.4935333333333333
GSK-3 Inhibitor II,0.425025,0.408325,0.504625,0.42464999999999997,0.5228333333333334,0.452475,0.5383,0.48062499999999997
Dopamine,0.3777,0.41215,0.45086,0.4441333333333333,0.4238,0.64445,0.4977,0.5321666666666667
A-443654,0.48891999999999997,0.41207499999999997,0.44834,0.5870333333333333,0.5016666666666666,0.55865,0.51646,0.58025
KO143,0.42018,0.45715,0.5534749999999999,0.5712,0.5518666666666666,0.6235666666666667,0.5757,0.460125
D-64131,0.3919,0.41916,0.4562,0.455275,0.4039,0.5465333333333333,0.51376,0.5435
Quercetin,0.41328,0.4315,0.487325,0.5717666666666666,0.48545,0.5038,0.504875,0.4173
CHEMBL2139070,0.3834666666666667,0.4335,0.45263333333333333,0.4537,0.38756666666666667,0.48816666666666664,0.46165,0.47255
THZ-2-98-01,0.47528000000000004,0.45411999999999997,0.47474,0.44315,0.5616666666666666,0.545575,0.47756,0.47832
NCGC00346967-01,0.50242,0.44256,0.46624,0.61675,0.49513333333333337,0.5821999999999999,0.56208,0.4769
Broad-Sai-560,0.4097,0.3983333333333333,0.4079,0.47123333333333334,0.4622,0.5222333333333333,0.55185,0.5441333333333334
Skatole,0.3892,0.378,0.4565,0.4585666666666667,0.32789999999999997,0.5495666666666666,0.45386666666666664,0.569
Benzamil,0.45963333333333334,0.37333333333333335,0.44179999999999997,0.5281333333333333,0.47409999999999997,0.5786250000000001,0.559875,0.48455000000000004
ZK-93423,0.37368,0.40413333333333334,0.44123999999999997,0.4125,0.4373,0.4896,0.55446,0.417
Proscillaridin A,0.4258,0.57865,0.4593,0.44032499999999997,0.39625,0.42255,0.44462,0.44306666666666666
C21H27N7O3,0.45114000000000004,0.4416,0.51402,0.534675,0.5556666666666666,0.5762499999999999,0.51586,0.4435
CHEMBL2136858,0.3762,0.43385,0.38315,0.45966666666666667,0.4245,0.44232499999999997,0.4792666666666667,0.4537
BMN 673,0.46409999999999996,0.5011666666666666,0.521775,0.5184333333333333,0.5448,0.429425,0.52284,0.3969666666666667
Clonidine,0.4187,0.4580666666666666,0.5168666666666667,0.6069333333333333,0.41806666666666664,0.6125,0.4959,0.4167
Triflupromazine,0.50468,0.3900666666666667,0.44952,0.5434,0.4716666666666667,0.501175,0.5859,0.49096666666666666
BRD-K01425431,0.43463999999999997,0.41542,0.5139,0.5135,0.5249666666666667,0.4873,0.60036,0.469675
Avicin-D,0.46604999999999996,0.46256,0.5116499999999999,0.5705,0.4353666666666667,0.557825,0.56176,0.38522
Gossypol,0.434575,0.4525,0.42282000000000003,0.515025,0.4266,0.580175,0.60254,0.44053333333333333
Diosmin,0.4187666666666667,0.47423333333333334,0.58725,0.5094333333333334,0.54565,0.5338,0.42006666666666664,0.46145
CHEMBL2135649,0.39825,0.38880000000000003,0.36675,0.3984666666666667,0.3634,0.4467,0.5278666666666667,0.4012
VE-821,0.44073999999999997,0.4389,0.50684,0.47956666666666664,0.4977,0.4874,0.515825,0.441125
Tivantinib,0.5361,0.52188,0.49807999999999997,0.552525,0.45653333333333335,0.5915,0.52928,0.5316799999999999
Verapamil,0.42776,0.4159,0.42425,0.47345,0.55245,0.5294666666666666,0.5588,0.4622
Semaxanib,0.42005000000000003,0.3997,0.46686,0.4394,0.5426666666666667,0.592975,0.56955,0.44572500000000004
TIE2 Kinase Inhibitor,0.40792,0.39117999999999997,0.46984,0.5285,0.5302666666666667,0.48325,0.5257000000000001,0.44908000000000003
Rita,0.42556666666666665,0.46165,0.4689,0.57005,0.39963333333333334,0.6807000000000001,0.5572333333333334,0.5084
Methoxsalen,0.42525,0.42765,0.42545,0.5306,0.43195,0.4982,0.4945666666666667,0.3448
CID-2858522,0.4527,0.4464,0.48407500000000003,0.523075,0.5279666666666667,0.550025,0.55986,0.5175
Meisoindigo,0.46123333333333333,0.4544,0.4046,0.5116,0.5702,0.503975,0.4543333333333333,0.4188
10-{3-[4-(2-Chloroethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-phenothiazine,0.39682,0.4497,0.378425,0.5419666666666667,0.43069999999999997,0.3971,0.401875,0.4808
BMS-777607,0.3905666666666667,0.50165,0.5634,0.444575,0.6224000000000001,0.5131,0.53972,0.47615
SPOX1_000823,0.40302499999999997,0.45015,0.48029999999999995,0.40135,0.4503333333333333,0.40555,0.549025,0.46909999999999996
NU-7026,0.38646,0.4415,0.5532,0.5740666666666667,0.4816666666666667,0.45594999999999997,0.48628,0.5278666666666667
Golvatinib (E7050),0.5399,0.3934666666666667,0.45965,0.470675,0.4088,0.5169,0.472375,0.5157
PF477736,0.43673999999999996,0.4863,0.55054,0.429525,0.46353333333333335,0.603775,0.5892999999999999,0.43396
Idelalisib,0.457675,0.3621,0.5539000000000001,0.44165,0.45565,0.5792,0.4947,0.4492333333333333
