compound,los,nib,quine,vir,similarity,meansim,nas
AC1LEPRU,0.6209,0.3967,0.3642,0.4373,-0.3311,0.45477500000000004,0
Narciclasine,0.6206,NA,0.6351,0.4481,-0.3383,0.5679333333333334,1
BRD-K60706752,0.6204,NA,0.4264,NA,-0.5635,0.5234,2
L-Sulforaphane,0.6202,NA,0.4131,0.4698,-0.4433,0.5010333333333333,1
Arundine,0.62,NA,0.3865,NA,-0.4704,0.50325,2
Adarotene,0.62,0.3742,0.4682,0.4545,-0.37,0.479225,0
Rottlerin,0.6198,0.4236,0.5025,0.4019,-0.3308,0.48695,0
SA-1973507,0.6192,0.3967,0.3826,0.3878,-0.3262,0.446575,0
AZD7762,0.6188,0.4186,0.4608,0.3538,-0.3657,0.463,0
CHIR-265,0.6186,0.3265,0.5176,0.513,-0.3364,0.493925,0
BRD-A68202111,0.6183,0.398,NA,0.3529,-0.4373,0.4564,1
GW7647,0.6182,NA,0.3446,0.4817,-0.508,0.4815,1
SPECTRUM2_001084,0.6182,0.3574,0.5018,0.3296,-0.419,0.45175,0
9-Epiquinine,0.6181,NA,0.4806,NA,-0.5661,0.54935,2
Levonorgestrel,0.6181,0.4328,0.4869,0.3957,-0.3636,0.483375,0
Sasapyrine,0.6178,NA,0.362,NA,-0.673,0.4899,2
AC1NQ6YI,0.6177,NA,0.5373,NA,-0.4694,0.5775,2
CHEMBL1617726,0.6177,0.3212,0.6539,0.3785,-0.4271,0.492825,0
INCA-6,0.6175,NA,0.5302,0.365,-0.4786,0.5042333333333333,1
BIO2_000029,0.6175,0.4671,0.4383,0.3517,-0.3961,0.46865,0
Floxuridine,0.6175,0.4643,0.5394,0.5054,-0.3217,0.53165,0
2-Fluoroadenosine,0.6174,NA,0.5258,0.4689,-0.3251,0.5373666666666667,1
Avasimibe,0.6172,NA,0.483,0.4203,-0.4066,0.5068333333333334,1
MLS002264458,0.6172,0.3502,NA,NA,-0.3375,0.4837,2
Fenticonazole Nitrate,0.6172,0.3976,0.5627,0.4082,-0.4315,0.496425,0
Pralatrexate,0.6171,0.3768,0.6045,0.3847,-0.3255,0.495775,0
KUC104230,0.6171,NA,0.6657,0.3415,-0.3757,0.5414333333333333,1
PFI-1,0.6171,0.4685,0.4735,0.4136,-0.333,0.49317500000000003,0
Dehydroepiandrosterone (DHEA),0.6168,0.668,NA,NA,-0.4785,0.6424000000000001,2
TL_HRAS26,0.6167,0.3513,0.6345,0.4112,-0.3745,0.503425,0
BRD-K16717061,0.6166,NA,NA,0.3633,-0.5106,0.48995,2
Iodoacetic acid,0.6164,0.3915,0.4229,0.3609,-0.3304,0.447925,0
Pheniramine,0.6163,0.3765,0.5116,0.3763,-0.4957,0.470175,0
11K-629S,0.6161,NA,0.387,NA,-0.4431,0.5015499999999999,2
Estradiol,0.616,0.4467,0.5823,0.4165,-0.3468,0.515375,0
Azaperone,0.6159,NA,0.3715,0.3567,-0.3772,0.44803333333333334,1
SMR000217164,0.6155,NA,0.4762,NA,-0.324,0.5458500000000001,2
F1061-0166,0.6154,NA,0.461,0.3592,-0.321,0.4785333333333333,1
Menadione,0.6152,0.5524,0.4292,0.4791,-0.3254,0.518975,0
VRT752271,0.6152,0.3772,0.4189,0.409,-0.3695,0.455075,0
SCHEMBL10028376,0.6149,NA,0.4203,NA,-0.3232,0.5176000000000001,2
Cucurbitacin-I,0.6147,0.383,0.4822,0.4125,-0.3325,0.4731,0
4-Methoxy-2-(4-propoxyphenyl)quinazoline,0.6145,NA,0.3876,0.3558,-0.5424,0.45263333333333333,1
1268524-70-4,0.6143,0.5544,0.4755,0.4786,-0.3327,0.5307,0
XL888,0.6142,NA,NA,0.4704,-0.3368,0.5423,2
ZK 200775,0.6142,NA,NA,0.4235,-0.4388,0.51885,2
CHEMBL3187421,0.6138,0.332,0.4239,0.3263,-0.4903,0.424,0
BGT-226,0.6137,NA,0.4416,0.4447,-0.3233,0.5,1
Betulinic acid,0.6135,NA,0.6936,0.3874,-0.4687,0.5648333333333333,1
Cidoxepin,0.6134,0.4526,0.4558,0.5013,-0.4103,0.505775,0
AMG-517,0.6132,NA,0.5054,0.3922,-0.3424,0.5035999999999999,1
MLS002699913,0.6132,NA,0.4637,0.352,-0.4847,0.4763,1
HG-5-113-01,0.6132,NA,0.4785,0.3831,-0.3236,0.4916,1
AKT Inhibitor IV,0.6127,NA,NA,0.4176,-0.3519,0.51515,2
AMG-9810,0.6127,0.3596,0.4558,0.4293,-0.4745,0.46435,0
CHEMBL2140128,0.61240000000000006,0.4231,0.634,0.4741,-0.3497,0.5359,0
1228746-78-8,0.6122,0.3713,0.5459,0.4433,-0.4403,0.49317500000000003,0
Pyrazolanthrone,0.6122,0.3632,0.4641,0.4691,-0.3342,0.47715,0
Calcitriol,0.6122,0.4129,0.403,0.4631,-0.4126,0.4728,0
Norgestrel,0.6121,0.4349,NA,NA,-0.3339,0.5235,2
Amineptine,0.612,NA,0.4415,0.3976,-0.4273,0.4837,1
BRD-K33449128,0.6118,NA,0.457,NA,-0.5448,0.5344,2
[4-(Cyclohexylsulfamoyl)-2-methylphenoxy]acetic acid,0.6117,NA,0.4614,NA,-0.4993,0.53655,2
SMR000651449,0.6117,0.3863,0.4395,0.4095,-0.4118,0.46175,0
D-64131,0.6116,0.4002,0.4543,0.355,-0.5722,0.455275,0
NCGC00346967-01,0.6116,0.5187,0.6454,0.6913,-0.3315,0.61675,0
Dovitinib,0.6115,0.5417,0.5454,0.5188,-0.3325,0.55435,0
MLS001033149,0.6114,0.3734,0.5302,0.3786,-0.3412,0.47340000000000004,0
Quercetin,0.6114,NA,0.7166,0.3873,-0.369,0.5717666666666666,1
Atenolol,0.6113,NA,0.4359,NA,-0.5147,0.5236,2
Dictamnine,0.6112,NA,0.3768,NA,-0.4885,0.494,2
Tretinoin,0.6109,0.4147,0.6005,0.7501,-0.3659,0.59405,0
Warfarin,0.6109,NA,0.4574,0.3924,-0.4356,0.4869,1
Chlorpromazine,0.6108,0.6154,0.4718,0.4273,-0.413,0.531325,0
Epigalocatechin Gallate,0.6107,NA,NA,0.7043,-0.4215,0.6575,2
Acyclovir,0.6107,NA,0.5165,0.4578,-0.4127,0.5283333333333333,1
SPECTRUM2_000920,0.6107,0.3276,0.4801,0.4273,-0.4142,0.46142500000000003,0
Tamatinib,0.6107,0.4576,0.5516,0.514,-0.3377,0.533475,0
Celecoxib,0.6106,NA,0.5169,0.3713,-0.4439,0.49960000000000004,1
331771-20-1,0.6104,0.4099,0.583,0.4586,-0.3414,0.515475,0
SGI-1776,0.6102,0.5522,0.4067,0.4469,-0.3485,0.504,0
CGK733,0.61,0.3714,0.446,0.4633,-0.3243,0.472675,0
TAK-715,0.6097,0.3595,0.6611,0.4944,-0.4107,0.531175,0
SCHEMBL14379041,0.6097,NA,0.4949,NA,-0.3225,0.5523,2
BRD-K08448573,0.6097,0.4142,NA,NA,-0.3414,0.51195,2
ABT-199 (GDC-0199),0.6094,0.3247,0.4289,0.4974,-0.4047,0.4651,0
Chelerythrine,0.6094,NA,0.5214,0.475,-0.4116,0.5352666666666667,1
BRD-K39827602,0.6093,NA,0.3435,NA,-0.6225,0.4764,2
Niguldipine,0.6093,0.5759,0.4558,NA,-0.3218,0.5469999999999999,1
AC1OCDAW,0.6093,0.3798,0.5916,0.4196,-0.3533,0.500075,0
SCHEMBL16065773,0.6092,0.4057,0.46,NA,-0.4207,0.4916333333333333,1
2-Bromo-.alpha.-ergocryptine,0.609,NA,0.3803,0.437,-0.4124,0.4754333333333333,1
Sulmazole,0.609,NA,0.3797,NA,-0.4512,0.49434999999999996,2
Ammonium Glycyrrhizinate,0.6089,NA,0.7072,0.4658,-0.5306,0.5939666666666666,1
SB408124,0.6087,NA,NA,0.4633,-0.4248,0.536,2
SPECTRUM_001048,0.6084,0.3667,0.463,0.4911,-0.3274,0.4823,0
Thapsigargin,0.6083,0.3891,0.408,NA,-0.341,0.46846666666666664,1
Allitinib,0.6083,0.3436,0.4862,0.3981,-0.4307,0.45905,0
Chloromycetny,0.6083,NA,0.4759,NA,-0.4537,0.5421,2
N-[4-(Acridin-9-ylmethyl)-3-methoxyphenyl]methanesulfonamide,0.6081,0.3304,0.4142,NA,-0.3372,0.4509,1
Pracinostat,0.6081,0.5189,0.5623,0.4261,-0.3235,0.52885,0
Pentobarbital,0.6079,NA,0.4006,NA,-0.3382,0.50425,2
Brexpiprazole,0.6078,0.4899,NA,0.3917,-0.344,0.49646666666666667,1
GP 2A,0.6075,NA,NA,0.5252,-0.4344,0.56635,2
Avagacestat (BMS-708163),0.607,NA,0.4262,0.4337,-0.4226,0.48896666666666666,1
CHEMBL2138962,0.6068,0.354,0.4191,NA,-0.3266,0.45996666666666663,1
CHEMBL323994,0.6068,NA,0.4927,NA,-0.3291,0.54975,2
NCGC00170205-01,0.6067,NA,0.4202,0.3686,-0.4185,0.4651666666666667,1
CAM-9-021,0.6064,NA,0.6451,0.4276,-0.4852,0.5597,1
AC1O9EM7,0.6061,NA,0.4554,0.4313,-0.3326,0.4976,1
Staurosporine,0.606,NA,0.4594,0.3508,-0.3345,0.47206666666666663,1
MLS003221407,0.6059,0.4911,0.5099,0.3961,-0.4302,0.50075,0
PG 490,0.6058,0.4128,0.6056,0.4196,-0.4307,0.51095,0
CI-1040,0.6057,0.4349,0.5228,0.4227,-0.3426,0.496525,0
Dienogest,0.6055,NA,0.4549,NA,-0.441,0.5302,2
RG 13022,0.6054,NA,0.4714,NA,-0.3598,0.5384,2
Anacardic acid,0.6054,NA,0.4681,0.3764,-0.3517,0.4833,1
LY83583,0.605,NA,0.4328,0.46,-0.4381,0.4992666666666667,1
Dabrafenib,0.605,0.3522,0.5634,0.3993,-0.3236,0.479975,0
CHEMBL584481,0.6049,NA,0.3924,NA,-0.4234,0.49865000000000004,2
CVF-SUMO-11,0.6049,NA,NA,0.3391,-0.3329,0.472,2
BRD-K44242139,0.6048,NA,0.5174,0.6861,-0.3823,0.6027666666666667,1
pyrvinium-pamoate,0.6048,0.4079,0.6344,NA,-0.3247,0.5490333333333333,1
Ellagic acid,0.6047,NA,0.4914,0.5428,-0.3308,0.5463,1
AC1NSOND,0.6046,0.353,NA,NA,-0.327,0.4788,2
ZD 7114 hydrochloride,0.6046,NA,0.4394,NA,-0.5656,0.522,2
Purvalanola,0.6046,0.3245,0.471,0.3844,-0.3546,0.446125,0
Sulfasalazine,0.6044,NA,0.3612,0.3414,-0.513,0.4356666666666667,1
MLS-0425579.0001,0.6042,NA,0.5953,NA,-0.5065,0.59975,2
CHEMBL2131973,0.6042,0.3565,0.4377,0.3885,-0.3534,0.446725,0
MLS003448149,0.6039,0.6532,0.4774,0.3417,-0.3414,0.51905,0
BRD-A31180007,0.6036,NA,NA,0.3865,-0.4972,0.49505,2
Hinokitiol,0.6035,0.3549,0.4827,NA,-0.3251,0.48036666666666666,1
Milrinone,0.603,NA,0.3876,NA,-0.4213,0.49529999999999996,2
Risperidone,0.6029,NA,0.5194,0.384,-0.4841,0.5021,1
BRD-K07569193,0.6027,NA,0.498,NA,-0.3328,0.55035,2
Quinoclamine,0.6025,0.372,0.5752,0.4162,-0.3429,0.491475,0
Mubritinib (TAK 165),0.6023,NA,0.7419,0.4947,-0.4322,0.6129666666666667,1
Radicicol,0.6023,0.4115,0.4204,0.3936,-0.3232,0.45694999999999997,0
Phenylbutanoic acid,0.6021,NA,0.5286,0.3625,-0.4307,0.4977333333333333,1
Talnetant,0.6017,NA,NA,0.4304,-0.5877,0.51605,2
ZINC01050121,0.6016,0.3796,0.562,0.5505,-0.325,0.523425,0
Chloroxine,0.6016,0.3981,0.4513,0.3621,-0.349,0.453275,0
CHEMBL416418,0.6016,0.5368,0.5316,0.383,-0.3269,0.51325,0
316173-57-6,0.6013,NA,0.5158,0.467,-0.4239,0.5280333333333334,1
PCI-32765,0.6013,0.4548,0.4121,0.5415,-0.3273,0.502425,0
Beta-Narcotine,0.6013,0.5116,0.3621,NA,-0.5356,0.49166666666666664,1
Oxandrolone,0.6011,NA,0.5141,0.6846,-0.4301,0.5999333333333333,1
Mycophenolic acid,0.601,0.3962,0.4982,0.4365,-0.3553,0.482975,0
Maxacalcitol-D6,0.6007,NA,0.4328,0.4627,-0.6095,0.49873333333333336,1
Inolitazone (dihydrochloride),0.6004,0.3357,0.4609,0.3549,-0.4287,0.437975,0
Prochlorperazine,0.6004,0.5329,0.4168,0.478,-0.5145,0.5070250000000001,0
AC1L1JM9,0.6003,NA,0.5839,NA,-0.3681,0.5921,2
NCH-51,0.6002,0.3714,0.4863,0.4428,-0.4373,0.475175,0
BX 912,0.6002,0.404,0.5116,0.4429,-0.3403,0.489675,0
SGX-523,0.6001,NA,0.4936,0.4613,-0.3449,0.5183333333333333,1
IN1451,0.6,NA,0.5049,NA,-0.6191,0.55245,2
AZD 1480,0.5998,NA,0.3877,0.4478,-0.4094,0.4784333333333333,1
Diazepam,0.5991,0.3212,0.3905,NA,-0.6246,0.43693333333333334,1
BRD-K36333904,0.5989,NA,0.3338,NA,-0.3236,0.46635,2
Dactinomycin,0.5989,NA,0.5911,0.4123,-0.4113,0.5341,1
STK222600,0.5988,NA,0.6005,0.3758,-0.6665,0.5250333333333334,1
Triciribine,0.5988,0.3565,0.3559,NA,-0.3456,0.43706666666666666,1
BX-795,0.5988,0.4128,0.54990000000000006,0.4326,-0.3375,0.498525,0
Clopenthixol,0.5987,0.3431,0.4048,NA,-0.425,0.4488666666666667,1
SPECTRUM_001319,0.5984,NA,0.4733,NA,-0.5054,0.53585,2
Ilomastat,0.5984,NA,0.5061,0.5562,-0.4262,0.5535666666666667,1
CHEMBL2357067,0.5984,NA,NA,0.365,-0.3772,0.4817,2
MAYBRIDGE4_002231,0.5984,0.3265,NA,0.3389,-0.3526,0.4212666666666667,1
BRD-K04076294,0.5984,NA,0.4457,NA,-0.3586,0.52205,2
MLS003179196,0.5982,NA,0.4332,0.3317,-0.35,0.45436666666666664,1
Tremorine,0.5982,0.3239,NA,0.3676,-0.43120000000000003,0.4299,1
SA-97110,0.5981,NA,NA,0.3529,-0.4194,0.4755,2
TWS 119,0.598,0.4599,0.5007,0.428,-0.4093,0.49665,0
Sunitinib,0.5979,0.5019,0.4948,0.5518,-0.3336,0.5366,0
CICLESONIDE,0.5978,NA,0.5802,0.3706,-0.3847,0.5162,1
Cytarabine,0.5977,0.4387,0.4569,0.3987,-0.4513,0.473,0
Diltiazem,0.5977,NA,0.572,NA,-0.4711,0.58485,2
metitepine,0.5974,0.3245,0.4467,0.4221,-0.419,0.447675,0
Hydroxyl,0.5973,NA,0.5153,0.49,-0.365,0.5342,1
Benzamil,0.5972,NA,0.4504,0.5368,-0.4304,0.5281333333333333,1
Verteporfin,0.5972,NA,0.4006,0.3944,-0.3212,0.4640666666666666,1
Tasisulam,0.597,0.4356,NA,NA,-0.4099,0.5163,2
LRRK2-IN-1,0.5969,0.5105,0.4586,0.6793,-0.3665,0.561325,0
MLS-0091943.0001,0.5969,NA,0.5034,0.4876,-0.3414,0.5293,1
Broad-Sai-424,0.5968,NA,0.5063,0.3422,-0.439,0.4817666666666667,1
Avicin-G,0.5966,0.5228,0.4559,0.4018,-0.3234,0.494275,0
SB525334,0.5959,NA,0.4322,0.7278,-0.3276,0.5852999999999999,1
R428,0.5959,0.5187,0.3695,0.5283,-0.4262,0.5031,0
Theobromine,0.5958,NA,0.5069,0.3924,-0.4981,0.4983666666666667,1
BRD-K65567503,0.5958,0.3465,NA,0.346,-0.3992,0.42943333333333333,1
BRD-K62283710,0.5956,0.3604,NA,NA,-0.3344,0.478,2
STK249718,0.5956,NA,0.5863,0.5256,-0.3553,0.5691666666666667,1
79966-13-5,0.5955,NA,0.4504,NA,-0.4145,0.52295,2
Luteolin,0.5955,NA,0.4281,0.3802,-0.4069,0.4679333333333333,1
Amdinocillin Pivoxil,0.5955,NA,0.544,0.3392,-0.5366,0.4929,1
Gatifloxacin,0.5953,NA,0.5362,0.5297,-0.4559,0.5537333333333333,1
SPECTRUM_001028,0.5952,0.4363,0.3625,NA,-0.469,0.4646666666666667,1
SPOX1_002925,0.5951,NA,0.4502,0.5268,-0.3516,0.5240333333333334,1
Alizapride,0.595,NA,0.3782,0.4275,-0.3506,0.4669,1
Meclizine,0.5949,NA,0.3719,0.3491,-0.3242,0.4386333333333333,1
Crizotinib,0.5949,0.5813,0.5548,0.4853,-0.3215,0.554075,0
L 655240,0.5946,NA,0.4884,0.3384,-0.4336,0.4738,1
Reversine,0.5946,NA,0.5035,NA,-0.3344,0.54905,2
2-Phenylaminoadenosine,0.5943,NA,0.3848,NA,-0.4447,0.48955000000000004,2
Amitriptyline,0.5942,0.6008,0.4698,0.4739,-0.4316,0.534675,0
AR-196/42202287,0.594,NA,NA,0.367,-0.4577,0.4805,2
ML228,0.5939,0.4287,0.4073,NA,-0.3271,0.47663333333333335,1
Phenytoin,0.5938,NA,0.4176,0.4247,-0.4326,0.4787,1
Amethopterin,0.5938,NA,0.5667,NA,-0.3455,0.5802499999999999,2
CHEMBL1991045,0.5936,NA,0.396,NA,-0.4995,0.4948,2
ZG-10,0.5935,NA,0.5441,0.379,-0.4129,0.5055333333333334,1
Fidaxomicin,0.5934,NA,NA,0.3329,-0.3334,0.46315,2
NSC653260,0.5933,0.3437,0.3921,NA,-0.3297,0.44303333333333333,1
CC-401,0.5933,0.4162,0.4614,0.4476,-0.3367,0.479625,0
CHEMBL1552755,0.5929,NA,0.5255,0.4578,-0.3394,0.5254,1
Diflorasone Diacetate,0.5928,NA,0.4472,NA,-0.4083,0.52,2
U 0126,0.5927,NA,0.4826,0.3471,-0.363,0.47413333333333335,1
Zardaverine,0.5926,NA,0.4589,0.3857,-0.3299,0.47906666666666664,1
CHEMBL2130683,0.5925,0.4351,0.4958,0.4366,-0.3768,0.49,0
RUTIN,0.5925,NA,0.3793,0.3381,-0.438,0.4366333333333334,1
Vandetanib,0.5923,0.5687,0.4825,0.526,-0.3338,0.542375,0
BRD-K73400194,0.5923,NA,0.4004,0.3883,-0.7328,0.4603333333333333,1
(-)-Tramadol,0.5923,NA,0.455,0.4809,-0.5371,0.5094000000000001,1
AV-412 (free base),0.592,0.3987,0.4497,0.4576,-0.3884,0.4745,0
IMD-0354,0.5919,0.4388,0.4628,0.5573,-0.3226,0.5127,0
BRD-K60391168,0.5919,NA,0.4321,0.3345,-0.3957,0.4528333333333333,1
Epitestosterone,0.5917,0.4317,0.3864,0.4369,-0.4235,0.461675,0
BRD-K01335708,0.5915,NA,NA,0.3633,-0.4108,0.47740000000000005,2
BRD-K75035820,0.5914,NA,0.486,NA,-0.438,0.5387,2
MLS003337117,0.5913,NA,0.457,0.4017,-0.3467,0.48333333333333334,1
BRD-K84450674,0.591,0.4234,0.378,0.4197,-0.3231,0.453025,0
Riluzole,0.591,NA,0.4749,0.3641,-0.3263,0.4766666666666666,1
Sertraline,0.5909,0.6617,0.434,0.5166,-0.3443,0.5508,0
Mycophenolate Mofetil,0.5909,0.448,0.513,0.6058,-0.3606,0.539425,0
PHA-767491,0.5907,NA,0.4794,0.3483,-0.3553,0.4728,1
"8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",0.5907,0.5639,0.3978,0.4071,-0.3292,0.489875,0
CHEMBL578162,0.5906,NA,0.4374,0.3352,-0.4715,0.4544,1
PDK1 Inhibitor,0.59,NA,0.5232,0.5091,-0.4053,0.5407666666666666,1
SMR000206939,0.5899,NA,0.3725,NA,-0.3696,0.48119999999999996,2
BMS-754807,0.5899,0.4033,0.6661,0.5073,-0.3304,0.54165,0
AO-343/41780842,0.5897,NA,0.3916,0.3218,-0.4772,0.4343666666666667,1
FGIN1-27,0.5896,0.3567,0.5096,0.475,-0.3835,0.482725,0
AC1NXRFO,0.5895,0.3394,0.438,0.4653,-0.3392,0.45805,0
"2-(4,5-Dihydro-1H-imidazol-2-yl)quinoxaline",0.5893,NA,0.554,0.3962,-0.4282,0.5131666666666667,1
LY2801653,0.5893,NA,0.4882,0.352,-0.3352,0.47650000000000003,1
SMR000857102,0.5892,NA,0.5249,0.3684,-0.3451,0.49416666666666664,1
CHEMBL1515144,0.5892,0.3455,0.4971,NA,-0.5408,0.4772666666666666,1
BRD-K03651937,0.5891,NA,0.4268,0.3304,-0.3883,0.44876666666666665,1
O-Demethylated Adapalene,0.5891,0.4482,0.4504,0.3569,-0.3314,0.46115,0
ZINC77024257,0.589,0.6741,0.534,0.516,-0.3241,0.578275,0
Erismodegib,0.5887,NA,0.5354,0.4174,-0.5146,0.5138333333333334,1
Ticlopidine,0.5887,NA,0.5288,0.3768,-0.3487,0.49810000000000004,1
Hexachlorophene,0.5884,NA,0.4945,0.4591,-0.3468,0.514,1
AZ628,0.5883,0.4697,0.5741,0.5797,-0.3297,0.55295,0
Nifedipine,0.5882,NA,0.5209,0.3781,-0.3404,0.4957333333333333,1
AC1MF5KH,0.588,NA,0.4516,0.3748,-0.4131,0.47146666666666665,1
PD-173074,0.588,0.5461,0.4699,0.4944,-0.3222,0.5246,0
3-(4-Pyridyl)indole,0.5879,0.3325,0.4504,0.5321,-0.3922,0.475725,0
Atorvastatin,0.5878,0.6083,0.4897,0.3314,-0.3272,0.5043,0
Atorvastatin,0.5878,0.6083,0.4897,0.3314,-0.3272,0.5043,0
BIIB 021,0.5877,NA,0.442,0.431,-0.4159,0.4869,1
ATN-161 (trifluoroacetate salt),0.5875,NA,0.4531,0.4115,-0.3724,0.4840333333333333,1
Etazolate,0.5875,NA,NA,0.3321,-0.6724,0.4598,2
Tigecycline,0.5875,NA,0.5039,0.3692,-0.3507,0.48686666666666667,1
MST-312,0.5875,0.3948,0.5661,0.3942,-0.3291,0.48565,0
BRD-A07407288,0.5874,0.4177,0.4168,NA,-0.3395,0.4739666666666667,1
Miconazole,0.587,0.391,NA,0.3998,-0.4832,0.45926666666666666,1
CHEMBL299879,0.5868,0.597,NA,0.3603,-0.3443,0.5146999999999999,1
VU0404997-2,0.5867,NA,NA,0.3265,-0.3486,0.4566,2
CHEMBL2360967,0.5867,0.3722,0.3973,0.4147,-0.3999,0.442725,0
979-32-8,0.5865,NA,0.386,0.3501,-0.4234,0.4408666666666667,1
Racecadotril,0.5864,NA,0.688,0.3729,-0.4753,0.5491,1
AC1NS4S0,0.5863,NA,0.4034,0.383,-0.3582,0.4575666666666667,1
CHEMBL1474387,0.5863,0.3932,NA,0.3805,-0.3365,0.45333333333333337,1
galantamine,0.586,0.3385,0.6621,0.459,-0.4322,0.5114,0
CHEMBL3184324,0.586,0.3557,NA,NA,-0.3432,0.47085,2
TAS-103 (dihydrochloride),0.5859,0.4297,0.4029,0.4218,-0.3218,0.460075,0
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.5858,0.5877,0.4925,0.4297,-0.325,0.523925,0
1-(5-Isoquinolinesulfonyl)piperazine,0.5858,NA,NA,0.3975,-0.4262,0.49165000000000003,2
(+)-Camptothecin,0.5857,0.3379,0.5273,0.3306,-0.4583,0.44537499999999997,0
Aloisine A,0.5856,NA,0.4613,NA,-0.3619,0.52345,2
BMS-536924,0.5856,0.4707,0.5288,0.4859,-0.3392,0.51775,0
CHEMBL2137729,0.5856,0.3515,NA,NA,-0.3502,0.46855,2
Coumestrol,0.5855,NA,0.5269,NA,-0.679,0.5562,2
Etomidate,0.5855,NA,0.6043,0.4545,-0.4561,0.5481,1
NSC 663284,0.5853,0.4925,0.4669,NA,-0.3323,0.5149,1
Calcimycin,0.5852,0.351,NA,NA,-0.3247,0.4681,2
FPA1_000112,0.585,NA,0.3646,NA,-0.4297,0.4748,2
HG-6-64-01,0.5849,0.3237,0.4932,NA,-0.3715,0.46726666666666666,1
SSR 69071,0.5846,0.5208,0.3328,0.3614,-0.3438,0.4499,0
BMS-509744,0.5846,0.393,0.4438,0.4361,-0.3431,0.464375,0
SU4312,0.5846,0.3245,NA,NA,-0.3434,0.45455,2
Phenolphthalein,0.5845,NA,0.5013,0.3839,-0.3454,0.4899,1
Carbimazole,0.5841,NA,0.4524,0.4137,-0.5902,0.4834,1
BS-181,0.584,0.5639,0.5284,0.4552,-0.3256,0.532875,0
Pazopanib,0.584,NA,0.4047,0.4757,-0.3225,0.4881333333333333,1
Acarbose,0.5839,NA,0.494,0.3933,-0.4161,0.4904,1
Biperiden,0.5839,NA,0.4798,0.3492,-0.6502,0.47096666666666664,1
Retigabine,0.5837,NA,0.5091,0.4151,-0.4511,0.5026333333333334,1
Ethyl eburnamenine-14-carboxylate,0.5837,NA,0.3651,NA,-0.4155,0.4744,2
MLS000583957,0.5837,0.3912,0.403,NA,-0.3253,0.4593,1
ZINC01181459,0.5836,NA,NA,0.3914,-0.4744,0.48750000000000004,2
AEE788 (NVP-AEE788),0.5836,0.5012,0.3955,0.325,-0.3217,0.451325,0
Alexidine,0.5834,0.3627,NA,NA,-0.3622,0.47305,2
nicardipine,0.5833,NA,NA,0.3646,-0.5928,0.47395,2
ZINC6718453,0.5832,0.344,0.6919,0.4811,-0.3617,0.52505,0
KUC105999N,0.583,NA,0.516,0.3989,-0.5326,0.49929999999999997,1
SCHEMBL12684744,0.5827,0.3626,0.4734,NA,-0.363,0.4729,1
Ouabain,0.5826,0.3791,0.4524,NA,-0.4178,0.47136666666666666,1
CID 75060944,0.5826,0.333,NA,NA,-0.3403,0.4578,2
131780-47-7,0.5825,NA,0.5568,0.5247,-0.4402,0.5546666666666666,1
Epirizole,0.5825,NA,0.427,0.4644,-0.4928,0.4913,1
Remacemide,0.5823,NA,0.5184,0.3981,-0.4272,0.4996,1
CHEMBL34095,0.5819,NA,0.4565,NA,-0.6158,0.5192,2
AZ20,0.5816,NA,0.4589,0.5292,-0.3367,0.5232333333333333,1
Cercosporin,0.5816,0.3638,0.4539,0.3613,-0.3943,0.44015000000000004,0
Vernakalant (Hydrochloride),0.5816,0.3559,NA,0.3908,-0.4464,0.44276666666666664,1
KU0060648,0.5815,0.5862,0.5476,0.5322,-0.428,0.561875,0
Dapivirine (TMC120),0.5814,0.5151,0.3714,0.41,-0.5615,0.469475,0
LOPAC-L-133,0.5814,NA,0.3595,0.3493,-0.4495,0.43006666666666665,1
Trequinsin,0.5812,NA,0.4239,NA,-0.5126,0.50255,2
CHIR-99021,0.5811,NA,0.444,0.4815,-0.3258,0.5022,1
W13,0.581,0.437,0.4321,NA,-0.6862,0.48336666666666667,1
WAY-170523,0.581,0.4498,0.4626,0.5288,-0.3477,0.5055499999999999,0
Fluconazole,0.5808,NA,0.4496,0.5088,-0.4154,0.5130666666666667,1
Avrainvillamide-analog-6,0.5806,NA,NA,0.3552,-0.3409,0.4679,2
BML-259,0.5806,0.3449,0.5452,0.3881,-0.3324,0.4647,0
MLS001007458,0.5804,NA,0.5406,NA,-0.4502,0.5605,2
STK009254,0.5804,NA,0.7443,0.5651,-0.3717,0.6299333333333333,1
"Triazolothiadiazine, 28",0.5803,0.3215,0.4774,NA,-0.3374,0.4597333333333333,1
Phenoxybenzamine,0.5802,NA,0.5408,0.3498,-0.4265,0.4902666666666667,1
Piretanide,0.5801,NA,0.496,0.3734,-0.4567,0.48316666666666663,1
BRD-K18863894,0.5801,0.4028,0.4077,NA,-0.4954,0.4635333333333333,1
JNK-IN-2,0.5798,NA,0.3819,0.3303,-0.411,0.43066666666666664,1
BRD-A69951442-001-01-3,0.5797,0.4025,0.4521,0.3653,-0.4212,0.4499,0
Rhodomyrtoxin B,0.579,0.494,NA,NA,-0.3533,0.5365,2
MLS003129663,0.579,NA,NA,0.3568,-0.3222,0.4679,2
CHEMBL3185651,0.5787,NA,0.4395,0.3546,-0.4764,0.4576,1
