compound,similarity,fda_status,threshold,disease,file
TUL_XIX002,-0.6118,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K89020690,-0.6118,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Racecadotril,-0.6118,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K16714380,-0.6117,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Aristolochic acid,-0.6117,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Andarine,-0.6117,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
K-115,-0.6117,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Lanatoside C,-0.6117,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K49623506,-0.6116,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
XMD-1527,-0.6116,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K45156967,-0.6116,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Ramifenazone,-0.6116,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
VILAZODONE HYDROCHLORIDE,-0.6115,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K13782405,-0.6115,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Anandamide,-0.6115,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Cobicistat (GS-9350),-0.6115,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
GR-103691,-0.6115,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Golvatinib (E7050),-0.6115,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
"(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one",-0.6115,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K68445037,-0.6114,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL567331,-0.6114,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS003370613,-0.6113,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K70923866,-0.6113,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL2143784,-0.6113,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Antipyrine,-0.6112,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Cabozantinib,-0.6112,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SCHEMBL10026606,-0.6112,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-A69951442-001-01-3,-0.6111,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Phenazopyridine,-0.6111,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K35002913,-0.611,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ST50764508,-0.611,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Doxorubicin,-0.6109,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
GNF-PF-159,-0.6108,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL259628,-0.6108,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL1513361,-0.6107,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K38519699,-0.6107,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K49313348,-0.6106,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
264236-77-3,-0.6106,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
COT Inhibitor-2,-0.6106,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SCHEMBL2554502,-0.6106,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-A12881497-001-01-4,-0.6105,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Pentoxifylline,-0.6105,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Prazosin,-0.6105,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K87562020,-0.6105,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K72732164,-0.6105,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K10436544,-0.6105,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K54652275,-0.6104,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SJ 172550,-0.6103,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL2136735,-0.6103,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MAYBRIDGE4_003236,-0.6103,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SA-244358,-0.6103,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AC1N08ZR,-0.6103,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K45295352,-0.6102,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SPECTRUM_001259,-0.6102,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Nafamostat Mesylate,-0.6102,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Aminopurvalanol,-0.6102,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
PCL2_000121,-0.6102,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K59323544,-0.6102,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K19677752,-0.6102,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
NINDS_000152,-0.6102,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Tedizolid,-0.6101,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Benproperine,-0.6101,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
GSK 525762A,-0.61,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K85123403,-0.61,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K38803221,-0.6099,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
FPA1_000317,-0.6099,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Swainsonine,-0.6098,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SA-1921599,-0.6098,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL3183893,-0.6098,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Cercosporin,-0.6098,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Telmisartan,-0.6098,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Refametinib,-0.6097,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Emedastine,-0.6097,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ST50982848,-0.6096,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K26626929,-0.6096,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS003128614,-0.6095,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Apigenin,-0.6094,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K14336497,-0.6094,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K74711637,-0.6094,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
H89,-0.6093,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BML-259,-0.6093,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K13324372,-0.6092,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AC1MTJVV,-0.6092,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K95899688,-0.6092,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SPECTRUM_000224,-0.6092,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Danusertib,-0.6092,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL2152358,-0.6092,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K57476701,-0.6091,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CI-218872,-0.6091,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
FK 866,-0.6091,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Cycloheximide,-0.609,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Inolitazone (dihydrochloride),-0.609,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Darinaparsin,-0.609,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K55437057,-0.609,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL2181097,-0.609,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K13245569,-0.609,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
6-Aminoindazole,-0.609,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AO-081/15245014,-0.6089,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K35060817,-0.6089,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AN-465/42886295,-0.6088,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K52955163,-0.6088,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K79410674,-0.6087,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K57476317,-0.6087,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K59207957,-0.6087,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Zolantidine,-0.6087,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL2133868,-0.6086,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K78849449,-0.6086,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Dicloxacillin,-0.6086,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K41668190,-0.6085,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
JW 55,-0.6084,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SMR000081059,-0.6084,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K93845141,-0.6083,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Dexamethasone 21-acetate,-0.6083,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Vandetanib,-0.6082,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-A03684405,-0.6082,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Methocarbamol,-0.6082,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K47121420,-0.6082,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AC1LOPLX,-0.6081,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K80779790,-0.6081,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Apomorphine,-0.6081,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
TAK-715,-0.6081,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
PRESTWICK3_000892,-0.6081,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K57786095,-0.608,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SPECTRUM2_001084,-0.608,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K19418153,-0.608,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
GSK-1904529A,-0.6079,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K07431800,-0.6079,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Rucaparib,-0.6079,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CEP-37440,-0.6079,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K78904620,-0.6079,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide,-0.6078,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K24621485,-0.6078,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Mycophenolic acid,-0.6077,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Avrainvillamide-analog-6,-0.6077,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Azelastine,-0.6077,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K84831408,-0.6077,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRN 0893050,-0.6077,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K82158149,-0.6076,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Trametinib,-0.6076,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
2-(4-Methoxybenzylthio)-6-methylpyrimidin-4-ol,-0.6076,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
KI-16425,-0.6076,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K10835142,-0.6074,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K99433267,-0.6073,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS002699429,-0.6073,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K57879743,-0.6073,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K22643697,-0.6073,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
TRAP-101,-0.6073,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ZINC02868881,-0.6073,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
NSC403917,-0.6072,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Actarit,-0.6072,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Milciclib (PHA-848125),-0.6071,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K63989441,-0.6071,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Zaldaride,-0.6071,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Brompheniramine,-0.6071,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Pitavastatin Calcium,-0.6071,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SCHEMBL2557982,-0.6071,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Ischemin,-0.6071,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K86149906,-0.6071,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SCHEMBL13586708,-0.6071,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS002264451,-0.6071,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Metergoline,-0.607,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL489621,-0.607,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Ropinirole,-0.6069,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
PG 490,-0.6069,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Lobelanidine,-0.6068,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Orphenadrine,-0.6068,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Penciclovir,-0.6068,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
CHEMBL1991045,-0.6068,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MAYBRIDGE4_003028,-0.6067,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS003129246,-0.6067,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
MLS002264419,-0.6067,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ASN 04482516,-0.6066,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BH3I 1,-0.6066,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K61991236,-0.6066,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
SMR000162699,-0.6065,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K22828860,-0.6064,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
9-Epiquinine,-0.6064,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K62689646,-0.6064,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K91044787,-0.6063,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Beclomethasone Dipropionate,-0.6062,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Pazufloxacin,-0.6062,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K71714567,-0.6062,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K00256608,-0.6062,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
AC1MGPVN,-0.6061,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
Hydroxyl,-0.606,fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K69021489,-0.606,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
852475-26-4,-0.606,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K39629581,-0.606,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
ZINC04025286,-0.606,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K22447604,-0.606,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K80230516,-0.6059,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K55612480,-0.6059,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
BRD-K65315692,-0.6058,non_fda,0.5,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-0.5-consensus.tsv
